Estimulo;C1;C3;C5
1;1687322.433128,34496257.918161,28.592373,40.175649,1687323.033735,34496291.144205,28.592383,40.175675;863912.538324,33432172.007883,29.275416,39.344176,863912.62685,33432186.308725,29.275422,39.344188;1028246.783304,34082229.200293,29.062753,39.636594,1028246.882226,34082255.087856,29.062762,39.636615
1;1687324.958117,34496307.997973,28.592387,40.175688,1687342.194285,34496759.180773,28.592548,40.176071;863913.034514,33432196.778134,29.275424,39.344196,863917.277547,33432336.74851,29.275481,39.344325;1028247.623779,34082275.941897,29.062766,39.636629,1028262.841564,34082603.017097,29.062862,39.636902
1;1687343.034996,34496774.338046,28.592556,40.176087,1687360.703491,34496892.845823,28.592599,40.176195;863917.618157,33432342.669191,29.275485,39.344333,863921.295799,33432386.195171,29.275503,39.344373;1028263.293234,34082616.518041,29.062869,39.636916,1028274.019868,34082711.768202,29.062898,39.636998
2;1687363.326205,34496924.333725,28.592606,40.176219,1687368.410709,34497293.421161,28.592596,40.176404;863922.280179,33432407.457461,29.275506,39.344388,863924.842509,33432513.739565,29.2755,39.344445;1028276.158765,34082748.290677,29.062903,39.637024,1028279.34621,34082980.150933,29.062894,39.637144
0;1687373.544366,34498977.953586,28.593851,40.178211,1687373.544366,34498977.953586,28.593851,40.178211;863929.515314,33433198.436693,29.275911,39.345131,863929.515314,33433198.436693,29.275911,39.345131;1028288.870607,34084635.620705,29.0636,39.63857,1028288.870607,34084635.620705,29.0636,39.63857
1;1687374.325309,34499022.752218,28.593864,40.178243,1687388.161756,34499267.296631,28.593849,40.178369;863929.771286,33433217.758957,29.275918,39.345146,863934.294445,33433317.260688,29.275912,39.345199;1028289.198114,34084678.599068,29.06361,39.638599,1028304.116595,34084944.386977,29.063585,39.638733
2;1687389.026307,34499295.725631,28.593855,40.178389,1687393.174134,34500643.599929,28.594473,40.179617;863934.536329,33433331.273178,29.275916,39.345209,863936.18834,33433760.785484,29.276118,39.345617;1028304.912314,34084974.808361,29.06359,39.638754,1028309.594209,34085978.798416,29.06394,39.639603
2;1687395.014749,34500672.436875,28.594486,40.179644,1687396.267334,34500779.702411,28.594573,40.179774;863937.277211,33433774.101385,29.276125,39.345631,863937.992009,33433812.342231,29.276155,39.345678;1028311.260797,34086004.794477,29.06395,39.639627,1028312.554915,34086080.103646,29.064005,39.639716
2;1687398.066441,34500800.636515,28.594579,40.17979,1687407.317806,34501092.563817,28.594648,40.179985;863938.585698,33433820.647869,29.276158,39.345685,863941.186964,33433911.268229,29.276189,39.345754;1028313.817497,34086098.084383,29.06401,39.63973,1028324.221573,34086322.973927,29.06405,39.639879
1;1687416.351217,34502299.84802,28.595435,40.181179,1687416.475612,34502323.292861,28.595442,40.181197;863944.402216,33434345.061266,29.276454,39.346176,863944.530756,33434355.65788,29.276458,39.346185;1028335.950908,34087349.586144,29.064516,39.640767,1028336.217284,34087367.665499,29.064523,39.640783
0;1687416.870077,34502380.079031,28.595488,40.181273,1687416.870077,34502380.079031,28.595488,40.181273;863944.672774,33434378.203932,29.27647,39.34621,863944.672774,33434378.203932,29.27647,39.34621;1028336.967262,34087430.048667,29.064551,39.640849,1028336.967262,34087430.048667,29.064551,39.640849
1;1687417.261171,34502392.358247,28.595493,40.181285,1687430.659147,34502697.883307,28.59566,40.181589;863944.864764,33434386.961872,29.276473,39.346217,863950.034384,33434491.440287,29.276529,39.346321;1028337.265308,34087442.058335,29.064556,39.640859,1028348.223558,34087687.110552,29.064654,39.641077
1;1687430.791333,34502714.900663,28.595669,40.181605,1687447.404173,34503003.197966,28.595744,40.181831;863950.130925,33434501.386757,29.276534,39.346331,863954.585489,33434595.837173,29.276565,39.34641;1028348.341583,34087707.462793,29.064662,39.641094,1028361.12696,34087920.1717,29.06471,39.641258
1;1687447.627629,34503030.930756,28.595751,40.181852,1687449.216992,34503083.18446,28.595802,40.181922;863954.771995,33434611.036163,29.276569,39.346421,863955.485496,33434625.648985,29.276587,39.346445;1028361.397079,34087955.722373,29.064714,39.641282,1028362.883578,34087989.068919,29.064747,39.641327
2;1687450.663958,34503101.468254,28.595803,40.181934,1687450.818616,34503116.120603,28.595811,40.181949;863956.581816,33434635.102884,29.276587,39.346452,863956.69308,33434644.642316,29.276592,39.346461;1028364.327613,34088004.088524,29.064748,39.641337,1028364.480913,34088021.071402,29.064755,39.641353
0;1687475.914275,34504718.844472,28.596624,40.183513,1687475.914275,34504718.844472,28.596624,40.183513;863960.167925,33435123.407009,29.276883,39.346981,863960.167925,33435123.407009,29.276883,39.346981;1028374.995219,34089209.053051,29.065255,39.642453,1028374.995219,34089209.053051,29.065255,39.642453
1;1687477.001887,34504744.295418,28.59663,40.18353,1687484.216976,34504852.260677,28.596621,40.183591;863960.75352,33435139.429194,29.276886,39.346992,863962.370107,33435186.100496,29.276884,39.34702;1028376.247969,34089234.228399,29.065259,39.64247,1028381.784407,34089311.827731,29.065254,39.642517
2;1687484.549748,34504884.572521,28.596625,40.183611,1687485.092548,34504945.564862,28.596661,40.183675;863962.489176,33435200.813567,29.276886,39.347029,863962.777416,33435225.826152,29.276899,39.347055;1028382.175126,34089341.405711,29.065257,39.642535,1028382.734995,34089395.793006,29.065278,39.642585
2;1687485.825591,34504986.285254,28.596675,40.183711,1687487.515072,34505004.540061,28.596677,40.183725;863963.170137,33435243.369315,29.276906,39.347071,863963.986987,33435247.720644,29.276908,39.347076;1028383.287815,34089421.443476,29.065289,39.64261,1028384.246183,34089426.599165,29.065293,39.642617
1;1687487.662358,34505047.06103,28.59668,40.183749,1687487.707994,34505068.135155,28.596686,40.183766;863964.179183,33435255.974456,29.276911,39.347083,863964.228202,33435267.709078,29.276914,39.347093;1028384.907739,34089438.733203,29.065296,39.642628,1028384.969494,34089459.675593,29.065302,39.642644
0;1687488.183758,34505095.51043,28.596692,40.183786,1687488.183758,34505095.51043,28.596692,40.183786;863964.60358,33435280.930002,29.276918,39.347104,863964.60358,33435280.930002,29.276918,39.347104;1028385.529104,34089478.534606,29.065308,39.642661,1028385.529104,34089478.534606,29.065308,39.642661
1;1687488.320328,34505111.557107,28.596699,40.183802,1687488.695767,34505121.733936,28.5967,40.183809;863964.736643,33435290.229005,29.276922,39.347113,863964.993439,33435293.855605,29.276922,39.347116;1028385.911437,34089498.884958,29.065313,39.642679,1028386.289962,34089503.028712,29.065314,39.642683
1;1687489.392427,34505138.116665,28.596705,40.183821,1687489.633513,34505145.368071,28.596707,40.183827;863965.152742,33435303.342335,29.276925,39.347123,863965.259878,33435306.56774,29.276926,39.347126;1028386.494809,34089523.125142,29.065318,39.642695,1028386.669537,34089528.392395,29.06532,39.6427
1;1687490.703651,34505165.77599,28.596709,40.183841,1687491.634279,34505189.254876,28.596716,40.183862;863966.467846,33435320.053027,29.276927,39.347135,863966.890456,33435332.84092,29.27693,39.347146;1028387.849085,34089554.423758,29.065318,39.642715,1028388.20938,34089573.772458,29.065325,39.642732
2;1687491.989154,34505205.789681,28.596717,40.183871,1687513.328199,34505478.169311,28.596696,40.184015;863967.025022,33435341.437226,29.276931,39.347151,863973.002877,33435438.673834,29.276923,39.347203;1028388.277812,34089586.264527,29.065326,39.64274,1028407.204437,34089820.587184,29.065298,39.642859
0;1687570.704761,34505694.446582,28.5967,40.18418,1687570.704761,34505694.446582,28.5967,40.18418;863996.200082,33435591.524225,29.276921,39.347308,863996.200082,33435591.524225,29.276921,39.347308;1028449.950953,34089993.120776,29.06529,39.642985,1028449.950953,34089993.120776,29.06529,39.642985
2;1687571.222971,34505700.991261,28.596701,40.184184,1687591.320874,34507047.414434,28.597132,40.185269;863996.316488,33435595.305281,29.276922,39.34731,864001.098049,33436064.697083,29.277059,39.347685;1028450.05095,34089996.659038,29.065291,39.642987,1028471.027134,34091006.634299,29.06553,39.64376
2;1687593.703811,34507059.163558,28.597132,40.185278,1687593.877978,34507478.33151,28.597403,40.185712;864001.558946,33436070.65699,29.27706,39.347689,864002.325316,33436187.455254,29.27715,39.347827;1028471.826579,34091014.538,29.065531,39.643767,1028474.243433,34091299.113945,29.065694,39.644057
2;1687594.851323,34507497.798849,28.597402,40.185721,1687595.210003,34507540.392609,28.597416,40.185756;864002.565545,33436193.852066,29.277149,39.347831,864002.867435,33436211.103231,29.277156,39.347846;1028474.752494,34091312.107675,29.065692,39.644063,1028475.48349,34091349.920027,29.065701,39.644092
1;1687596.919467,34507553.329227,28.597423,40.185769,1687597.471116,34507562.324504,28.597423,40.185775;864003.076917,33436218.907772,29.277159,39.347853,864003.620537,33436222.776253,29.277159,39.347856;1028475.84278,34091361.031696,29.065705,39.644101,1028476.647305,34091368.485058,29.065705,39.644107
0;1687598.301958,34507580.537811,28.597423,40.185785,1687598.301958,34507580.537811,28.597423,40.185785;864004.216721,33436232.146101,29.277159,39.347862,864004.216721,33436232.146101,29.277159,39.347862;1028477.507208,34091382.152791,29.065705,39.644114,1028477.507208,34091382.152791,29.065705,39.644114
1;1687598.441184,34507598.310142,28.597428,40.185798,1687600.47594,34508081.062318,28.597552,40.186159;864004.430867,33436243.801307,29.277161,39.347869,864005.576336,33436353.460362,29.277214,39.347975;1028478.120671,34091395.649007,29.065709,39.644125,1028479.133099,34091723.739416,29.065787,39.644373
1;1687600.564555,34508094.096987,28.597559,40.186171,1687600.564555,34508094.096987,28.597559,40.186171;864005.608978,33436361.690603,29.277217,39.347983,864005.608978,33436361.690603,29.277217,39.347983;1028479.302248,34091740.37722,29.065792,39.644387,1028479.302248,34091740.37722,29.065792,39.644387
1;997813.576096,35687259.431881,28.709354,40.213672,997814.139233,35687294.293711,28.709365,40.213698;1178309.721759,36869967.908402,28.405779,40.723971,1178310.042192,36869989.403935,28.405784,40.723986;1187140.153974,37214625.968147,28.323113,40.825749,1187140.631344,37214658.571555,28.323123,40.825773
2;997814.438796,35687321.68973,28.709376,40.213722,997817.19455,35687472.285173,28.709391,40.21382;1178310.227715,36870001.317617,28.40579,40.723997,1178311.813134,36870053.004038,28.405799,40.724034;1187140.75401,37214686.460867,28.323133,40.825796,1187143.161734,37214798.592356,28.323145,40.825869
0;997835.743455,35688136.310892,28.709902,40.214612,997835.743455,35688136.310892,28.709902,40.214612;1178317.357746,36870257.77226,28.405978,40.724294,1178317.357746,36870257.77226,28.405978,40.724294;1187156.516711,37215278.338303,28.323465,40.826396,1187156.516711,37215278.338303,28.323465,40.826396
2;997835.814041,35688140.988579,28.709904,40.214617,997836.902689,35688246.108959,28.70991,40.214676;1178317.439776,36870260.915593,28.40598,40.724296,1178318.132145,36870306.829175,28.405982,40.724322;1187156.611433,37215285.178451,28.323467,40.826401,1187157.84721,37215373.893795,28.32347,40.826449
2;997837.7774,35688272.91934,28.70992,40.214698,997838.486374,35688301.779496,28.709953,40.214739;1178319.27964,36870321.209212,28.405987,40.724334,1178320.14293,36870340.25999,28.405999,40.724352;1187159.150733,37215399.232654,28.32348,40.826469,1187159.750168,37215441.828925,28.323499,40.826505
2;997839.116658,35688391.274591,28.709952,40.214787,997839.505244,35688418.488652,28.709961,40.214808;1178320.207418,36870359.571579,28.406003,40.724366,1178320.589476,36870375.910566,28.406008,40.724377;1187159.925593,37215474.34227,28.323507,40.826527,1187160.308862,37215508.974054,28.323514,40.826549
2;997840.366224,35688457.358205,28.709975,40.214844,997841.272678,35688504.948195,28.709974,40.214868;1178321.116489,36870387.960291,28.406015,40.724391,1178321.300218,36870393.252463,28.406017,40.724396;1187160.842457,37215523.641303,28.323527,40.826569,1187161.219572,37215530.635417,28.323531,40.826576
0;997843.503637,35688565.228078,28.709982,40.214909,997843.503637,35688565.228078,28.709982,40.214909;1178321.451645,36870411.025708,28.406024,40.724411,1178321.451645,36870411.025708,28.406024,40.724411;1187161.664977,37215561.884809,28.323542,40.826602,1187161.664977,37215561.884809,28.323542,40.826602
2;997843.561514,35688591.503512,28.709992,40.214932,997849.076843,35688717.651591,28.710081,40.215084;1178321.492791,36870424.230085,28.406029,40.724423,1178324.275616,36870466.70345,28.406061,40.724475;1187161.738708,37215589.314634,28.32355,40.826623,1187168.165913,37215694.592965,28.323607,40.826735
1;997849.644661,35688736.866206,28.710087,40.215099,997918.933742,35689374.690806,28.71013,40.215555;1178324.443476,36870477.670484,28.406065,40.724484,1178351.471144,36870710.295962,28.406077,40.724642;1187168.539505,37215714.130576,28.323613,40.82675,1187218.705559,37216234.277512,28.323622,40.827078
2;997919.809231,35689413.469239,28.710136,40.215582,997921.002417,35689464.794002,28.710144,40.215617;1178351.889043,36870723.665895,28.406082,40.724653,1178352.168492,36870741.597272,28.406088,40.724668;1187219.384294,37216263.606634,28.323628,40.8271,1187219.862594,37216297.734754,28.323638,40.827125
1;997922.675181,35689543.248636,28.710159,40.215671,997943.830025,35689628.932811,28.710139,40.215721;1178353.253569,36870768.227714,28.406095,40.724688,1178362.911417,36870802.009562,28.406087,40.724708;1187221.81397,37216359.848685,28.323649,40.827167,1187242.847739,37216450.43642,28.323628,40.827216
1;997946.376629,35689674.190081,28.710151,40.215763,997954.572891,35689730.415814,28.710163,40.215812;1178363.978197,36870820.205777,28.40609,40.724722,1178367.616002,36870842.173685,28.406097,40.724743;1187244.48929,37216477.534701,28.323636,40.827241,1187251.209341,37216527.214716,28.323644,40.82728
0;997964.039157,35689794.359537,28.710173,40.215862,997964.039157,35689794.359537,28.710173,40.215862;1178370.496907,36870868.332136,28.406102,40.724762,1178370.496907,36870868.332136,28.406102,40.724762;1187258.895661,37216581.624058,28.323648,40.827319,1187258.895661,37216581.624058,28.323648,40.827319
1;997964.168864,35689818.937211,28.710179,40.21588,997964.436308,35689972.661311,28.710266,40.216022;1178370.618023,36870880.766736,28.406105,40.724771,1178370.695263,36870935.830493,28.406135,40.72482;1187259.039477,37216601.229908,28.323654,40.827333,1187259.105528,37216710.440078,28.323707,40.827427
2;997965.17541,35689989.308708,28.710274,40.21604,997965.929365,35690059.826347,28.710283,40.216084;1178371.172743,36870946.86571,28.406139,40.724831,1178371.247958,36870965.676946,28.406146,40.724845;1187259.373795,37216727.914794,28.323715,40.827445,1187259.447321,37216752.497942,28.323726,40.827465
1;997966.054577,35690103.679851,28.710288,40.216111,997966.471239,35690112.729194,28.71029,40.216118;1178372.272848,36870983.232239,28.40615,40.724858,1178372.580699,36870989.596175,28.406151,40.724863;1187260.667743,37216778.176565,28.323733,40.827485,1187260.969396,37216786.036622,28.323735,40.82749
0;997966.496425,35690123.892824,28.7103,40.216132,997966.496425,35690123.892824,28.7103,40.216132;1178372.965783,36870995.605814,28.406155,40.72487,1178372.965783,36870995.605814,28.406155,40.72487;1187261.662034,37216799.395605,28.323742,40.827502,1187261.662034,37216799.395605,28.323742,40.827502
2;997966.781597,35690139.713853,28.710305,40.216144,997967.328933,35690182.541407,28.710315,40.216176;1178373.183309,36871003.110723,28.406158,40.724876,1178374.186458,36871017.337754,28.406164,40.72489;1187261.992317,37216816.133473,28.323746,40.827514,1187263.072828,37216837.645076,28.323756,40.827536
2;997968.807557,35690192.45583,28.710318,40.216188,998006.478652,35690788.810901,28.710645,40.216774;1178375.111311,36871022.402814,28.406166,40.724896,1178390.490817,36871225.168614,28.406276,40.725092;1187264.347337,37216844.857321,28.32376,40.827546,1187295.330276,37217311.541655,28.323962,40.827955
1;998028.323715,35690845.448849,28.71063,40.216812,998029.110414,35691028.015962,28.710748,40.217007;1178398.741215,36871251.074035,28.40627,40.725109,1178399.26675,36871312.060189,28.40631,40.725173;1187315.355857,37217357.60043,28.323948,40.827987,1187315.978589,37217493.352985,28.324023,40.82812
1;998030.449811,35691050.411379,28.710766,40.217035,998038.143552,35691109.200264,28.710764,40.217074;1178400.381297,36871323.265572,28.406321,40.725189,1178402.518856,36871341.062457,28.406322,40.725201;1187317.323762,37217518.136997,28.32404,40.828149,1187322.889336,37217566.597775,28.324038,40.828178
0;998045.42152,35691188.549184,28.710842,40.217187,998045.42152,35691188.549184,28.710842,40.217187;1178405.69393,36871369.979998,28.406352,40.725242,1178405.69393,36871369.979998,28.406352,40.725242;1187328.714686,37217625.878923,28.324092,40.828256,1187328.714686,37217625.878923,28.324092,40.828256
1;998045.43211,35691209.416685,28.710847,40.217201,998054.25306,35691349.363648,28.710875,40.217311;1178405.756121,36871381.91536,28.406355,40.72525,1178409.214791,36871449.394044,28.406363,40.725296;1187328.77511,37217648.182417,28.324096,40.828271,1187337.468489,37217762.258157,28.324114,40.828354
1;998054.728762,35691364.908828,28.710884,40.217327,998056.002997,35691385.972415,28.710896,40.21735;1178409.433344,36871455.709436,28.406368,40.725304,1178410.117032,36871462.402008,28.406373,40.725313;1187338.068753,37217777.544794,28.324123,40.82837,1187338.838613,37217792.652394,28.324132,40.828386
2;998056.541548,35691417.66084,28.710902,40.217373,998057.057865,35691431.489914,28.710911,40.217389;1178410.20267,36871478.409271,28.406376,40.725323,1178410.672327,36871486.83396,28.406381,40.725332;1187338.875886,37217818.025525,28.324137,40.828402,1187339.756228,37217838.374109,28.324144,40.828419
0;998057.531677,35691480.868313,28.71092,40.217422,998057.531677,35691480.868313,28.71092,40.217422;1178412.375922,36871500.971318,28.406386,40.725344,1178412.375922,36871500.971318,28.406386,40.725344;1187342.572155,37217865.105931,28.324151,40.82844,1187342.572155,37217865.105931,28.324151,40.82844
2;998057.698216,35691485.564863,28.71092,40.217426,998059.091052,35691558.137021,28.710928,40.21747;1178412.520475,36871503.368444,28.406386,40.725346,1178413.199458,36871514.697182,28.406393,40.725358;1187342.970363,37217868.621403,28.324153,40.828443,1187343.944201,37217888.782692,28.324164,40.828463
2;998060.666915,35691591.817396,28.710933,40.217494,998067.671773,35691895.978307,28.711144,40.217827;1178413.252281,36871526.089259,28.406397,40.725367,1178416.02133,36871630.55256,28.40647,40.72548;1187344.039428,37217905.929608,28.32417,40.828477,1187350.238346,37218160.257308,28.324304,40.828718
2;998075.834992,35691921.369416,28.711142,40.217849,998077.660244,35692155.764857,28.711127,40.217951;1178420.946167,36871641.293452,28.406469,40.72549,1178421.23452,36871729.788316,28.406466,40.725528;1187357.900115,37218178.252184,28.324303,40.828735,1187359.490468,37218360.572655,28.324295,40.828814
0;998089.569877,35693424.493334,28.712002,40.219364,998089.569877,35693424.493334,28.712002,40.219364;1178426.383448,36872098.839208,28.406788,40.725988,1178426.383448,36872098.839208,28.406788,40.725988;1187369.850988,37219271.276124,28.324856,40.829765,1187369.850988,37219271.276124,28.324856,40.829765
1;998095.405022,35693451.143205,28.712009,40.219389,998108.986295,35693708.723831,28.712033,40.219557;1178428.070214,36872110.212093,28.406793,40.725999,1178432.580046,36872205.080303,28.406804,40.72606;1187374.214463,37219294.949027,28.324863,40.829786,1187385.849584,37219468.413064,28.324881,40.829899
2;998109.89419,35693719.531628,28.71204,40.219571,998113.351669,35693844.066119,28.712152,40.219735;1178433.097389,36872212.810443,28.406807,40.726068,1178435.618517,36872261.81936,28.406844,40.726126;1187386.794736,37219481.575557,28.324886,40.829912,1187389.833,37219590.477305,28.324951,40.830026
1;998114.0227,35693872.905845,28.712155,40.219754,998132.701221,35694114.81778,28.712309,40.220043;1178435.667804,36872265.124039,28.406846,40.726129,1178439.435864,36872349.018299,28.406903,40.726229;1187389.88922,37219594.794593,28.324953,40.830029,1187401.418431,37219790.132562,28.325052,40.830233
1;998134.591315,35694129.379319,28.712311,40.220054,998140.291137,35694179.131602,28.712319,40.220098;1178439.944186,36872359.605479,28.406904,40.726236,1178441.196248,36872376.454436,28.40691,40.726253;1187403.374461,37219807.469899,28.325053,40.830245,1187408.910897,37219847.000628,28.32506,40.830279
0;998140.47074,35694196.321109,28.712324,40.220112,998140.47074,35694196.321109,28.712324,40.220112;1178441.451805,36872386.277675,28.406913,40.726261,1178441.451805,36872386.277675,28.406913,40.726261;1187409.658255,37219862.000362,28.325063,40.830291,1187409.658255,37219862.000362,28.325063,40.830291
2;998140.517596,35694199.674332,28.712327,40.220116,998141.173587,35694260.348464,28.712347,40.220166;1178441.487654,36872389.926688,28.406914,40.726264,1178442.506718,36872404.977497,28.406923,40.72628;1187409.732266,37219867.225921,28.325066,40.830296,1187410.562103,37219892.084669,28.32508,40.830322
2;998142.492285,35694275.155229,28.712348,40.220177,998144.716359,35694310.840639,28.712359,40.220206;1178442.55089,36872408.478858,28.406924,40.726283,1178443.058442,36872417.21782,28.406931,40.726294;1187410.630687,37219895.534081,28.325083,40.830326,1187411.298264,37219911.423776,28.325094,40.830346
1;998145.932295,35694375.864768,28.712368,40.220251,998152.591182,35694540.444929,28.712613,40.220569;1178443.316897,36872433.158791,28.406936,40.726306,1178445.848557,36872504.153299,28.407014,40.726416;1187411.670267,37219932.836463,28.325102,40.830362,1187416.333489,37220108.987525,28.325239,40.830588
2;998166.50292,35694630.659548,28.712603,40.22062,998166.931963,35694642.355729,28.712611,40.220633;1178448.928938,36872533.628111,28.407013,40.726432,1178449.200022,36872538.889099,28.407016,40.726438;1187424.811563,37220166.57865,28.325232,40.83062,1187424.980449,37220177.583954,28.325238,40.83063
0;998177.08965,35695037.433223,28.712769,40.220974,998177.08965,35695037.433223,28.712769,40.220974;1178454.373309,36872693.122414,28.407074,40.726566,1178454.373309,36872693.122414,28.407074,40.726566;1187434.205708,37220519.038018,28.325339,40.83089,1187434.205708,37220519.038018,28.325339,40.83089
2;998177.156106,35695049.652044,28.712778,40.220989,998179.274992,35695158.630108,28.71278,40.221049;1178454.41358,36872699.692702,28.407079,40.726573,1178454.819046,36872738.352164,28.407081,40.726595;1187434.224598,37220530.995318,28.325347,40.830903,1187436.307416,37220612.849706,28.325347,40.830947
2;998180.057915,35695173.472642,28.712786,40.221063,998186.292036,35695343.426927,28.712914,40.221262;1178455.303427,36872744.056084,28.407084,40.726601,1178457.798166,36872816.525234,28.407129,40.726679;1187437.307739,37220624.969127,28.32535,40.830958,1187443.114909,37220770.214417,28.325433,40.831109
1;998188.238551,35695386.719361,28.712918,40.22129,998188.588582,35695404.854628,28.712926,40.221307;1178458.823963,36872823.24431,28.407132,40.726686,1178458.945649,36872831.864613,28.407137,40.726695;1187445.202879,37220784.679846,28.325438,40.831122,1187445.431189,37220799.403122,28.325445,40.831136
1;998188.93088,35695419.548717,28.712931,40.221319,998190.40273,35695435.06273,28.712941,40.221337;1178459.210021,36872844.725255,28.407138,40.726703,1178460.423946,36872854.882267,28.407142,40.726713;1187445.508758,37220815.208905,28.325448,40.831146,1187446.554639,37220827.421024,28.325455,40.83116
0;998192.939078,35695594.044531,28.713034,40.221504,998192.939078,35695594.044531,28.713034,40.221504;1178462.992215,36872934.60746,28.407175,40.726783,1178462.992215,36872934.60746,28.407175,40.726783;1187449.445265,37220962.14306,28.325515,40.831282,1187449.445265,37220962.14306,28.325515,40.831282
2;998193.328911,35695613.075013,28.713041,40.221521,998193.460794,35695636.669207,28.713054,40.221545;1178463.078127,36872944.486502,28.40718,40.726792,1178463.721006,36872951.382885,28.407185,40.726802;1187449.654502,37220981.652763,28.325521,40.831299,1187450.464934,37220991.18515,28.325531,40.831314
1;998194.667133,35695682.12282,28.713057,40.221571,998195.804838,35695703.966857,28.713064,40.221588;1178463.799976,36872957.183125,28.407187,40.726807,1178464.307751,36872970.809022,28.407191,40.726816;1187450.550604,37220999.919849,28.325535,40.831323,1187451.036008,37221021.048075,28.325542,40.831339
2;998200.192768,35695758.602889,28.713065,40.221623,998200.859755,35695769.582231,28.713072,40.221634;1178465.96656,36872992.216998,28.407193,40.726832,1178466.484567,36872999.966785,28.407197,40.726839;1187454.848909,37221051.890938,28.325545,40.831362,1187455.551645,37221062.344444,28.325551,40.831372
0;998217.062109,35696901.172922,28.713853,40.222899,998217.062109,35696901.172922,28.713853,40.222899;1178474.792571,36873404.206298,28.407452,40.727266,1178474.792571,36873404.206298,28.407452,40.727266;1187472.409146,37221959.724834,28.326018,40.832241,1187472.409146,37221959.724834,28.326018,40.832241
1;998217.44964,35696921.073729,28.713861,40.222918,998218.594631,35697130.308039,28.713964,40.223114;1178474.870336,36873415.663205,28.407456,40.727275,1178475.125756,36873486.832118,28.407493,40.727342;1187472.435809,37221978.433973,28.326026,40.832257,1187472.688435,37222137.23788,28.326092,40.832393
1;998218.685252,35697153.825288,28.713978,40.223137,998237.654333,35697326.883264,28.714062,40.22331;1178475.295152,36873498.718683,28.4075,40.727353,1178482.553244,36873561.029506,28.407529,40.727414;1187472.856616,37222165.064022,28.326103,40.832416,1187488.279513,37222301.920632,28.326155,40.832538
2;998238.441949,35697339.125139,28.714071,40.223326,998239.124727,35697413.843078,28.7141,40.223387;1178482.880903,36873566.034788,28.407534,40.727422,1178483.660529,36873588.042027,28.407545,40.727442;1187488.692792,37222311.765194,28.326164,40.832552,1187490.965447,37222361.535656,28.326181,40.832594
0;998242.190159,35697463.894678,28.714108,40.22342,998242.190159,35697463.894678,28.714108,40.22342;1178484.39403,36873604.801067,28.407549,40.727454,1178484.39403,36873604.801067,28.407549,40.727454;1187492.73054,37222392.654541,28.326189,40.832617,1187492.73054,37222392.654541,28.326189,40.832617
1;998242.778764,35697494.29994,28.714114,40.22344,998243.341849,35697516.225352,28.714119,40.223457;1178484.869698,36873622.046582,28.407552,40.727466,1178485.014567,36873636.836171,28.407555,40.727475;1187493.677605,37222424.232915,28.326193,40.832636,1187493.993736,37222444.065653,28.326198,40.83265
1;998243.403462,35697531.296902,28.714127,40.223471,998243.546964,35697559.832969,28.714135,40.223494;1178485.065709,36873642.810192,28.407559,40.727482,1178485.225035,36873654.314424,28.407565,40.727493;1187494.116705,37222456.516347,28.326205,40.832663,1187494.294775,37222473.696418,28.326213,40.832678
1;998243.972523,35697599.582369,28.71414,40.223517,998244.154987,35697605.656469,28.714142,40.223522;1178485.481817,36873675.320837,28.407567,40.727506,1178485.582191,36873678.914292,28.407569,40.727509;1187494.614201,37222507.65604,28.326218,40.832698,1187494.838023,37222512.2629,28.32622,40.832703
0;998244.995831,35697620.924755,28.714147,40.223535,998244.995831,35697620.924755,28.714147,40.223535;1178486.790588,36873689.933707,28.407571,40.727517,1178486.790588,36873689.933707,28.407571,40.727517;1187496.462816,37222529.642587,28.326223,40.832715,1187496.462816,37222529.642587,28.326223,40.832715
2;998245.24341,35697638.368235,28.714152,40.223548,998257.142613,35698419.058819,28.714718,40.224451;1178487.198327,36873700.645583,28.407574,40.727525,1178493.996777,36873961.473456,28.407765,40.727826;1187496.916843,37222545.732816,28.326228,40.832727,1187508.818185,37223186.090383,28.326576,40.833362
1;998258.177621,35698447.914807,28.714732,40.224479,998259.683745,35698598.963236,28.714885,40.224696;1178494.3639,36873975.067565,28.407773,40.72784,1178494.805366,36874030.359503,28.407825,40.727916;1187509.516365,37223209.767014,28.326588,40.833385,1187510.701099,37223328.336035,28.326686,40.833537
2;998260.228426,35698625.232001,28.714892,40.224717,998260.846155,35698657.985819,28.714899,40.224741;1178494.886194,36874042.039168,28.40783,40.727925,1178494.960803,36874053.52071,28.407835,40.727936;1187510.963515,37223353.678103,28.326693,40.833554,1187511.030431,37223374.37117,28.3267,40.833571
1;998262.211363,35698698.784904,28.714903,40.224765,998272.395272,35698823.636222,28.714898,40.224837;1178495.913565,36874067.428938,28.407838,40.727946,1178498.179882,36874108.225055,28.407841,40.727972;1187512.060674,37223396.371541,28.326705,40.833587,1187519.832934,37223494.183699,28.326703,40.833644
0;998272.98265,35698936.889557,28.714957,40.224938,998272.98265,35698936.889557,28.714957,40.224938;1178498.86099,36874166.778488,28.407864,40.728016,1178498.86099,36874166.778488,28.407864,40.728016;1187521.008368,37223590.535846,28.326745,40.833722,1187521.008368,37223590.535846,28.326745,40.833722
2;998273.510152,35698958.287697,28.714965,40.224956,998319.665837,35699872.329919,28.715351,40.225817;1178499.155246,36874180.837594,28.407867,40.728027,1178520.119057,36874500.217241,28.407998,40.728319;1187521.368585,37223608.685455,28.326751,40.833737,1187559.206494,37224274.006772,28.326992,40.834321
