Estimulo;C2;C4
0;1784363.332412,35418622.050264,28.333148,40.535886,1784363.332412,35418622.050264,28.333148,40.535886;1196539.87142,35002088.646885,29.355476,40.661826,1196539.87142,35002088.646885,29.355476,40.661826
1;1784364.427219,35418656.356201,28.333156,40.535911,1784364.652731,35418711.578789,28.333183,40.53596;1196540.388281,35002097.891365,29.355478,40.661833,1196540.467364,35002115.466902,29.355484,40.661847
2;1784365.085455,35418735.593917,28.333197,40.535984,1784397.610862,35420882.862754,28.33414,40.537971;1196540.703025,35002122.064244,29.355487,40.661854,1196547.962292,35002540.64404,29.355706,40.662283
1;1784398.379062,35420958.184015,28.334148,40.538017,1784407.480866,35421230.416365,28.334293,40.538286;1196548.335396,35002559.39087,29.355708,40.662295,1196550.699093,35002621.871618,29.355739,40.662356
1;1784414.888297,35421260.208088,28.334305,40.538319,1784428.175481,35421488.501763,28.334293,40.538441;1196552.973855,35002631.424976,29.355743,40.662366,1196554.420088,35002676.331724,29.355741,40.662391
0;1784434.633571,35421695.430734,28.334397,40.538622,1784434.633571,35421695.430734,28.334397,40.538622;1196555.457055,35002728.851755,29.355765,40.662437,1196555.457055,35002728.851755,29.355765,40.662437
2;1784434.952447,35421734.78424,28.334407,40.538651,1784435.994384,35421763.776874,28.334418,40.538675;1196555.664384,35002739.075323,29.355768,40.662445,1196555.897903,35002746.9798,29.35577,40.662451
2;1784437.06144,35421793.213679,28.334433,40.538706,1784437.584465,35421860.994124,28.33445,40.538755;1196556.810425,35002753.717886,29.355773,40.662459,1196557.047899,35002770.593093,29.355778,40.662472
1;1784439.487902,35421908.355008,28.334457,40.538787,1784455.669058,35422407.681672,28.334647,40.539217;1196558.237096,35002787.479096,29.355778,40.662482,1196560.287506,35002888.8867,29.355823,40.662577
2;1784456.645965,35422429.040192,28.334652,40.539235,1784467.432385,35422619.492281,28.33466,40.539348;1196561.097355,35002896.959673,29.355824,40.662583,1196562.642596,35002933.5532,29.355828,40.662606
0;1784489.662058,35424031.926271,28.335369,40.540754,1784489.662058,35424031.926271,28.335369,40.540754;1196565.608978,35003186.361003,29.355995,40.662902,1196565.608978,35003186.361003,29.355995,40.662902
2;1784490.263417,35424069.462921,28.335378,40.540781,1784495.128722,35424169.105679,28.33539,40.540844;1196565.862045,35003197.585726,29.355997,40.66291,1196568.072913,35003230.450281,29.355998,40.662929
2;1784495.729454,35424215.11579,28.335401,40.540876,1784511.557391,35425097.25796,28.335771,40.541689;1196568.104072,35003241.888954,29.356001,40.662937,1196570.938529,35003414.979038,29.356086,40.663113
1;1784512.559254,35425162.807084,28.335788,40.541736,1784528.288117,35425386.270924,28.335783,40.541869;1196571.039927,35003429.842326,29.35609,40.663124,1196573.638002,35003470.113905,29.356091,40.663151
2;1784531.180752,35425409.273422,28.335791,40.541892,1784533.522451,35425449.867881,28.3358,40.541922;1196575.223823,35003481.015087,29.356093,40.66316,1196576.336859,35003498.683883,29.356094,40.663171
0;1784533.935915,35425536.532522,28.335872,40.542027,1784533.935915,35425536.532522,28.335872,40.542027;1196577.31551,35003527.989029,29.356112,40.663202,1196577.31551,35003527.989029,29.356112,40.663202
1;1784534.883491,35425546.355995,28.335875,40.542037,1784568.992258,35426108.231145,28.336052,40.542502;1196577.94998,35003531.872054,29.356112,40.663206,1196584.713019,35003634.991453,29.356157,40.663304
2;1784570.3505,35426148.385686,28.336062,40.542531,1784570.739517,35426312.535626,28.336086,40.542629;1196584.887817,35003646.485399,29.35616,40.663312,1196585.478458,35003687.688653,29.356164,40.663337
1;1784571.293944,35426344.68529,28.336112,40.542667,1784571.668887,35426357.912002,28.336116,40.542678;1196585.713536,35003695.094935,29.356171,40.663347,1196585.750099,35003700.115386,29.356173,40.663351
2;1784572.505997,35426368.473878,28.336126,40.542696,1784577.02163,35426429.553921,28.33614,40.542741;1196586.23118,35003704.979465,29.356175,40.663356,1196587.238144,35003720.770726,29.356178,40.663368
0;1784581.967079,35427177.4615,28.33661,40.543536,1784581.967079,35427177.4615,28.33661,40.543536;1196588.909436,35003875.735053,29.356277,40.663537,1196588.909436,35003875.735053,29.356277,40.663537
2;1784584.349044,35427217.697897,28.33662,40.543566,1784610.801281,35428613.665125,28.337092,40.54472;1196590.042153,35003885.616517,29.35628,40.663545,1196593.577242,35004148.378175,29.356394,40.663788
1;1784612.45277,35428644.729017,28.337109,40.544752,1784616.220364,35428934.944716,28.337255,40.545028;1196593.749545,35004157.752255,29.356399,40.663798,1196595.29775,35004220.712042,29.356431,40.66386
1;1784616.337076,35428978.85622,28.337269,40.545061,1784626.87243,35429175.216167,28.337298,40.545201;1196595.318207,35004231.311359,29.356435,40.663869,1196598.210702,35004277.363046,29.35644,40.663902
1;1784630.633362,35429204.47946,28.337313,40.54523,1784632.201443,35429219.966789,28.337324,40.545249;1196600.513852,35004288.401706,29.356443,40.663912,1196600.948607,35004294.370348,29.356446,40.663918
1;1784632.848822,35429258.918582,28.337339,40.545281,1784633.343519,35429279.873746,28.337345,40.545299;1196601.26132,35004307.689376,29.356449,40.663928,1196601.488548,35004315.715519,29.356452,40.663935
1;1784634.553315,35429300.714652,28.337356,40.545318,1784634.677539,35429330.824281,28.33737,40.545345;1196602.291096,35004321.676221,29.356455,40.663941,1196602.355946,35004328.572268,29.356459,40.663948
0;1784635.443394,35429388.273564,28.337378,40.545381,1784635.443394,35429388.273564,28.337378,40.545381;1196602.773995,35004348.543815,29.35646,40.66396,1196602.773995,35004348.543815,29.35646,40.66396
1;1784635.756933,35429427.33669,28.337391,40.545415,1784641.497238,35429713.325153,28.337572,40.545716;1196602.922375,35004360.434858,29.356464,40.66397,1196604.072588,35004413.15842,29.356507,40.664036
2;1784641.985354,35429764.958373,28.337583,40.545749,1784784.952575,35430627.294197,28.338399,40.547062;1196604.245221,35004431.105882,29.35651,40.664046,1196625.893181,35004592.283454,29.356701,40.664327
2;1784885.452411,35431230.742921,28.338248,40.547376,1784898.590985,35431343.931404,28.338357,40.547555;1196643.61872,35004704.658099,29.356674,40.664386,1196645.938088,35004730.336206,29.356698,40.664426
0;1784923.60353,35431454.399711,28.338349,40.547634,1784923.60353,35431454.399711,28.338349,40.547634;1196652.173893,35004759.811002,29.356696,40.664447,1196652.173893,35004759.811002,29.356696,40.664447
1;1784923.77659,35431481.416201,28.338361,40.547658,1784923.834229,35431521.560065,28.338377,40.547691;1196652.229375,35004765.896469,29.356699,40.664453,1196652.290617,35004780.000644,29.356704,40.664464
1;1784924.825904,35431552.880456,28.338385,40.547714,1784951.873953,35432180.124295,28.338591,40.548235;1196652.571284,35004790.261321,29.356706,40.664471,1196656.413054,35004911.627047,29.356753,40.664581
1;1784952.626848,35432207.560748,28.338604,40.548263,1784971.542778,35432389.450514,28.338662,40.548417;1196656.903262,35004917.197784,29.356756,40.664587,1196659.960869,35004953.523158,29.356771,40.664621
2;1784974.724759,35432448.132536,28.338674,40.548459,1784984.185661,35432925.812969,28.33866,40.548699;1196660.848784,35004974.240029,29.356774,40.664635,1196663.161941,35005067.10709,29.356769,40.664682
0;1785003.565223,35435976.296597,28.340143,40.551398,1785003.565223,35435976.296597,28.340143,40.551398;1196667.449397,35005656.988554,29.357112,40.665265,1196667.449397,35005656.988554,29.357112,40.665265
1;1785005.006928,35436050.591853,28.340163,40.551449,1785034.639184,35436560.786927,28.340129,40.551705;1196667.61925,35005674.316718,29.357118,40.665279,1196671.290743,35005758.796556,29.357113,40.665321
2;1785035.992752,35436611.80661,28.340141,40.551741,1785046.063172,35438615.066078,28.340857,40.5534;1196671.445664,35005770.84701,29.357116,40.66533,1196672.897266,35006142.548051,29.357284,40.665676
2;1785049.122368,35438668.525902,28.340879,40.553447,1785050.791534,35438819.255543,28.340988,40.55362;1196673.777559,35006152.798202,29.35729,40.665687,1196674.575206,35006186.15787,29.357314,40.665725
2;1785052.60573,35438847.224576,28.340998,40.553642,1785071.070294,35439302.283318,28.341061,40.553917;1196675.113971,35006194.937043,29.357316,40.665732,1196677.313907,35006273.45073,29.357342,40.665791
1;1785088.138391,35441338.248886,28.342003,40.555653,1785088.420467,35441368.242494,28.342017,40.555679;1196680.225056,35006644.866919,29.357563,40.666146,1196680.371199,35006653.976279,29.357566,40.666154
0;1785088.632867,35441516.882967,28.342081,40.555825,1785088.632867,35441516.882967,28.342081,40.555825;1196680.572266,35006671.240786,29.357576,40.666173,1196680.572266,35006671.240786,29.357576,40.666173
1;1785088.851728,35441537.252011,28.34209,40.555844,1785112.869136,35442028.698047,28.342287,40.556272;1196680.7266,35006679.115423,29.357578,40.666179,1196684.725884,35006771.49714,29.357625,40.666268
1;1785113.260978,35442060.637071,28.342302,40.5563,1785137.868966,35442489.739093,28.342399,40.556619;1196684.741348,35006780.566698,29.357629,40.666277,1196688.714675,35006857.844802,29.357655,40.666342
1;1785138.246024,35442543.178958,28.34241,40.556657,1785141.190398,35442613.231921,28.342474,40.556747;1196688.880267,35006872.015282,29.357658,40.666352,1196689.788863,35006884.591831,29.357673,40.666371
2;1785144.61849,35442633.193737,28.342476,40.556764,1785144.703461,35442665.830275,28.34249,40.556793;1196691.090178,35006894.085385,29.357673,40.666378,1196691.203356,35006901.684961,29.357677,40.666385
0;1785171.78769,35445000.992515,28.343505,40.558927,1785171.78769,35445000.992515,28.343505,40.558927;1196693.805709,35007307.163699,29.357918,40.66682,1196693.805709,35007307.163699,29.357918,40.66682
1;1785174.768954,35445046.432087,28.343512,40.558957,1785184.450023,35445166.200912,28.343511,40.559032;1196694.306494,35007320.555723,29.357921,40.66683,1196695.807473,35007367.078558,29.357918,40.666855
2;1785184.840617,35445224.156358,28.343518,40.559066,1785185.371222,35445324.329952,28.343561,40.559159;1196695.95755,35007379.303221,29.357921,40.666863,1196696.304045,35007402.38684,29.35793,40.666885
2;1785186.406417,35445369.109031,28.343586,40.559207,1785187.470044,35445380.304212,28.343592,40.55922;1196696.645616,35007418.813397,29.357936,40.6669,1196697.487524,35007422.114353,29.357938,40.666904
1;1785188.271406,35445401.182994,28.3436,40.559239,1785188.450283,35445436.625919,28.343611,40.559268;1196697.67598,35007432.23657,29.35794,40.666911,1196697.731139,35007442.646429,29.357943,40.666919
0;1785189.0624,35445473.481113,28.343624,40.559299,1785189.0624,35445473.481113,28.343624,40.559299;1196698.168839,35007455.432627,29.357945,40.666929,1196698.168839,35007455.432627,29.357945,40.666929
1;1785189.398792,35445502.956017,28.343636,40.559329,1785189.965749,35445513.050248,28.343637,40.559336;1196698.323905,35007464.455161,29.357948,40.666937,1196698.571811,35007467.849925,29.357949,40.66694
1;1785190.281251,35445546.376589,28.343646,40.559357,1785190.530874,35445554.694686,28.343648,40.559365;1196698.769703,35007476.267268,29.357951,40.666945,1196698.889366,35007479.552341,29.357952,40.666948
1;1785191.771975,35445584.13779,28.343651,40.559384,1785192.27317,35445616.315216,28.343664,40.559414;1196700.174276,35007493.952675,29.357952,40.666958,1196700.604325,35007504.7997,29.357955,40.666967
2;1785192.473084,35445632.790362,28.343666,40.559425,1785221.859202,35446056.417758,28.343635,40.559642;1196700.718211,35007514.119638,29.357955,40.666972,1196706.385127,35007597.540154,29.357948,40.667015
0;1785314.18177,35446622.835877,28.343728,40.560076,1785314.18177,35446622.835877,28.343728,40.560076;1196726.594512,35007735.245712,29.357945,40.667105,1196726.594512,35007735.245712,29.357945,40.667105
2;1785314.275753,35446627.707736,28.34373,40.56008,1785351.242506,35448810.768463,28.344207,40.56163;1196726.699368,35007738.64075,29.357946,40.667107,1196730.134992,35008139.686571,29.358059,40.667421
2;1785352.753254,35448825.421098,28.344209,40.561642,1785358.518783,35449413.135573,28.344537,40.562221;1196730.661643,35008145.071659,29.35806,40.667425,1196731.290456,35008242.586341,29.358134,40.667539
2;1785358.964086,35449429.895348,28.344536,40.562229,1785360.033256,35449483.997369,28.344556,40.562275;1196731.730943,35008248.623399,29.358134,40.667543,1196732.032748,35008264.129708,29.358139,40.667556
1;1785360.752513,35449505.789823,28.344563,40.562293,1785361.573576,35449514.351099,28.344565,40.5623;1196732.189885,35008272.343257,29.358141,40.667562,1196732.836946,35008276.95167,29.358142,40.667566
0;1785362.855204,35449530.133042,28.344567,40.56231,1785362.855204,35449530.133042,28.344567,40.56231;1196733.257026,35008286.03185,29.358142,40.667571,1196733.257026,35008286.03185,29.358142,40.667571
1;1785363.696654,35449558.858924,28.344575,40.562332,1785366.998827,35450168.749897,28.344737,40.562791;1196733.526188,35008295.704061,29.358143,40.667577,1196734.444765,35008392.306949,29.358186,40.667667
1;1785367.060667,35450197.067359,28.344749,40.562816,1785367.060667,35450197.067359,28.344749,40.562816;1196734.504081,35008399.971152,29.358189,40.667674,1196734.504081,35008399.971152,29.358189,40.667674
1;1055782.495029,36683367.337811,28.475766,40.585744,1055782.891355,36683429.457758,28.475784,40.58579;1238758.535729,34715082.595837,29.445361,40.626382,1238758.852478,34715098.936941,29.445365,40.626394
2;1055782.988971,36683476.139813,28.475803,40.58583,1055786.990289,36683698.967712,28.475829,40.585976;1238759.07999,34715109.021459,29.44537,40.626404,1238760.652486,34715153.945561,29.445375,40.626436
0;1055814.085008,36684645.076786,28.476459,40.587035,1055814.085008,36684645.076786,28.476459,40.587035;1238765.274305,34715330.616795,29.445522,40.62666,1238765.274305,34715330.616795,29.445522,40.62666
2;1055814.22189,36684650.754519,28.476462,40.58704,1055816.355949,36684820.238898,28.47647,40.587132;1238765.3731,34715333.743779,29.445523,40.626663,1238766.07639,34715372.97061,29.445523,40.626685
2;1055818.342443,36684861.471029,28.476488,40.587168,1055818.700329,36684932.591445,28.476529,40.587235;1238767.348269,34715387.248229,29.445527,40.626696,1238768.204206,34715404.942869,29.445536,40.626713
2;1055818.844848,36684996.151485,28.476544,40.587279,1055819.482178,36685051.708555,28.476559,40.587316;1238768.279976,34715426.11851,29.445538,40.626726,1238768.567967,34715441.700178,29.445542,40.626736
2;1055820.506055,36685078.416151,28.476583,40.587356,1055821.065973,36685092.464761,28.47659,40.587369;1238768.95289,34715453.029667,29.445547,40.626748,1238769.158573,34715457.169878,29.44555,40.626753
0;1055822.125595,36685147.23633,28.476614,40.587419,1055822.125595,36685147.23633,28.476614,40.587419;1238769.325559,34715475.434923,29.445554,40.626767,1238769.325559,34715475.434923,29.445554,40.626767
2;1055822.301437,36685194.853362,28.476629,40.587458,1055831.660132,36685393.819791,28.476744,40.587674;1238769.368197,34715485.953118,29.445558,40.626776,1238771.81925,34715521.395422,29.445584,40.626822
1;1055832.398041,36685428.283169,28.476754,40.587702,1055934.17022,36686513.350536,28.476755,40.588381;1238771.91874,34715530.194019,29.445587,40.626829,1238794.436798,34715724.957443,29.445591,40.626963
2;1055935.513936,36686563.586816,28.476768,40.588421,1055936.752319,36686625.462954,28.476784,40.588467;1238794.723202,34715737.893865,29.445596,40.626973,1238794.982643,34715753.55931,29.4456,40.626987
1;1055940.514557,36686751.314396,28.476804,40.58855,1055976.943067,36686897.130302,28.476769,40.588633;1238795.844105,34715773.822535,29.445606,40.627003,1238804.330663,34715803.983864,29.445599,40.627021
1;1055980.529784,36686954.682225,28.476779,40.58868,1055992.202479,36687041.823579,28.476799,40.588755;1238805.162375,34715819.584089,29.445601,40.627033,1238807.88141,34715837.677635,29.445606,40.62705
0;1056006.39258,36687134.657048,28.476811,40.588827,1056006.39258,36687134.657048,28.476811,40.588827;1238810.334932,34715863.413903,29.445608,40.627068,1238810.334932,34715863.413903,29.445608,40.627068
1;1056006.733416,36687175.284539,28.476822,40.588855,1056007.051221,36687385.91112,28.476925,40.58904;1238810.433564,34715873.314399,29.445612,40.627075,1238810.549926,34715921.137858,29.445635,40.627117
2;1056007.558273,36687414.067745,28.47694,40.589071,1056007.636501,36687464.579294,28.47696,40.589111;1238810.926813,34715931.043256,29.445638,40.627127,1238811.013258,34715946.337705,29.445643,40.627139
1;1056008.891469,36687508.227097,28.476971,40.589144,1056009.289619,36687519.64482,28.476974,40.589154;1238811.987191,34715964.308736,29.445646,40.627151,1238812.255284,34715969.352637,29.445647,40.627155
0;1056009.767601,36687541.257747,28.476988,40.589175,1056009.767601,36687541.257747,28.476988,40.589175;1238812.661231,34715975.490352,29.44565,40.627161,1238812.661231,34715975.490352,29.44565,40.627161
2;1056010.052808,36687568.076995,28.476998,40.589196,1056011.419108,36687610.57792,28.477016,40.589239;1238812.840637,34715982.315656,29.445652,40.627167,1238813.948927,34715996.098843,29.445656,40.627179
2;1056013.329813,36687625.496437,28.477023,40.589258,1056069.877026,36688553.275909,28.477412,40.590067;1238814.749893,34716001.173393,29.445658,40.627185,1238828.751363,34716173.762135,29.445746,40.627355
1;1056105.267504,36688642.729013,28.477386,40.590127,1056107.43736,36688911.269788,28.477532,40.590389;1238836.126823,34716201.161093,29.445739,40.627371,1238836.629245,34716252.309634,29.445773,40.627427
1;1056110.516491,36688952.587685,28.477561,40.59044,1056123.59536,36689045.163113,28.477558,40.590498;1238837.597955,34716262.273873,29.445781,40.627441,1238839.118782,34716276.951314,29.445782,40.627452
0;1056138.562763,36689145.434128,28.477664,40.590649,1056138.562763,36689145.434128,28.477664,40.590649;1238841.531609,34716306.390885,29.445807,40.627488,1238841.531609,34716306.390885,29.445807,40.627488
1;1056138.668014,36689181.667086,28.477671,40.590674,1056152.006656,36689411.340108,28.477706,40.590842;1238841.587969,34716316.665381,29.445808,40.627495,1238844.963541,34716371.64799,29.445814,40.627535
1;1056152.976433,36689438.525402,28.477721,40.590869,1056154.074708,36689462.051827,28.477739,40.590898;1238845.159855,34716377.113173,29.445818,40.627542,1238845.913865,34716383.931991,29.445822,40.62755
2;1056154.284923,36689507.892246,28.477749,40.59093,1056154.83234,36689535.837588,28.477763,40.590957;1238845.996138,34716398.216096,29.445825,40.627559,1238846.63836,34716406.301142,29.445828,40.627567
0;1056157.981994,36689580.248384,28.477777,40.590994,1056157.981994,36689580.248384,28.477777,40.590994;1238848.715606,34716418.274057,29.445832,40.627577,1238848.715606,34716418.274057,29.445832,40.627577
2;1056158.516339,36689586.935424,28.477779,40.590999,1056159.88829,36689629.169094,28.477798,40.591037;1238848.995341,34716420.286838,29.445832,40.62758,1238849.746187,34716430.887694,29.445838,40.62759
2;1056160.046209,36689663.304073,28.47781,40.591065,1056172.836075,36690139.785256,28.478066,40.591528;1238849.777889,34716441.436647,29.44584,40.627598,1238852.12368,34716532.285367,29.4459,40.627697
2;1056191.560037,36690171.536395,28.47806,40.591561,1056193.742244,36690536.227472,28.478041,40.591718;1238856.205111,34716545.710517,29.445898,40.627707,1238856.491109,34716617.925865,29.445894,40.627739
0;1056212.034613,36692304.544657,28.479141,40.593593,1056212.034613,36692304.544657,28.479141,40.593593;1238861.38843,34716932.349161,29.446157,40.628138,1238861.38843,34716932.349161,29.446157,40.628138
1;1056219.100751,36692344.658312,28.479154,40.593631,1056241.401719,36692692.326766,28.479187,40.593858;1238862.807097,34716941.226003,29.44616,40.628147,1238867.181619,34717021.421136,29.446167,40.628199
2;1056242.650546,36692717.746841,28.479198,40.593883,1056247.764767,36692944.910948,28.479321,40.594111;1238867.553522,34717027.425767,29.44617,40.628205,1238869.737149,34717067.059196,29.4462,40.628255
1;1056247.92944,36692952.763997,28.479323,40.594117,1056268.523197,36693328.126796,28.479518,40.594518;1238869.76526,34717070.205765,29.446202,40.628258,1238872.658223,34717140.610322,29.446247,40.628342
1;1056271.556356,36693350.747835,28.479521,40.594537,1056282.515965,36693425.152506,28.479535,40.594605;1238873.170204,34717155.407713,29.446247,40.62835,1238873.936755,34717169.654091,29.446252,40.628365
0;1056283.898895,36693449.827386,28.479543,40.594626,1056283.898895,36693449.827386,28.479543,40.594626;1238874.125527,34717184.583854,29.446253,40.628374,1238874.125527,34717184.583854,29.446253,40.628374
2;1056283.996377,36693455.645033,28.479548,40.594634,1056285.036048,36693505.675197,28.479575,40.594683;1238874.179877,34717187.916758,29.446254,40.628376,1238875.137885,34717203.444292,29.446261,40.628392
2;1056285.226506,36693513.915603,28.479579,40.594691,1056286.046087,36693539.533171,28.479602,40.594728;1238875.156516,34717206.094807,29.446262,40.628395,1238875.627203,34717213.656534,29.446267,40.628404
1;1056286.485271,36693584.94431,28.479616,40.594762,1056295.005378,36693889.815129,28.479895,40.5952;1238875.899022,34717231.205604,29.44627,40.628416,1238877.682359,34717296.503617,29.446333,40.628512
2;1056310.180191,36693997.290647,28.479886,40.595261,1056310.412723,36694014.958585,28.479898,40.595281;1238879.91249,34717327.143268,29.44633,40.628528,1238880.15685,34717332.201031,29.446333,40.628533
0;1056331.829883,36694671.113577,28.480096,40.595792,1056331.829883,36694671.113577,28.480096,40.595792;1238884.274531,34717468.608243,29.446377,40.628644,1238884.274531,34717468.608243,29.446377,40.628644
2;1056331.858841,36694695.281291,28.480112,40.595817,1056336.477509,36694859.845004,28.480112,40.595905;1238884.307635,34717474.141615,29.446381,40.62865,1238884.559061,34717505.496447,29.446382,40.628668
2;1056338.594307,36694886.192748,28.480119,40.595928,1056347.691801,36695185.760734,28.480273,40.596228;1238884.986894,34717509.026902,29.446385,40.628672,1238887.532868,34717567.783732,29.446421,40.628739
1;1056350.992139,36695212.117479,28.480283,40.596253,1056351.240307,36695240.502435,28.480295,40.596279;1238888.644946,34717574.637747,29.446424,40.628745,1238888.716738,34717581.676326,29.446427,40.628753
1;1056351.343946,36695267.392086,28.480302,40.596298,1056352.617939,36695290.308364,28.480317,40.596326;1238888.966461,34717594.130113,29.446428,40.62876,1238890.160564,34717602.073594,29.446431,40.628768
0;1056363.515109,36695607.133257,28.480429,40.596597,1056363.515109,36695607.133257,28.480429,40.596597;1238892.096131,34717666.145687,29.446456,40.628826,1238892.096131,34717666.145687,29.446456,40.628826
2;1056363.999511,36695642.808073,28.480442,40.596627,1056365.512583,36695662.156571,28.48046,40.596657;1238892.181534,34717674.066039,29.44646,40.628834,1238892.82675,34717680.931517,29.446464,40.628842
1;1056365.616956,36695680.669621,28.480467,40.596673,1056366.238144,36695717.90744,28.480479,40.596702;1238892.958057,34717687.425659,29.446466,40.628847,1238893.390344,34717700.285338,29.446468,40.628857
2;1056371.516908,36695775.287518,28.480487,40.596746,1056372.80213,36695792.84378,28.480499,40.596764;1238894.747916,34717716.491205,29.44647,40.628869,1238895.235507,34717723.610505,29.446473,40.628875
0;1056407.816368,36697622.961104,28.481408,40.598521,1056407.816368,36697622.961104,28.481408,40.598521;1238902.312463,34718057.640651,29.446679,40.62924,1238902.312463,34718057.640651,29.446679,40.62924
1;1056408.054355,36697656.756196,28.481423,40.598553,1056408.753604,36697951.977668,28.481552,40.598814;1238902.369694,34718067.027775,29.446682,40.629248,1238902.65571,34718128.566851,29.446712,40.629305
1;1056409.199497,36697999.078659,28.481575,40.598857,1056439.244033,36698276.096441,28.481672,40.599102;1238902.79028,34718138.561514,29.446717,40.629315,1238909.153361,34718191.737924,29.44674,40.629367
2;1056440.229748,36698292.439234,28.481689,40.599128,1056443.922249,36698377.312832,28.481724,40.599205;1238909.389871,34718196.21224,29.446744,40.629374,1238910.2209,34718216.082947,29.446752,40.629391
0;1056447.094547,36698431.692989,28.481739,40.599246,1056447.094547,36698431.692989,28.481739,40.599246;1238910.747561,34718232.224325,29.446755,40.629403,1238910.747561,34718232.224325,29.446755,40.629403
1;1056448.621353,36698482.463768,28.481747,40.599278,1056449.236163,36698513.361989,28.481756,40.599302;1238911.363436,34718245.208855,29.446757,40.629412,1238911.437995,34718261.490225,29.446759,40.629421
1;1056449.399969,36698534.395177,28.481769,40.599324,1056449.540455,36698569.855779,28.481782,40.599354;1238911.563769,34718266.303601,29.446762,40.629427,1238911.714509,34718276.548451,29.446767,40.629437
1;1056449.93134,36698622.181053,28.481792,40.599388,1056450.249069,36698629.414161,28.481796,40.599395;1238911.910976,34718295.844264,29.446769,40.629448,1238911.96803,34718299.50566,29.44677,40.629451
0;1056451.679184,36698653.259983,28.481803,40.599415,1056451.679184,36698653.259983,28.481803,40.599415;1238913.294068,34718308.742657,29.446771,40.629459,1238913.294068,34718308.742657,29.446771,40.629459
2;1056451.920741,36698686.691317,28.481812,40.599438,1056482.659051,36699923.553804,28.482482,40.600681;1238913.863677,34718317.386084,29.446773,40.629465,1238919.038426,34718534.075069,29.446928,40.629721
1;1056483.979886,36699969.602211,28.482505,40.600726,1056486.183424,36700208.298597,28.482687,40.601019;1238919.381553,34718544.770995,29.446934,40.629733,1238919.679257,34718591.819139,29.446976,40.629799
2;1056486.663439,36700246.62193,28.482701,40.60105,1056486.976412,36700286.494596,28.482714,40.601082;1238919.712057,34718602.118655,29.44698,40.629807,1238919.722704,34718612.325223,29.446984,40.629816
1;1056488.127669,36700325.205226,28.482723,40.601109,1056502.950183,36700504.455314,28.482721,40.601216;1238920.727899,34718625.270374,29.446985,40.629825,1238922.2475,34718657.896762,29.446988,40.629846
0;1056506.246531,36700691.17647,28.482799,40.601367,1056506.246531,36700691.17647,28.482799,40.601367;1238922.928094,34718709.051209,29.447005,40.629885,1238922.928094,34718709.051209,29.447005,40.629885
2;1056506.721533,36700723.698575,28.482813,40.601395,1056582.970185,36702113.059086,28.483259,40.602586;1238923.197579,34718721.294844,29.447008,40.629894,1238940.00923,34718984.104023,29.44711,40.63014
2;1056589.179277,36702133.199542,28.483267,40.602609,1056622.601981,36702655.798888,28.483315,40.602966;1238941.681163,34718990.233671,29.447112,40.630147,1238948.932692,34719086.912308,29.447126,40.630221
1;1056623.190659,36702709.09985,28.483326,40.603001,1056630.242391,36703541.920601,28.483812,40.603865;1238949.088212,34719101.629003,29.447128,40.63023,1238950.442523,34719259.951778,29.447237,40.630413
1;1056630.606608,36703580.454898,28.483821,40.603894,1056630.993453,36703590.272441,28.483826,40.603904;1238950.507207,34719269.375466,29.44724,40.63042,1238950.676443,34719273.737854,29.447241,40.630424
0;1056634.505458,36703629.034249,28.483841,40.603939,1056634.505458,36703629.034249,28.483841,40.603939;1238951.888102,34719284.688728,29.447245,40.630434,1238951.888102,34719284.688728,29.447245,40.630434
2;1056635.088243,36703667.225056,28.48385,40.603966,1056670.813781,36705273.709279,28.484323,40.605231;1238952.189842,34719294.844709,29.447247,40.630442,1238959.973587,34719592.461619,29.447363,40.630705
1;1056672.527331,36705300.241206,28.48433,40.605255,1056677.038926,36705588.237363,28.484419,40.605488;1238960.343762,34719598.922904,29.447366,40.630711,1238961.247698,34719650.834758,29.447388,40.630759
1;1056680.062056,36705657.219543,28.484449,40.605552,1056686.255026,36705697.078283,28.484483,40.605604;1238963.470176,34719668.190735,29.447394,40.630776,1238965.857393,34719677.810628,29.4474,40.630789
0;1056690.949752,36705852.464469,28.484529,40.605713,1056690.949752,36705852.464469,28.484529,40.605713;1238967.467728,34719713.285325,29.447408,40.630814,1238967.467728,34719713.285325,29.447408,40.630814
1;1056692.541561,36705863.106844,28.484533,40.605722,1056714.401667,36706387.250969,28.484638,40.606101;1238967.910059,34719717.718103,29.447409,40.630817,1238971.918642,34719801.075732,29.447437,40.63089
1;1056714.630805,36706416.351333,28.48465,40.606126,1056723.25462,36706572.448332,28.48467,40.606238;1238972.04796,34719809.06932,29.447441,40.630898,1238973.133014,34719842.391789,29.447446,40.630922
2;1056723.786038,36706601.580971,28.484674,40.606257,1056726.01332,36706731.763922,28.484752,40.606391;1238973.307605,34719854.950577,29.447447,40.63093,1238973.83505,34719882.53104,29.447463,40.630959
2;1056729.199858,36706765.451914,28.48476,40.606418,1056729.199858,36706765.451914,28.48476,40.606418;1238974.857553,34719904.655382,29.447463,40.630972,1238974.857553,34719904.655382,29.447463,40.630972
1;849878.999012,37519107.718831,28.331494,40.90676,849885.868655,37519432.230374,28.331624,40.907049;844134.54059,37542774.044169,28.329714,40.910092,844136.049999,37542830.124875,28.329748,40.91015
