Start_time;End_time;C1;C2;C3;C4;C5
2025-05-15 15:33:37.698134;2025-05-15 15:33:39.551651;340291.44569,24445022.807051,32.555603,36.045598;830189.094421,35138641.537317,29.785196,40.8185;410600.430972,24422898.70145,33.004304,36.448612;932501.593932,33477969.25479,30.677125,40.784574;824564.718157,37441508.533006,29.93748,42.34106
2025-05-15 15:33:39.552646;2025-05-15 15:33:40.041796;340291.468973,24445032.92609,32.555603,36.045606;830189.186116,35138679.487786,29.7852,40.818526;410600.574847,24422961.645656,33.004304,36.448659;932501.815207,33478045.969386,30.677132,40.784626;824564.728021,37441523.953792,29.937482,42.34107
2025-05-15 15:33:40.041796;2025-05-15 15:33:40.483065;340292.914569,24445043.303993,32.555604,36.045618;830192.115817,35138721.114695,29.785212,40.818571;410603.883147,24423032.211791,33.004313,36.448739;932505.393024,33478135.703446,30.677152,40.784719;824566.388451,37441546.152351,29.937484,42.341089
2025-05-15 15:33:40.485028;2025-05-15 15:33:40.951307;340293.051752,24445059.092904,32.555608,36.045633;830192.942507,35138787.81439,29.785238,40.818631;410605.20973,24423140.974635,33.004339,36.448844;932507.057285,33478276.15522,30.677194,40.78484;824566.839578,37441574.457322,29.937492,42.341112
2025-05-15 15:33:40.952302;2025-05-15 15:33:41.536136;340294.356808,24445086.216386,32.555609,36.045654;830194.829195,35138898.282594,29.785265,40.818715;410607.529637,24423327.84081,33.00436,36.448996;932509.472484,33478510.205257,30.677241,40.785015;824568.081186,37441626.823094,29.9375,42.341147
2025-05-15 15:33:41.537134;2025-05-15 15:33:42.073397;340294.50658,24445114.902488,32.555614,36.04568;830195.677225,35139002.386972,29.785302,40.818811;410609.09005,24423494.378906,33.004396,36.449162;932511.486425,33478711.626709,30.677304,40.785204;824568.548464,37441671.551158,29.937512,42.341183
2025-05-15 15:33:42.074392;2025-05-15 15:33:43.050386;340294.520867,24445126.190455,32.555619,36.045691;830195.910313,35139066.136193,29.785327,40.818866;410609.573305,24423608.722675,33.004424,36.449264;932512.21753,33478858.973222,30.677347,40.785323;824568.715308,37441699.621402,29.937521,42.341204
2025-05-15 15:33:43.051383;2025-05-15 15:33:44.101091;340294.752466,24445149.236046,32.555621,36.045713;830196.503483,35139154.646802,29.785349,40.818944;410610.323276,24423751.452772,33.004437,36.449401;932513.056537,33479035.681687,30.67738,40.785478;824568.893199,37441731.325359,29.937528,42.341232
2025-05-15 15:33:44.101091;2025-05-15 15:33:45.186558;340295.234988,24445173.717746,32.555626,36.045733;830198.371441,35139261.501469,29.785375,40.819024;410613.673722,24423929.360564,33.004456,36.449544;932517.169583,33479256.346789,30.677422,40.785641;824569.432537,37441778.861146,29.937536,42.341264
2025-05-15 15:33:45.187589;2025-05-15 15:33:46.250995;340298.51165,24445221.368541,32.555621,36.045768;830201.145556,35139368.544363,29.785403,40.819115;410616.29174,24424095.306145,33.004481,36.4497;932519.199463,33479471.036577,30.677471,40.785822;824571.63087,37441837.111394,29.937542,42.341304
2025-05-15 15:33:46.251992;2025-05-15 15:33:47.293213;340299.018275,24445243.292604,32.555627,36.04579;830202.054417,35139464.654177,29.785434,40.8192;410618.022919,24424259.60933,33.004507,36.449852;932521.576713,33479687.564584,30.677517,40.785999;824573.374717,37441900.456866,29.937551,42.341346
2025-05-15 15:33:47.293213;2025-05-15 15:33:48.348404;340299.893262,24445263.711688,32.555624,36.045803;830204.529327,35139526.520373,29.785436,40.819238;410621.731127,24424365.350667,33.004497,36.449923;932525.911616,33479820.319466,30.677518,40.786079;824574.766312,37441936.205323,29.937549,42.341365
2025-05-15 15:33:48.349407;2025-05-15 15:33:49.408678;340300.417019,24445283.078398,32.555638,36.045832;830209.40499,35139618.460563,29.785502,40.819361;410629.986128,24424514.11628,33.004578,36.450132;932536.486255,33480015.149242,30.67763,40.786324;824575.857729,37441973.309169,29.937574,42.34141
2025-05-15 15:33:49.409675;2025-05-15 15:33:50.464087;340300.632981,24445309.835242,32.55564,36.045851;830211.597032,35139728.52272,29.785522,40.819435;410633.880732,24424695.142806,33.004587,36.450266;932541.756713,33480246.944191,30.677657,40.786476;824576.517216,37442017.102826,29.937578,42.341436
2025-05-15 15:33:50.465084;2025-05-15 15:33:51.506338;340301.330412,24445333.654914,32.555643,36.045872;830212.935717,35139834.194541,29.785548,40.819519;410635.683824,24424872.711172,33.004606,36.450416;932543.607486,33480476.01172,30.677697,40.78665;824577.52151,37442065.919589,29.937586,42.341471
2025-05-15 15:33:51.507353;2025-05-15 15:33:52.581657;340301.444901,24445349.280563,32.555652,36.045889;830213.097565,35139908.701313,29.785588,40.81959;410635.927729,24425000.042986,33.004653,36.45054;932543.916948,33480639.898093,30.677762,40.786792;824577.639045,37442097.954657,29.9376,42.341498
2025-05-15 15:33:52.582655;2025-05-15 15:33:53.648577;340302.385708,24445359.361054,32.555654,36.0459;830215.768383,35139945.450658,29.785601,40.819624;410640.006564,24425060.565286,33.004664,36.450598;932548.612448,33480717.663782,30.677782,40.786859;824579.031382,37442115.479379,29.937604,42.341513
2025-05-15 15:33:53.648577;2025-05-15 15:33:54.705959;340302.75705,24445388.215106,32.555661,36.045926;830217.384048,35140095.643419,29.785642,40.819743;410642.297976,24425309.426346,33.0047,36.450809;932551.348592,33481041.269367,30.677847,40.787107;824579.710136,37442177.909763,29.937618,42.341559
2025-05-15 15:33:54.706957;2025-05-15 15:33:55.772291;340304.017029,24445397.03439,32.555667,36.045937;830220.330451,35140142.011265,29.785668,40.819787;410646.653505,24425396.31269,33.004729,36.45089;932556.683269,33481150.521038,30.677891,40.787201;824581.520099,37442198.210161,29.937627,42.341577
2025-05-15 15:33:55.772291;2025-05-15 15:33:56.818307;340304.64658,24445420.807715,32.555671,36.045958;830220.968438,35140251.746121,29.7857,40.819879;410647.386634,24425580.81854,33.004757,36.451055;932557.768727,33481382.102096,30.677944,40.787391;824582.263742,37442237.118246,29.937638,42.341609
2025-05-15 15:33:56.819304;2025-05-15 15:33:57.891517;340305.133384,24445434.136272,32.555674,36.04597;830223.205969,35140314.903372,29.785718,40.819929;410651.643853,24425691.618859,33.004767,36.451145;932562.660587,33481523.625992,30.677968,40.787496;824583.220162,37442263.216087,29.937644,42.341629
2025-05-15 15:33:57.891517;2025-05-15 15:33:58.966638;340305.223569,24445450.157039,32.555679,36.045985;830223.911657,35140389.946676,29.785748,40.819994;410652.925718,24425818.236397,33.004797,36.45126;932564.206477,33481685.891732,30.678016,40.787629;824583.502629,37442291.589204,29.937653,42.341652
