Estimulo;C2;C3;C4
0;10779483.373763,360684018.48174,27.278755,124.857643,10779483.373763,360684018.48174,27.278755,124.857643;14964652.519875,407572650.673861,27.151935,133.118952,14964652.519875,407572650.673861,27.151935,133.118952;16667732.30621,365539865.262687,26.703195,125.614534,16667732.30621,365539865.262687,26.703195,125.614534
0;10779494.134913,360684454.872251,27.278752,124.857715,10779494.134913,360684454.872251,27.278752,124.857715;14964721.865744,407573824.361885,27.151962,133.119215,14964721.865744,407573824.361885,27.151962,133.119215;16667735.781478,365539920.126147,26.703197,125.614549,16667735.781478,365539920.126147,26.703197,125.614549
0;10779546.227175,360686870.289428,27.278715,124.858059,10779546.227175,360686870.289428,27.278715,124.858059;14965771.269155,407588715.550872,27.151825,133.121293,14965771.269155,407588715.550872,27.151825,133.121293;16667797.419375,365542003.596868,26.703199,125.614912,16667797.419375,365542003.596868,26.703199,125.614912
0;10779591.876215,360687319.378922,27.278724,124.85817,10779591.876215,360687319.378922,27.278724,124.85817;14965900.531893,407590980.702808,27.151829,133.121711,14965900.531893,407590980.702808,27.151829,133.121711;16667912.522011,365544118.577849,26.703172,125.615211,16667912.522011,365544118.577849,26.703172,125.615211
0;10779699.084297,360688662.355722,27.278702,124.858372,10779699.084297,360688662.355722,27.278702,124.858372;14965970.487976,407591585.800604,27.15183,133.121828,14965970.487976,407591585.800604,27.15183,133.121828;16667939.98338,365544706.131428,26.703212,125.615413,16667939.98338,365544706.131428,26.703212,125.615413
0;10779817.388747,360689772.498224,27.278696,124.858553,10779817.388747,360689772.498224,27.278696,124.858553;14966503.913914,407594717.979763,27.151791,133.122335,14966503.913914,407594717.979763,27.151791,133.122335;16668000.345698,365545249.829557,26.703204,125.615494,16668000.345698,365545249.829557,26.703204,125.615494
0;10779855.094929,360690172.18697,27.278691,124.858613,10779855.094929,360690172.18697,27.278691,124.858613;14966743.860848,407598680.351013,27.151711,133.122854,14966743.860848,407598680.351013,27.151711,133.122854;16668222.379596,365546378.834477,26.703178,125.615675,16668222.379596,365546378.834477,26.703178,125.615675
0;10779855.366422,360690175.152019,27.278691,124.858614,10779855.366422,360690175.152019,27.278691,124.858614;14966744.043025,407598685.317672,27.151711,133.122855,14966744.043025,407598685.317672,27.151711,133.122855;16668222.529519,365546387.004703,26.703178,125.615677,16668222.529519,365546387.004703,26.703178,125.615677
0;10779855.480969,360690178.111719,27.278691,124.858615,10779855.480969,360690178.111719,27.278691,124.858615;14966744.088098,407598690.552883,27.151711,133.122856,14966744.088098,407598690.552883,27.151711,133.122856;16668222.637344,365546390.896516,26.703178,125.615678,16668222.637344,365546390.896516,26.703178,125.615678
0;10779855.529942,360690180.572867,27.278691,124.858616,10779855.529942,360690180.572867,27.278691,124.858616;14966744.13131,407598695.016407,27.151711,133.122857,14966744.13131,407598695.016407,27.151711,133.122857;16668222.697451,365546393.833005,26.703179,125.615679,16668222.697451,365546393.833005,26.703179,125.615679
0;10779855.626984,360690182.959719,27.278691,124.858616,10779855.626984,360690182.959719,27.278691,124.858616;14966744.206031,407598695.409205,27.151711,133.122857,14966744.206031,407598695.409205,27.151711,133.122857;16668222.76378,365546398.196994,26.703179,125.61568,16668222.76378,365546398.196994,26.703179,125.61568
0;10779855.732919,360690187.094989,27.278691,124.858617,10779855.732919,360690187.094989,27.278691,124.858617;14966744.206032,407598695.409301,27.151711,133.122857,14966744.206032,407598695.409301,27.151711,133.122857;16668222.909025,365546402.127932,26.703179,125.615681,16668222.909025,365546402.127932,26.703179,125.615681
0;10779856.911346,360690201.571527,27.278692,124.858621,10779856.911346,360690201.571527,27.278692,124.858621;14966744.206032,407598695.409355,27.151711,133.122857,14966744.206032,407598695.409355,27.151711,133.122857;16668222.931109,365546416.040546,26.70318,125.615684,16668222.931109,365546416.040546,26.70318,125.615684
0;10779857.501334,360690206.279308,27.278692,124.858622,10779857.501334,360690206.279308,27.278692,124.858622;14966744.206033,407598695.409419,27.151711,133.122857,14966744.206033,407598695.409419,27.151711,133.122857;16668223.000471,365546420.035443,26.70318,125.615685,16668223.000471,365546420.035443,26.70318,125.615685
0;10779857.712601,360690213.290659,27.278692,124.858624,10779857.712601,360690213.290659,27.278692,124.858624;14966744.206033,407598695.409465,27.151711,133.122857,14966744.206033,407598695.409465,27.151711,133.122857;16668223.018655,365546425.679111,26.703181,125.615688,16668223.018655,365546425.679111,26.703181,125.615688
0;10779859.467074,360690235.696913,27.278692,124.858628,10779859.467074,360690235.696913,27.278692,124.858628;14966744.206034,407598695.409543,27.151711,133.122857,14966744.206034,407598695.409543,27.151711,133.122857;16668223.41854,365546434.229358,26.703181,125.61569,16668223.41854,365546434.229358,26.703181,125.61569
0;10779859.511558,360690247.750346,27.278693,124.858631,10779859.511558,360690247.750346,27.278693,124.858631;14966744.206035,407598695.409598,27.151711,133.122857,14966744.206035,407598695.409598,27.151711,133.122857;16668223.460259,365546441.654458,26.703181,125.615692,16668223.460259,365546441.654458,26.703181,125.615692
0;10780325.798457,360700445.409846,27.279231,124.862384,10780325.798457,360700445.409846,27.279231,124.862384;14966744.206037,407598695.409649,27.151711,133.122857,14966744.206037,407598695.409649,27.151711,133.122857;16668223.952248,365546448.524748,26.703182,125.615693,16668223.952248,365546448.524748,26.703182,125.615693
0;10780860.546412,360814506.397822,27.278091,124.877847,10780860.546412,360814506.397822,27.278091,124.877847;14966744.206037,407598695.409746,27.151711,133.122857,14966744.206037,407598695.409746,27.151711,133.122857;16668224.390945,365546454.384558,26.703182,125.615695,16668224.390945,365546454.384558,26.703182,125.615695
0;10780860.547447,360814506.399413,27.278091,124.877847,10780860.547447,360814506.399413,27.278091,124.877847;14966744.206037,407598695.409906,27.151711,133.122857,14966744.206037,407598695.409906,27.151711,133.122857;16668224.433974,365546459.295572,26.703182,125.615697,16668224.433974,365546459.295572,26.703182,125.615697
0;10782399.837822,360983476.038573,27.277893,124.906056,10782399.837822,360983476.038573,27.277893,124.906056;14966744.206039,407598695.409974,27.151711,133.122857,14966744.206039,407598695.409974,27.151711,133.122857;16668233.830657,365546696.054065,26.703201,125.615778,16668233.830657,365546696.054065,26.703201,125.615778
0;10783826.025615,361052134.027831,27.27917,124.920939,10783826.025615,361052134.027831,27.27917,124.920939;14966744.20604,407598695.409999,27.151711,133.122857,14966744.20604,407598695.409999,27.151711,133.122857;16668568.272072,365556046.892062,26.703067,125.617026,16668568.272072,365556046.892062,26.703067,125.617026
0;10784025.286638,361052590.554703,27.279155,124.921033,10784025.286638,361052590.554703,27.279155,124.921033;14966744.20604,407598695.410063,27.151711,133.122857,14966744.20604,407598695.410063,27.151711,133.122857;16668569.149372,365556078.42369,26.703067,125.61703,16668569.149372,365556078.42369,26.703067,125.61703
0;10784025.286639,361052590.554759,27.279155,124.921033,10784025.286639,361052590.554759,27.279155,124.921033;14966744.206041,407598695.410106,27.151711,133.122857,14966744.206041,407598695.410106,27.151711,133.122857;16668570.596197,365556103.461544,26.703067,125.617035,16668570.596197,365556103.461544,26.703067,125.617035
0;10784025.28664,361052590.554817,27.279155,124.921033,10784025.28664,361052590.554817,27.279155,124.921033;14966744.206042,407598695.410166,27.151711,133.122857,14966744.206042,407598695.410166,27.151711,133.122857;16668570.885916,365556115.985898,26.703067,125.617037,16668570.885916,365556115.985898,26.703067,125.617037
0;10784025.286641,361052590.554893,27.279155,124.921033,10784025.286641,361052590.554893,27.279155,124.921033;14966744.206043,407598695.410245,27.151711,133.122857,14966744.206043,407598695.410245,27.151711,133.122857;16668573.073924,365556121.942737,26.703067,125.617039,16668573.073924,365556121.942737,26.703067,125.617039
0;10788078.808857,361137644.787803,27.280533,124.939102,10788078.808857,361137644.787803,27.280533,124.939102;14966744.206044,407598695.410298,27.151711,133.122857,14966744.206044,407598695.410298,27.151711,133.122857;16668573.725642,365556127.875102,26.703068,125.61704,16668573.725642,365556127.875102,26.703068,125.61704
0;10796089.228901,361325280.149131,27.279079,124.969048,10796089.228901,361325280.149131,27.279079,124.969048;14966744.206045,407598695.410321,27.151711,133.122857,14966744.206045,407598695.410321,27.151711,133.122857;16671055.152343,365589636.420943,26.702497,125.621669,16671055.152343,365589636.420943,26.702497,125.621669
0;10796194.328839,361325619.740604,27.279075,124.969119,10796194.328839,361325619.740604,27.279075,124.969119;14966744.206045,407598695.410375,27.151711,133.122857,14966744.206045,407598695.410375,27.151711,133.122857;16671180.379985,365592025.998756,26.70247,125.622019,16671180.379985,365592025.998756,26.70247,125.622019
0;10796215.90875,361326253.288217,27.279257,124.96973,10796215.90875,361326253.288217,27.279257,124.96973;14966744.206046,407598695.410412,27.151711,133.122857,14966744.206046,407598695.410412,27.151711,133.122857;16671253.223963,365593335.1384,26.702467,125.622231,16671253.223963,365593335.1384,26.702467,125.622231
0;10796322.952355,361327270.822981,27.279253,124.969901,10796322.952355,361327270.822981,27.279253,124.969901;14966799.887135,407599228.738454,27.151708,133.122939,14966799.887135,407599228.738454,27.151708,133.122939;16671253.968578,365593351.368965,26.702468,125.622236,16671253.968578,365593351.368965,26.702468,125.622236
0;10796324.398159,361327275.544312,27.279253,124.969902,10796324.398159,361327275.544312,27.279253,124.969902;14966813.795308,407599251.472761,27.151707,133.122945,14966813.795308,407599251.472761,27.151707,133.122945;16671254.116447,365593357.384091,26.702468,125.622238,16671254.116447,365593357.384091,26.702468,125.622238
0;10796324.521377,361327282.724608,27.279253,124.969903,10796324.521377,361327282.724608,27.279253,124.969903;14966813.868858,407599259.008935,27.151707,133.122946,14966813.868858,407599259.008935,27.151707,133.122946;16671254.274008,365593380.199787,26.70247,125.622245,16671254.274008,365593380.199787,26.70247,125.622245
0;10796324.60277,361327287.494699,27.279253,124.969905,10796324.60277,361327287.494699,27.279253,124.969905;14966813.940539,407599264.180024,27.151707,133.122947,14966813.940539,407599264.180024,27.151707,133.122947;16671254.347987,365593389.498286,26.702471,125.622249,16671254.347987,365593389.498286,26.702471,125.622249
0;10796325.028229,361327291.729841,27.279253,124.969906,10796325.028229,361327291.729841,27.279253,124.969906;14966814.443303,407599268.613328,27.151707,133.122949,14966814.443303,407599268.613328,27.151707,133.122949;16671254.53446,365593411.600191,26.702473,125.622258,16671254.53446,365593411.600191,26.702473,125.622258
0;10796325.600785,361327299.00562,27.279253,124.969907,10796325.600785,361327299.00562,27.279253,124.969907;14966815.111871,407599275.947339,27.151707,133.12295,14966815.111871,407599275.947339,27.151707,133.12295;16671255.404727,365593424.03006,26.702474,125.622261,16671255.404727,365593424.03006,26.702474,125.622261
0;10796325.789761,361327307.216881,27.279254,124.969909,10796325.789761,361327307.216881,27.279254,124.969909;14966815.417057,407599284.101706,27.151708,133.122952,14966815.417057,407599284.101706,27.151708,133.122952;16671259.092718,365593452.50245,26.702475,125.62227,16671259.092718,365593452.50245,26.702475,125.62227
0;10796327.895121,361327328.26375,27.279254,124.969914,10796327.895121,361327328.26375,27.279254,124.969914;14966817.206908,407599307.520307,27.151708,133.122957,14966817.206908,407599307.520307,27.151708,133.122957;16671614.486513,365596583.447136,26.702469,125.62282,16671614.486513,365596583.447136,26.702469,125.62282
0;10796355.740122,361327675.351089,27.279253,124.96997,10796355.740122,361327675.351089,27.279253,124.96997;14966838.593937,407600197.003463,27.151699,133.123079,14966838.593937,407600197.003463,27.151699,133.123079;16672304.831654,365601567.891418,26.702435,125.623614,16672304.831654,365601567.891418,26.702435,125.623614
0;10796363.030073,361327749.500569,27.279253,124.969983,10796363.030073,361327749.500569,27.279253,124.969983;14966846.145378,407600483.447094,27.151697,133.123121,14966846.145378,407600483.447094,27.151697,133.123121;16672339.396199,365603284.313946,26.702413,125.623841,16672339.396199,365603284.313946,26.702413,125.623841
0;10796364.70033,361327756.514273,27.279253,124.969985,10796364.70033,361327756.514273,27.279253,124.969985;14966846.567474,407600494.693658,27.151697,133.123123,14966846.567474,407600494.693658,27.151697,133.123123;16672341.902687,365603326.661021,26.702413,125.623847,16672341.902687,365603326.661021,26.702413,125.623847
0;10796364.748821,361327761.120319,27.279253,124.969986,10796364.748821,361327761.120319,27.279253,124.969986;14966846.597297,407600498.952785,27.151698,133.123124,14966846.597297,407600498.952785,27.151698,133.123124;16672349.385832,365603412.560546,26.702415,125.623865,16672349.385832,365603412.560546,26.702415,125.623865
0;10796365.440935,361327786.316663,27.279253,124.96999,10796365.440935,361327786.316663,27.279253,124.96999;14966847.767392,407600521.467777,27.151697,133.123127,14966847.767392,407600521.467777,27.151697,133.123127;16672574.882028,365606794.984668,26.70269,125.625231,16672574.882028,365606794.984668,26.70269,125.625231
0;10796365.889071,361327793.861005,27.279253,124.969992,10796365.889071,361327793.861005,27.279253,124.969992;14966848.437395,407600533.44598,27.151697,133.123129,14966848.437395,407600533.44598,27.151697,133.123129;16673215.199518,365618114.493709,26.703358,125.628995,16673215.199518,365618114.493709,26.703358,125.628995
0;10796426.413702,361331019.904745,27.279224,124.970458,10796426.413702,361331019.904745,27.279224,124.970458;14966887.684394,407602694.105869,27.151684,133.12343,14966887.684394,407602694.105869,27.151684,133.12343;16673249.52022,365623413.065578,26.703791,125.630893,16673249.52022,365623413.065578,26.703791,125.630893
0;10796432.425534,361332970.589854,27.279188,124.970707,10796432.425534,361332970.589854,27.279188,124.970707;14966900.823925,407604177.130794,27.151664,133.123615,14966900.823925,407604177.130794,27.151664,133.123615;16673258.356771,365625439.892221,26.703757,125.631153,16673258.356771,365625439.892221,26.703757,125.631153
0;10796434.284848,361332994.40464,27.279188,124.970711,10796434.284848,361332994.40464,27.279188,124.970711;14966902.531468,407604199.951243,27.151664,133.123619,14966902.531468,407604199.951243,27.151664,133.123619;16673259.763193,365625458.20325,26.703758,125.631156,16673259.763193,365625458.20325,26.703758,125.631156
0;10796442.181768,361333104.984771,27.279189,124.970733,10796442.181768,361333104.984771,27.279189,124.970733;14966911.793443,407604626.388337,27.151665,133.123691,14966911.793443,407604626.388337,27.151665,133.123691;16673267.565718,365625781.140356,26.70376,125.631215,16673267.565718,365625781.140356,26.70376,125.631215
0;10796442.589688,361333131.09754,27.279189,124.970737,10796442.589688,361333131.09754,27.279189,124.970737;14966913.350026,407604712.846196,27.151665,133.123704,14966913.350026,407604712.846196,27.151665,133.123704;16673269.433125,365625804.921385,26.70376,125.63122,16673269.433125,365625804.921385,26.70376,125.63122
0;10796443.236931,361333137.704778,27.279189,124.970739,10796443.236931,361333137.704778,27.279189,124.970739;14966913.935395,407604720.155253,27.151665,133.123705,14966913.935395,407604720.155253,27.151665,133.123705;16673269.999752,365625817.949344,26.703761,125.631225,16673269.999752,365625817.949344,26.703761,125.631225
0;10796443.664564,361333142.73126,27.27919,124.970741,10796443.664564,361333142.73126,27.27919,124.970741;14966914.423397,407604724.604412,27.151665,133.123707,14966914.423397,407604724.604412,27.151665,133.123707;16673270.436755,365625826.433956,26.703762,125.631228,16673270.436755,365625826.433956,26.703762,125.631228
0;10796443.881822,361333146.281837,27.27919,124.970742,10796443.881822,361333146.281837,27.27919,124.970742;14966914.564171,407604728.089683,27.151666,133.123708,14966914.564171,407604728.089683,27.151666,133.123708;16673270.584035,365625836.075323,26.703763,125.631232,16673270.584035,365625836.075323,26.703763,125.631232
0;10796443.973691,361333150.186625,27.27919,124.970743,10796443.973691,361333150.186625,27.27919,124.970743;14966914.681952,407604731.805026,27.151666,133.123709,14966914.681952,407604731.805026,27.151666,133.123709;16673270.699265,365625844.411962,26.703764,125.631236,16673270.699265,365625844.411962,26.703764,125.631236
0;10796444.232608,361333154.664561,27.27919,124.970744,10796444.232608,361333154.664561,27.27919,124.970744;14966914.941106,407604736.4211,27.151666,133.12371,14966914.941106,407604736.4211,27.151666,133.12371;16673270.946894,365625851.679852,26.703765,125.631238,16673270.946894,365625851.679852,26.703765,125.631238
0;10796444.28532,361333158.067425,27.27919,124.970745,10796444.28532,361333158.067425,27.27919,124.970745;14966914.986041,407604739.471906,27.151666,133.12371,14966914.986041,407604739.471906,27.151666,133.12371;16673271.163633,365625863.362055,26.703766,125.631243,16673271.163633,365625863.362055,26.703766,125.631243
0;10796447.113089,361333167.346749,27.27919,124.970747,10796447.113089,361333167.346749,27.27919,124.970747;14966918.060299,407604749.765459,27.151666,133.123712,14966918.060299,407604749.765459,27.151666,133.123712;16673273.657664,365625880.441913,26.703767,125.631247,16673273.657664,365625880.441913,26.703767,125.631247
0;10796447.235308,361333176.072636,27.279191,124.970749,10796447.235308,361333176.072636,27.279191,124.970749;14966918.154916,407604758.121204,27.151666,133.123714,14966918.154916,407604758.121204,27.151666,133.123714;16673273.780107,365625899.337425,26.703768,125.631253,16673273.780107,365625899.337425,26.703768,125.631253
0;10796447.272543,361333178.519267,27.279191,124.97075,10796447.272543,361333178.519267,27.279191,124.97075;14966918.22353,407604760.343842,27.151666,133.123715,14966918.22353,407604760.343842,27.151666,133.123715;16673273.860741,365625913.526619,26.703768,125.631256,16673273.860741,365625913.526619,26.703768,125.631256
0;10796447.415912,361333183.480121,27.279191,124.970751,10796447.415912,361333183.480121,27.279191,124.970751;14966918.338419,407604765.185703,27.151666,133.123716,14966918.338419,407604765.185703,27.151666,133.123716;16673273.937708,365625922.559495,26.703769,125.631259,16673273.937708,365625922.559495,26.703769,125.631259
0;10796447.48362,361333191.816937,27.279191,124.970752,10796447.48362,361333191.816937,27.279191,124.970752;14966918.417887,407604772.986045,27.151666,133.123717,14966918.417887,407604772.986045,27.151666,133.123717;16673274.027454,365625951.267108,26.70377,125.631266,16673274.027454,365625951.267108,26.70377,125.631266
0;10796447.522972,361333192.852449,27.279191,124.970753,10796447.522972,361333192.852449,27.279191,124.970753;14966918.450157,407604774.128496,27.151667,133.123718,14966918.450157,407604774.128496,27.151667,133.123718;16673274.078905,365625957.134679,26.703772,125.63127,16673274.078905,365625957.134679,26.703772,125.63127
0;10796447.767097,361333196.858569,27.279192,124.970754,10796447.767097,361333196.858569,27.279192,124.970754;14966918.767292,407604777.326394,27.151667,133.123719,14966918.767292,407604777.326394,27.151667,133.123719;16673274.384887,365625963.300064,26.703772,125.631272,16673274.384887,365625963.300064,26.703772,125.631272
0;10796448.114099,361333203.493444,27.279192,124.970756,10796448.114099,361333203.493444,27.279192,124.970756;14966919.226512,407604784.008409,27.151667,133.12372,14966919.226512,407604784.008409,27.151667,133.12372;16673274.589816,365625974.179778,26.703773,125.631275,16673274.589816,365625974.179778,26.703773,125.631275
0;10796448.166171,361333211.040665,27.279192,124.970757,10796448.166171,361333211.040665,27.279192,124.970757;14966919.308766,407604791.466328,27.151667,133.123721,14966919.308766,407604791.466328,27.151667,133.123721;16673274.875829,365625987.191655,26.703773,125.631278,16673274.875829,365625987.191655,26.703773,125.631278
0;10796448.855019,361333237.964025,27.279202,124.970784,10796448.855019,361333237.964025,27.279202,124.970784;14966919.952509,407604818.126898,27.151675,133.123744,14966919.952509,407604818.126898,27.151675,133.123744;16673278.004841,365626208.37749,26.703858,125.631505,16673278.004841,365626208.37749,26.703858,125.631505
0;10796449.734153,361333250.057752,27.279202,124.970787,10796449.734153,361333250.057752,27.279202,124.970787;14966920.680152,407604831.148571,27.151675,133.123747,14966920.680152,407604831.148571,27.151675,133.123747;16673282.853802,365626243.817634,26.703859,125.631514,16673282.853802,365626243.817634,26.703859,125.631514
0;10796456.091216,361333364.990965,27.279202,124.970807,10796456.091216,361333364.990965,27.279202,124.970807;14966956.321777,407605601.718259,27.151709,133.12395,14966956.321777,407605601.718259,27.151709,133.12395;16673283.521154,365626268.323708,26.703861,125.631522,16673283.521154,365626268.323708,26.703861,125.631522
0;10796467.111756,361333488.955199,27.279201,124.97083,10796467.111756,361333488.955199,27.279201,124.97083;14966983.862447,407606172.563208,27.151703,133.124033,14966983.862447,407606172.563208,27.151703,133.124033;16673286.086909,365626309.708029,26.703861,125.63153,16673286.086909,365626309.708029,26.703861,125.63153
0;10796692.118234,361335331.747933,27.279182,124.971122,10796692.118234,361335331.747933,27.279182,124.971122;14967400.98448,407625383.079932,27.1524,133.128793,14967400.98448,407625383.079932,27.1524,133.128793;16673345.200598,365631554.539801,26.703813,125.632246,16673345.200598,365631554.539801,26.703813,125.632246
0;10796711.909453,361335463.214107,27.279185,124.971156,10796711.909453,361335463.214107,27.279185,124.971156;14967532.626297,407626038.614289,27.152395,133.128911,14967532.626297,407626038.614289,27.152395,133.128911;16673436.753635,365644466.826124,26.703623,125.63394,16673436.753635,365644466.826124,26.703623,125.63394
0;10796723.115719,361335646.784432,27.279185,124.971191,10796723.115719,361335646.784432,27.279185,124.971191;14967661.784532,407627979.164359,27.152382,133.129191,14967661.784532,407627979.164359,27.152382,133.129191;16673597.107781,365648616.313837,26.703607,125.634552,16673597.107781,365648616.313837,26.703607,125.634552
0;10796736.253205,361336263.921264,27.279177,124.971275,10796736.253205,361336263.921264,27.279177,124.971275;14967752.519919,407630557.044301,27.152355,133.129527,14967752.519919,407630557.044301,27.152355,133.129527;16673669.903141,365649053.400546,26.703603,125.634631,16673669.903141,365649053.400546,26.703603,125.634631
0;10796742.345684,361336278.137074,27.279177,124.971278,10796742.345684,361336278.137074,27.279177,124.971278;14967758.914111,407630698.164492,27.152354,133.129546,14967758.914111,407630698.164492,27.152354,133.129546;16673709.739974,365649625.434947,26.703592,125.634711,16673709.739974,365649625.434947,26.703592,125.634711
0;10796742.415913,361336281.724601,27.279177,124.971279,10796742.415913,361336281.724601,27.279177,124.971279;14967759.293209,407630704.817035,27.152354,133.129548,14967759.293209,407630704.817035,27.152354,133.129548;16673710.042482,365649631.441664,26.703593,125.634712,16673710.042482,365649631.441664,26.703593,125.634712
