Start_time;End_time;C1;C2;C3;C4;C5
2025-05-15 15:37:44.948393;2025-05-15 15:37:46.461709;340532.072226,24452628.156998,32.555422,36.051108;830663.623905,35161458.167482,29.789243,40.835428;411367.28633,24462006.568296,33.006123,36.480057;934341.911621,33547564.073187,30.680374,40.831307;842068.496792,38101173.797403,29.876507,42.657771
2025-05-15 15:37:46.474675;2025-05-15 15:37:46.983818;340533.321724,24452661.719933,32.555415,36.051128;830666.33739,35161547.756802,29.789245,40.835485;411370.353596,24462122.019766,33.006111,36.480138;934344.403882,33547654.714157,30.680373,40.831364;842069.983249,38101221.557937,29.876504,42.657797
2025-05-15 15:37:46.984804;2025-05-15 15:37:47.435738;340533.487758,24452676.805245,32.555415,36.051139;830666.468097,35161626.487809,29.789253,40.835537;411370.504974,24462227.415673,33.006108,36.480214;934344.573038,33547733.873163,30.68038,40.831416;842070.061433,38101255.627588,29.876506,42.657816
2025-05-15 15:37:47.436736;2025-05-15 15:37:47.953560;340538.520669,24452750.072633,32.555408,36.051195;830677.460766,35161770.678902,29.789274,40.835653;411383.022838,24462407.307042,33.006109,36.480374;934355.736374,33547878.298315,30.680394,40.83153;842076.373129,38101339.583907,29.876507,42.65787
2025-05-15 15:37:47.954523;2025-05-15 15:37:48.493716;340545.749249,24452789.188072,32.555412,36.051232;830695.652689,35161947.73559,29.789333,40.83582;411406.209798,24462651.171173,33.006146,36.480614;934372.81438,33548056.231789,30.68044,40.831692;842084.128644,38101412.760718,29.876518,42.657924
2025-05-15 15:37:48.494745;2025-05-15 15:37:49.004574;340546.795018,24452819.704939,32.555414,36.051255;830697.890869,35162119.013452,29.789355,40.835927;411409.027894,24462886.72503,33.006147,36.480771;934374.8581,33548226.834018,30.680457,40.831798;842084.854334,38101467.960107,29.876524,42.657957
2025-05-15 15:37:49.019837;2025-05-15 15:37:50.103740;340548.763857,24452835.747104,32.555414,36.05127;830701.402831,35162179.345955,29.789368,40.83598;411413.655102,24462969.044453,33.00615,36.480848;934378.639965,33548291.582478,30.680465,40.831852;842087.238555,38101496.218122,29.876526,42.657977
2025-05-15 15:37:50.104741;2025-05-15 15:37:51.227565;340548.774033,24452855.428034,32.555414,36.051284;830701.781061,35162272.610549,29.789379,40.836045;411414.123748,24463095.060725,33.006148,36.480942;934378.907398,33548380.388366,30.680474,40.831915;842087.303228,38101523.615767,29.876529,42.657996
2025-05-15 15:37:51.228563;2025-05-15 15:37:52.163508;340551.27707,24452891.23637,32.555416,36.051316;830707.95925,35162400.940668,29.78942,40.836157;411422.024418,24463266.341398,33.006176,36.481103;934385.903147,33548505.190424,30.680509,40.832027;842091.426016,38101562.452149,29.87654,42.658031
2025-05-15 15:37:52.164505;2025-05-15 15:37:53.234132;340554.390712,24452932.832397,32.555416,36.051351;830712.484264,35162551.437685,29.789466,40.836292;411426.405438,24463468.86302,33.006211,36.481297;934389.392613,33548659.657421,30.680549,40.832164;842094.115998,38101620.405025,29.87655,42.658075
