Start_time;End_time;C1;C2;C3;C4;C5
2025-04-01 11:30:36.882562;2025-04-01 11:30:37.909124;1629773.037573,55212394.358538,27.509462,48.969637;2024999.605672,50393053.068465,27.778551,47.763931;3314889.163041,64204929.992943,27.706888,53.689644;9120142.140417,211358882.368229,27.448918,96.421544;1116269.736575,46327973.097135,28.221165,45.609645
2025-04-01 11:30:37.911118;2025-04-01 11:30:38.956057;1650675.597632,55473485.756976,27.512887,49.092506;2025000.439308,50393069.860501,27.778555,47.763942;3314890.434396,64204938.649194,27.706889,53.689649;9120143.285282,211358890.95982,27.448919,96.421547;1116271.192474,46327981.508784,28.221167,45.609651
2025-04-01 11:30:38.957053;2025-04-01 11:30:39.460697;1660018.488379,55810042.376117,27.492909,49.224233;2025000.858266,50393082.88613,27.778555,47.763948;3314890.545533,64204941.470374,27.706889,53.68965;9120143.344127,211358894.152339,27.448919,96.421548;1116271.600547,46327983.808698,28.221168,45.609653
2025-04-01 11:30:39.464380;2025-04-01 11:30:40.010165;1662893.871344,55954589.497699,27.486876,49.283424;2025000.990351,50393092.822543,27.778557,47.763954;3314890.674395,64204943.198384,27.706889,53.689651;9120143.420856,211358899.982167,27.448919,96.42155;1116271.712968,46327989.181035,28.22117,45.609657
2025-04-01 11:30:40.011163;2025-04-01 11:30:40.500446;1671542.29719,56080003.276873,27.477525,49.331965;2025001.396074,50393108.941405,27.778562,47.763966;3314890.689112,64204946.492309,27.706889,53.689653;9120143.495348,211358906.986345,27.44892,96.421554;1116271.734606,46327994.384049,28.221174,45.609664
2025-04-01 11:30:40.501447;2025-04-01 11:30:40.980852;1677428.663706,56256952.454608,27.471763,49.404727;2025001.505229,50393121.938369,27.778565,47.763975;3314890.778628,64204948.911631,27.70689,53.689654;9120143.580131,211358911.760458,27.448921,96.421556;1116271.997117,46328000.57032,28.221177,45.60967
2025-04-01 11:30:40.981848;2025-04-01 11:30:41.517787;1677429.528793,56256958.892788,27.471765,49.404732;2025001.628486,50393128.087866,27.778568,47.76398;3314890.862804,64204951.939348,27.70689,53.689656;9120143.76298,211358917.544095,27.448922,96.421559;1116272.203638,46328006.0705,28.221179,45.609675
2025-04-01 11:30:41.518785;2025-04-01 11:30:42.513094;1677429.779674,56256975.267164,27.471768,49.404741;2025001.889441,50393147.864663,27.778571,47.763991;3314891.139729,64204959.750089,27.706891,53.689659;9120144.137264,211358935.585112,27.448922,96.421564;1116272.422042,46328023.23167,28.221183,45.609685
2025-04-01 11:30:42.514092;2025-04-01 11:30:43.521648;1677429.942895,56256983.763459,27.47177,49.404747;2025002.440436,50393159.394476,27.778574,47.763999;3314891.582214,64204965.603632,27.706891,53.689662;9120144.58378,211358943.981666,27.448923,96.421567;1116272.925371,46328031.227106,28.221186,45.609691
2025-04-01 11:30:43.522646;2025-04-01 11:30:44.606541;1677430.048925,56256991.762816,27.471772,49.404751;2025002.623514,50393167.875025,27.778576,47.764005;3314891.670975,64204970.276089,27.706891,53.689664;9120144.701504,211358952.743815,27.448923,96.421569;1116273.148706,46328040.567703,28.221187,45.609696
2025-04-01 11:30:44.607539;2025-04-01 11:30:45.637985;1682658.082662,56367439.873168,27.470841,49.452832;2025002.997624,50393175.398237,27.778577,47.76401;3314891.824479,64204973.534574,27.706892,53.689665;9120144.862607,211358957.500185,27.448924,96.421571;1116273.347656,46328045.490854,28.221188,45.609699
2025-04-01 11:30:45.637985;2025-04-01 11:30:46.731274;1684783.593893,56410929.645873,27.472285,49.473612;2025003.131038,50393183.112286,27.778579,47.764015;3314891.965043,64204977.357432,27.706892,53.689667;9120144.978963,211358964.577101,27.448924,96.421573;1116273.499882,46328052.706367,28.22119,45.609705
2025-04-01 11:30:46.732237;2025-04-01 11:30:47.793974;1689746.543234,56443050.835326,27.474234,49.493055;2025003.286074,50393190.948579,27.778582,47.764021;3314891.999919,64204981.015355,27.706892,53.689669;9120145.009948,211358973.543053,27.448925,96.421576;1116273.555501,46328061.212932,28.221192,45.609711
