Start_time;End_time;C1;C2;C3;C4;C5
2025-04-08 16:15:23.175579;2025-04-08 16:15:24.622973;7798803.774688,132465347.007015,28.365478,78.876866;1322029.420368,39632260.104153,31.159747,45.305358;1442159.873554,96588021.11852,30.09079,67.978144;1937201.822474,73704526.910255,30.415126,60.366979;14326599.856169,389104803.653415,29.877994,138.902784
2025-04-08 16:15:24.628958;2025-04-08 16:15:25.305636;7798803.855885,132465353.670338,28.365478,78.876868;1322029.560054,39632261.691783,31.159748,45.305359;1442160.335412,96588024.662686,30.09079,67.978145;1937201.96165,73704529.026008,30.415126,60.36698;14326599.921374,389104807.622144,29.877994,138.902784
2025-04-08 16:15:25.305636;2025-04-08 16:15:25.794033;7798804.204103,132465360.421373,28.365478,78.87687;1322029.716819,39632266.430268,31.159748,45.305363;1442160.775554,96588030.376136,30.09079,67.978148;1937202.17548,73704534.8848,30.415126,60.366982;14326600.01713,389104812.674917,29.877994,138.902785
2025-04-08 16:15:25.796028;2025-04-08 16:15:26.446347;7798804.291757,132465363.279246,28.365478,78.876871;1322029.795344,39632269.502975,31.159749,45.305364;1442160.959558,96588033.134366,30.09079,67.978149;1937202.36872,73704537.536993,30.415127,60.366984;14326600.190892,389104814.970212,29.877994,138.902786
2025-04-08 16:15:26.447344;2025-04-08 16:15:27.048709;7798804.720631,132465372.79407,28.365478,78.876874;1322030.003977,39632275.188514,31.159749,45.305368;1442161.429676,96588040.251334,30.09079,67.978151;1937202.775108,73704543.530038,30.415127,60.366986;14326600.744319,389104821.456417,29.877994,138.902787
2025-04-08 16:15:27.050708;2025-04-08 16:15:27.529394;7798804.991983,132465375.505958,28.365478,78.876875;1322030.290509,39632278.262172,31.159749,45.30537;1442161.76188,96588041.872993,30.09079,67.978152;1937202.9825,73704545.059951,30.415127,60.366987;14326600.958438,389104823.743684,29.877994,138.902787
2025-04-08 16:15:27.530392;2025-04-08 16:15:28.064056;7798805.115972,132465383.56372,28.365479,78.876877;1322030.494804,39632289.798532,31.15975,45.305377;1442162.095795,96588049.664691,30.09079,67.978155;1937203.291874,73704553.030383,30.415127,60.36699;14326601.241146,389104831.722583,29.877994,138.902789
2025-04-08 16:15:28.065054;2025-04-08 16:15:29.123325;7798805.163507,132465387.268119,28.365478,78.876878;1322030.58437,39632294.978385,31.159751,45.305381;1442162.263962,96588052.866056,30.09079,67.978156;1937203.422974,73704555.950076,30.415127,60.366991;14326601.441696,389104834.494633,29.877994,138.902789
2025-04-08 16:15:29.136290;2025-04-08 16:15:30.162088;7798805.699351,132465392.204413,28.365478,78.87688;1322030.944818,39632302.270267,31.159752,45.305385;1442162.955069,96588058.371259,30.09079,67.978158;1937204.087826,73704562.525738,30.415126,60.366994;14326601.878241,389104841.558983,29.877994,138.90279
2025-04-08 16:15:30.162088;2025-04-08 16:15:31.236688;7798805.78849,132465397.508386,28.36548,78.876883;1322031.207537,39632307.078562,31.159753,45.30539;1442162.987804,96588061.510493,30.09079,67.97816;1937204.109037,73704564.797335,30.415126,60.366995;14326601.900013,389104844.712688,29.877994,138.902791
