Start_time;End_time;C1;C2;C3;C4;C5
2025-04-01 11:26:51.757850;2025-04-01 11:26:53.312071;1390411.899231,50960479.101798,27.583383,47.041546;2024784.511188,50386618.346039,27.775513,47.758319;3314824.183705,64203635.531879,27.706792,53.689017;9119998.038846,211354324.899104,27.448347,96.419531;1116088.334606,46322377.196482,28.218771,45.604963
2025-04-01 11:26:53.313070;2025-04-01 11:26:53.788721;1390411.938295,50960483.454605,27.583384,47.041548;2024784.537127,50386625.13361,27.775513,47.758322;3314824.189912,64203639.710803,27.706792,53.689019;9119998.060377,211354329.5843,27.448347,96.419533;1116088.367748,46322383.021365,28.218772,45.604966
2025-04-01 11:26:53.799692;2025-04-01 11:26:54.234118;1390412.104855,50960485.907263,27.583385,47.04155;2024784.879516,50386628.290301,27.775514,47.758325;3314824.390399,64203641.443447,27.706793,53.68902;9119998.307219,211354331.581596,27.448347,96.419534;1116088.456588,46322385.421439,28.218773,45.604968
2025-04-01 11:26:54.236146;2025-04-01 11:26:54.673790;1390412.144328,50960489.381579,27.583386,47.041552;2024785.026376,50386632.24982,27.775515,47.758327;3314824.403905,64203645.217834,27.706793,53.689021;9119998.330828,211354335.039112,27.448347,96.419535;1116088.499526,46322388.39081,28.218774,45.604971
2025-04-01 11:26:54.674787;2025-04-01 11:26:55.113848;1390412.228432,50960499.874848,27.583391,47.041561;2024785.080688,50386643.919443,27.775521,47.758338;3314824.415354,64203649.140393,27.706793,53.689024;9119998.354256,211354343.39873,27.448349,96.419539;1116088.624846,46322396.221254,28.218779,45.604979
2025-04-01 11:26:55.114845;2025-04-01 11:26:55.627981;1390412.480499,50960508.641237,27.583394,47.041567;2024785.305968,50386652.227813,27.775525,47.758344;3314824.540455,64203651.650447,27.706794,53.689025;9119998.395534,211354350.56206,27.44835,96.419542;1116088.708004,46322402.079094,28.218782,45.604984
2025-04-01 11:26:55.628978;2025-04-01 11:26:56.686209;1390412.62541,50960522.089943,27.583396,47.041574;2024785.518877,50386667.088707,27.775528,47.758353;3314824.58962,64203658.012013,27.706794,53.689028;9119998.465444,211354363.651917,27.44835,96.419545;1116088.758598,46322414.086614,28.218784,45.604991
2025-04-01 11:26:56.687205;2025-04-01 11:26:57.771690;1390412.703805,50960533.018411,27.583397,47.041579;2024785.553377,50386676.908941,27.775528,47.758357;3314824.742148,64203667.675983,27.706794,53.689031;9119998.648566,211354373.299157,27.44835,96.419547;1116089.083727,46322423.039858,28.218785,45.604996
2025-04-01 11:26:57.773687;2025-04-01 11:26:58.816055;1390413.021005,50960541.123174,27.583401,47.041587;2024785.848437,50386683.673595,27.775532,47.758363;3314824.989717,64203672.011937,27.706795,53.689034;9119999.056208,211354380.611022,27.448351,96.41955;1116089.821137,46322430.223117,28.218788,45.605001
2025-04-01 11:26:58.817052;2025-04-01 11:26:59.856466;1390413.494603,50960548.595854,27.583407,47.041596;2024785.960846,50386692.71195,27.77554,47.758374;3314825.057129,64203675.7471,27.706797,53.689037;9119999.142652,211354390.367528,27.448353,96.419555;1116090.124207,46322441.772451,28.2188,45.605016
2025-04-01 11:26:59.857463;2025-04-01 11:27:00.931934;1390413.513145,50960556.799356,27.58341,47.041602;2024786.000639,50386704.538895,27.775542,47.758382;3314825.115112,64203679.978091,27.706797,53.689039;9119999.165961,211354397.619617,27.448354,96.419558;1116090.16302,46322447.188315,28.218803,45.605022
2025-04-01 11:27:00.932931;2025-04-01 11:27:01.973462;1390413.712109,50960572.581441,27.583411,47.04161;2024786.065012,50386723.153533,27.775543,47.75839;3314825.259339,64203692.238957,27.706797,53.689044;9119999.397223,211354413.30724,27.448354,96.419562;1116090.342785,46322459.804425,28.218804,45.605028
2025-04-01 11:27:01.974459;2025-04-01 11:27:03.073219;1390414.144854,50960575.665381,27.583413,47.041613;2024786.270811,50386727.221192,27.775544,47.758394;3314825.317631,64203693.805776,27.706797,53.689044;9119999.739699,211354416.273319,27.448354,96.419563;1116090.56565,46322462.838611,28.218806,45.605031
2025-04-01 11:27:03.074216;2025-04-01 11:27:04.112159;1390414.546062,50960591.333075,27.583416,47.041623;2024786.863503,50386743.473534,27.775549,47.758405;3314825.555034,64203701.912186,27.706797,53.689048;9120000.013671,211354430.708377,27.448355,96.419568;1116090.778461,46322477.052662,28.21881,45.605041
2025-04-01 11:27:04.113157;2025-04-01 11:27:05.152350;1390415.527874,50960598.090425,27.583419,47.041629;2024787.640225,50386750.445527,27.775552,47.758411;3314825.885011,64203705.319994,27.706797,53.689049;9120000.455005,211354435.626825,27.448356,96.419571;1116091.361285,46322482.272976,28.218812,45.605045
2025-04-01 11:27:05.153313;2025-04-01 11:27:06.226748;1390415.534815,50960605.496481,27.583421,47.041634;2024787.644996,50386759.104196,27.775555,47.758417;3314825.893135,64203707.953567,27.706798,53.689051;9120000.464232,211354443.404471,27.448357,96.419573;1116091.390651,46322489.700914,28.218814,45.60505
2025-04-01 11:27:06.226748;2025-04-01 11:27:07.308074;1390416.377249,50960615.381351,27.583421,47.041639;2024788.224763,50386771.97532,27.775555,47.758423;3314826.67832,64203718.76653,27.706797,53.689055;9120001.383916,211354456.005754,27.448357,96.419576;1116092.009527,46322499.769401,28.218814,45.605055
