Start_time;End_time;C1;C2;C3;C4;C5
2025-04-01 11:35:31.320795;2025-04-01 11:35:32.953252;3272491.821643,81846072.507322,27.200162,59.981683;2114210.770078,52297496.048407,27.738839,48.600704;7077088.729726,153656241.938689,26.821101,82.845301;10761189.75053,242298026.026425,27.282624,103.168186;6272114.246604,165470982.345961,27.335074,86.323654
2025-04-01 11:35:32.956243;2025-04-01 11:35:33.463847;3272495.645933,81846098.414315,27.200163,59.981693;2114215.061422,52297520.107091,27.738843,48.60072;7077091.350532,153656255.39608,26.8211,82.845305;10761189.75053,242298026.026486,27.282624,103.168186;6272227.967428,165472998.627619,27.335087,86.324189
2025-04-01 11:35:33.465842;2025-04-01 11:35:33.937072;3272495.787595,81846104.607953,27.200164,59.981697;2114215.208884,52297531.561828,27.738846,48.600727;7077091.633156,153656262.586805,26.821101,82.845307;10761189.750531,242298026.026533,27.282624,103.168186;6272242.056166,165473321.010971,27.335089,86.324281
2025-04-01 11:35:33.940064;2025-04-01 11:35:34.431686;3272495.885563,81846112.282182,27.200166,59.981701;2114215.396195,52297544.990245,27.738853,48.600738;7077091.661065,153656267.404119,26.821101,82.845308;10761189.750532,242298026.026603,27.282624,103.168186;6272247.022458,165473594.251954,27.335106,86.324374
2025-04-01 11:35:34.431686;2025-04-01 11:35:34.912142;3272495.972897,81846126.678194,27.200171,59.981714;2114215.733048,52297576.438805,27.73887,48.600772;7077091.725413,153656276.604449,26.821101,82.845311;10761189.750533,242298026.02663,27.282624,103.168186;6272249.014929,165473779.489304,27.335153,86.324519
2025-04-01 11:35:34.913141;2025-04-01 11:35:35.579604;3272496.129332,81846141.637611,27.200175,59.981722;2114216.014026,52297611.71156,27.73888,48.600797;7077091.837044,153656283.301331,26.821101,82.845313;10761189.750533,242298026.026667,27.282624,103.168186;6272253.02801,165473970.089415,27.335166,86.324592
2025-04-01 11:35:35.579604;2025-04-01 11:35:36.291419;3272496.23093,81846146.055461,27.200175,59.981725;2114216.12996,52297619.815271,27.738882,48.600803;7077092.084882,153656288.412594,26.821101,82.845314;10761189.750534,242298026.026742,27.282624,103.168186;6272257.900424,165474112.35251,27.335169,86.324629
2025-04-01 11:35:36.291419;2025-04-01 11:35:37.329176;3273268.042256,81877583.485942,27.2059,59.999403;2114235.609445,52297847.785478,27.738941,48.600999;7077092.33046,153656295.378836,26.821101,82.845316;10761189.750534,242298026.026793,27.282624,103.168186;6272258.836197,165474249.373803,27.335176,86.324671
2025-04-01 11:35:37.330172;2025-04-01 11:35:38.389556;3274040.113712,81901743.471293,27.207913,60.010208;2114345.011596,52299657.107257,27.738885,48.601785;7077092.785434,153656304.016058,26.821101,82.845318;10767812.060898,242874045.247496,27.308514,103.344004;6272261.584282,165474441.567746,27.335184,86.32473
2025-04-01 11:35:38.390551;2025-04-01 11:35:39.474189;3276652.147221,81955764.845317,27.207088,60.02772;2119475.262908,52415233.883136,27.738117,48.654705;7077115.085507,153656654.834178,26.82109,82.845391;10816939.76207,243942953.451109,27.322835,103.593011;6272264.21578,165474634.362557,27.335202,86.324803
2025-04-01 11:35:39.474189;2025-04-01 11:35:40.543792;3319020.213444,82650754.099403,27.203209,60.292795;2124420.938365,52561154.245833,27.743059,48.726992;7678646.388241,165603158.802928,27.114544,86.394197;10908289.969101,246070808.065855,27.359564,104.091265;6272290.785799,165474881.203926,27.335218,86.324897
2025-04-01 11:35:40.543792;2025-04-01 11:35:41.592843;3319021.838653,82653569.910151,27.203112,60.293615;2129634.988078,52940798.091536,27.73138,48.868138;7743205.597103,167743753.576365,27.120336,86.932534;10910010.287491,246638834.477965,27.376704,104.233276;6272370.340943,165475903.266144,27.335178,86.325116
2025-04-01 11:35:41.593840;2025-04-01 11:35:42.701296;3319021.951169,82653583.258079,27.203115,60.293623;2129646.182999,52940898.005192,27.731408,48.868223;7743205.885171,167743760.616783,27.120337,86.932536;10916551.283781,246746695.330809,27.378714,104.263467;6272373.311763,165476000.697137,27.335186,86.325151
2025-04-01 11:35:42.702290;2025-04-01 11:35:43.730914;3319021.960427,82653591.024651,27.203118,60.293629;2129647.783826,52940932.50838,27.731417,48.868247;7743206.106644,167743765.711194,27.120337,86.932538;10916601.515822,246746819.706411,27.378716,104.263511;6272379.687599,165476051.768547,27.335192,86.325173
2025-04-01 11:35:43.731911;2025-04-01 11:35:44.780184;3319022.475993,82653601.464613,27.203119,60.293634;2129648.364626,52940963.28606,27.731419,48.868263;7743206.7601,167743773.887031,27.120336,86.932539;10916602.501431,246746840.388951,27.378717,104.263517;6272380.186929,165476080.560716,27.335194,86.325185
2025-04-01 11:35:44.781183;2025-04-01 11:35:45.863198;3319022.755992,82653625.375571,27.203122,60.293645;2129648.595725,52941021.612329,27.731425,48.868292;7743206.927534,167743782.827323,27.120337,86.932542;10916603.671585,246746904.185871,27.378719,104.263533;6272381.980699,165476150.286952,27.335198,86.325208
2025-04-01 11:35:45.864195;2025-04-01 11:35:46.904626;3319022.860866,82653634.09381,27.203126,60.293652;2129649.462586,52941063.718443,27.731434,48.868318;7743206.981348,167743785.719044,27.120337,86.932543;10916607.044408,246746964.402193,27.378721,104.263548;6272382.916109,165476192.151673,27.335203,86.325226
2025-04-01 11:35:46.905623;2025-04-01 11:35:47.964633;3319022.891155,82653641.159974,27.203128,60.293657;2129649.739443,52941080.715823,27.73144,48.868331;7743207.015676,167743788.91726,27.120337,86.932544;10916609.505141,246747028.766898,27.378723,104.263567;6272384.03029,165476231.039733,27.335206,86.32524
2025-04-01 11:35:47.965630;2025-04-01 11:35:49.013481;3319023.036931,82653651.061407,27.203132,60.293665;2129650.549742,52941097.761435,27.731449,48.868348;7743207.185434,167743793.398696,27.120337,86.932545;10916661.781514,246747849.126728,27.378714,104.263721;6272384.579986,165476273.289648,27.335211,86.325258
2025-04-01 11:35:49.014478;2025-04-01 11:35:50.059944;3319024.027785,82653669.086109,27.203132,60.293672;2129655.793402,52941171.897317,27.731446,48.868383;7743211.242707,167743828.037632,27.120336,86.932553;10932547.619466,247738806.543721,27.379894,104.481042;6272392.231053,165476459.768795,27.335218,86.325325
2025-04-01 11:35:50.060943;2025-04-01 11:35:51.146444;3319176.563439,82656502.536279,27.202904,60.294459;2129720.852969,52941519.171674,27.731433,48.868558;7743430.234514,167744535.986318,27.120308,86.932742;10943944.512593,247840855.524189,27.377999,104.500575;6272565.438244,165479040.022505,27.33512,86.325832
2025-04-01 11:35:51.147407;2025-04-01 11:35:52.195910;3319328.11593,82659893.646502,27.202738,60.295465;2129727.912705,52941821.606669,27.731422,48.868688;7743445.427124,167745408.655657,27.120306,86.93293;10969804.130208,249527548.422627,27.368847,104.808715;6272692.481975,165480717.133845,27.335077,86.326182
2025-04-01 11:35:52.196908;2025-04-01 11:35:53.264447;3319387.605799,82660649.070852,27.202698,60.295706;2129736.372157,52941965.769524,27.731415,48.868751;7743473.548302,167745596.520713,27.120304,86.932981;10981527.892903,249957698.367451,27.367243,104.890716;6272871.742077,165484610.012884,27.334976,86.32701
