Start_time;End_time;C1;C2;C3;C4;C5
2025-03-27 15:08:35.128579;2025-03-27 15:08:36.617181;26623351.40986,512817977.563838,26.489986,149.138722;10779164.158648,360678537.911595,27.278606,124.856274;14962853.211738,407551671.742034,27.152017,133.115617;16649374.196991,365342649.272769,26.701422,125.576192;16194486.120463,396876593.164075,26.747722,130.695498
2025-03-27 15:08:36.618178;2025-03-27 15:08:37.120524;26623351.868548,512817986.953953,26.489986,149.138723;10779164.644305,360678546.807766,27.278606,124.856276;14962853.781029,407551681.354688,27.152017,133.115618;16649374.742962,365342659.108735,26.701423,125.576195;16194486.653035,396876603.009959,26.747723,130.695501
2025-03-27 15:08:37.121521;2025-03-27 15:08:37.679565;26623351.912307,512817994.075485,26.489986,149.138725;10779164.686084,360678552.56546,27.278606,124.856277;14962853.851472,407551686.951741,27.152017,133.11562;16649374.892973,365342687.189688,26.701425,125.576204;16194486.809343,396876631.370803,26.747725,130.69551
2025-03-27 15:08:37.941983;2025-03-27 15:08:38.461896;26623352.248126,512818000.096173,26.489987,149.138726;10779164.977342,360678557.308063,27.278607,124.856278;14962854.212485,407551690.734475,27.152018,133.115621;16649375.483689,365342720.503303,26.701427,125.576213;16194487.379638,396876664.907533,26.747726,130.695518
2025-03-27 15:08:38.462894;2025-03-27 15:08:38.940577;26623352.315328,512818003.334678,26.489987,149.138728;10779165.028957,360678560.126003,27.278607,124.85628;14962854.270078,407551693.738175,27.152018,133.115622;16649375.606714,365342736.322755,26.701431,125.576228;16194487.500816,396876680.810922,26.74773,130.695533
2025-03-27 15:08:38.941575;2025-03-27 15:08:39.577541;26623352.492436,512818011.857709,26.489987,149.13873;10779165.212164,360678567.268882,27.278607,124.856281;14962854.436354,407551700.766132,27.152018,133.115624;16649375.856447,365342766.153499,26.701433,125.576238;16194487.744546,396876710.511151,26.747732,130.695542
2025-03-27 15:08:39.578537;2025-03-27 15:08:40.600650;26623352.549076,512818018.53105,26.489988,149.138732;10779165.260998,360678572.120024,27.278608,124.856283;14962854.532259,407551705.534832,27.152018,133.115625;16649376.069899,365342807.280637,26.701438,125.576254;16194487.965068,396876751.797295,26.747737,130.695558
2025-03-27 15:08:40.602644;2025-03-27 15:08:41.658530;26623352.597185,512818025.465937,26.489988,149.138733;10779165.318259,360678578.140994,27.278608,124.856284;14962854.599867,407551710.788554,27.152018,133.115626;16649376.156954,365342822.526109,26.701439,125.576258;16194488.059495,396876766.931553,26.747737,130.695561
2025-03-27 15:08:41.659528;2025-03-27 15:08:42.737525;26623399.644105,512820481.08967,26.489996,149.139076;10779168.159159,360678592.48368,27.278608,124.856288;14962856.046755,407551723.181235,27.152019,133.115628;16649646.240501,365377164.858262,26.705035,125.588225;16196476.840577,396931642.001317,26.748851,130.706188
2025-03-27 15:08:42.737525;2025-03-27 15:08:43.786101;26624101.797751,512886760.582224,26.49027,149.148686;10779174.049672,360679029.857996,27.27861,124.856367;14962878.630395,407552495.237601,27.15201,133.115731;16652208.673393,365392813.477803,26.704695,125.590668;16200527.484506,396946721.106587,26.74851,130.708688
2025-03-27 15:08:43.787098;2025-03-27 15:08:44.851164;26624208.737583,512888617.814574,26.490262,149.148944;10779242.88334,360681886.361006,27.278784,124.857292;14963958.937694,407562500.985648,27.151943,133.117376;16656837.01287,365428369.024739,26.704704,125.597615;16201986.57462,396970292.574299,26.748627,130.712699
2025-03-27 15:08:44.851164;2025-03-27 15:08:45.921077;26624268.362265,512889651.588464,26.490256,149.149095;10779323.935008,360683025.260437,27.278775,124.857492;14964509.134944,407570201.878371,27.151931,133.118568;16667020.920341,365532921.339376,26.70315,125.613066;16203475.393655,397028773.719075,26.748356,130.721115
2025-03-27 15:08:45.921077;2025-03-27 15:08:46.977563;26624410.640925,512890542.301794,26.490242,149.149204;10779482.006368,360683965.955125,27.278752,124.857629;14964650.666806,407572562.027747,27.151934,133.118934;16667729.549948,365539624.005422,26.703175,125.614452;16204722.814618,397034263.294583,26.74835,130.722311
2025-03-27 15:08:46.978562;2025-03-27 15:08:48.031409;26624410.796633,512890548.64157,26.490243,149.149205;10779482.146429,360683971.092998,27.278753,124.857631;14964650.773185,407572576.888341,27.151934,133.118937;16667729.616522,365539642.705403,26.703177,125.614459;16204722.94416,397034284.091938,26.748351,130.722319
2025-03-27 15:08:48.033404;2025-03-27 15:08:49.088846;26624410.880824,512890555.089456,26.490243,149.149207;10779482.224503,360683975.916106,27.278753,124.857633;14964650.814836,407572583.126009,27.151934,133.118939;16667729.699409,365539675.103909,26.703179,125.614469;16204723.033924,397034318.241748,26.748354,130.722329
2025-03-27 15:08:49.104771;2025-03-27 15:08:50.219606;26624411.111209,512890562.034327,26.490244,149.149209;10779482.384339,360683980.357571,27.278754,124.857634;14964650.861506,407572587.975654,27.151935,133.118941;16667730.100135,365539703.912746,26.703183,125.614482;16204723.473378,397034348.588103,26.748357,130.722342
2025-03-27 15:08:50.220603;2025-03-27 15:08:51.220802;26624411.42354,512890570.617294,26.490244,149.149211;10779482.547294,360683984.84202,27.278754,124.857635;14964650.8807,407572589.894005,27.151935,133.118941;16667730.206668,365539708.229906,26.703184,125.614484;16204723.57554,397034353.26978,26.748358,130.722344
2025-03-27 15:08:51.222795;2025-03-27 15:08:52.281363;26624412.307754,512890580.790441,26.490244,149.149213;10779482.922907,360683991.634253,27.278754,124.857637;14964650.934533,407572595.436798,27.151935,133.118942;16667730.370192,365539737.267385,26.703186,125.614493;16204723.758871,397034383.581332,26.74836,130.722354
2025-03-27 15:08:52.282359;2025-03-27 15:08:53.336120;26624412.434261,512890590.481967,26.490244,149.149215;10779483.070298,360683999.535935,27.278754,124.857639;14964651.281319,407572621.290197,27.151935,133.118946;16667730.533996,365539758.711679,26.703188,125.614502;16204723.933689,397034405.725379,26.748362,130.722362
2025-03-27 15:08:53.337118;2025-03-27 15:08:54.393869;26624412.637688,512890595.237133,26.490245,149.149216;10779483.266734,360684003.144291,27.278754,124.85764;14964651.360254,407572629.078439,27.151935,133.118948;16667730.608275,365539783.289089,26.703191,125.614513;16204724.00118,397034431.078353,26.748365,130.722373
2025-03-27 15:08:54.394866;2025-03-27 15:08:55.438600;26624412.724586,512890602.332236,26.490245,149.149218;10779483.35669,360684008.922529,27.278755,124.857641;14964651.481249,407572634.656681,27.151935,133.118949;16667730.713128,365539810.994771,26.703193,125.614522;16204724.110204,397034459.633489,26.748367,130.722382
2025-03-27 15:08:55.438600;2025-03-27 15:08:56.524563;26624412.765978,512890612.99026,26.490245,149.14922;10779483.373763,360684018.48174,27.278755,124.857643;14964652.519875,407572650.673861,27.151935,133.118952;16667732.30621,365539865.262687,26.703195,125.614534;16204725.692299,397034513.100455,26.748369,130.722394
2025-03-27 15:08:56.525560;2025-03-27 15:08:57.575133;26624420.158457,512890916.055787,26.490244,149.149262;10779494.134913,360684454.872251,27.278752,124.857715;14964721.865744,407573824.361885,27.151962,133.119215;16667735.781478,365539920.126147,26.703197,125.614549;16204729.912376,397034621.902259,26.74837,130.722415
2025-03-27 15:08:57.576131;2025-03-27 15:08:58.618067;26624498.632354,512892951.217907,26.490228,149.14951;10779546.227175,360686870.289428,27.278715,124.858059;14965771.269155,407588715.550872,27.151825,133.121293;16667797.419375,365542003.596868,26.703199,125.614912;16204788.702304,397037330.935971,26.748371,130.722861
2025-03-27 15:08:58.620029;2025-03-27 15:08:59.704194;26624796.950328,512903645.839535,26.490354,149.15125;10779591.876215,360687319.378922,27.278724,124.85817;14965900.531893,407590980.702808,27.151829,133.121711;16667912.522011,365544118.577849,26.703172,125.615211;16204869.190585,397040633.074437,26.748342,130.723331
2025-03-27 15:08:59.704194;2025-03-27 15:09:00.765581;26624931.201184,512906811.703,26.490321,149.151652;10779699.084297,360688662.355722,27.278702,124.858372;14965970.487976,407591585.800604,27.15183,133.121828;16667939.98338,365544706.131428,26.703212,125.615413;16207366.823809,397240014.398656,26.748185,130.754537
2025-03-27 15:09:00.766579;2025-03-27 15:09:01.840399;26624987.447071,512907893.178337,26.490319,149.151788;10779817.388747,360689772.498224,27.278696,124.858553;14966503.913914,407594717.979763,27.151791,133.122335;16668000.345698,365545249.829557,26.703204,125.615494;16207814.689984,397253261.811498,26.748786,130.75807
2025-03-27 15:09:01.841396;2025-03-27 15:09:02.901789;26625001.538779,512908324.386932,26.490317,149.151839;10779855.094929,360690172.18697,27.278691,124.858613;14966743.860848,407598680.351013,27.151711,133.122854;16668222.379596,365546378.834477,26.703178,125.615675;16208135.898049,397254568.457179,26.748753,130.758282
2025-03-27 15:09:02.902787;2025-03-27 15:09:03.957817;26625001.735508,512908328.084737,26.490317,149.15184;10779855.366422,360690175.152019,27.278691,124.858614;14966744.043025,407598685.317672,27.151711,133.122855;16668222.529519,365546387.004703,26.703178,125.615677;16208136.033662,397254577.407509,26.748753,130.758283
2025-03-27 15:09:03.958905;2025-03-27 15:09:05.010291;26625001.86682,512908330.932746,26.490317,149.15184;10779855.480969,360690178.111719,27.278691,124.858615;14966744.088098,407598690.552883,27.151711,133.122856;16668222.637344,365546390.896516,26.703178,125.615678;16208136.148594,397254581.258449,26.748754,130.758284
2025-03-27 15:09:05.010291;2025-03-27 15:09:06.069006;26625001.916798,512908333.585345,26.490317,149.151841;10779855.529942,360690180.572867,27.278691,124.858616;14966744.13131,407598695.016407,27.151711,133.122857;16668222.697451,365546393.833005,26.703179,125.615679;16208136.224605,397254584.217924,26.748754,130.758285
2025-03-27 15:09:06.070003;2025-03-27 15:09:07.121425;26625002.006143,512908336.263624,26.490317,149.151842;10779855.626984,360690182.959719,27.278691,124.858616;14966744.206031,407598695.409205,27.151711,133.122857;16668222.76378,365546398.196994,26.703179,125.61568;16208136.279382,397254588.953647,26.748754,130.758286
