Start_time;End_time;C1;C2;C3;C4;C5
2025-04-01 11:23:36.933860;2025-04-01 11:23:38.306216;1390304.833723,50956347.951953,27.580763,47.037405;2024684.964977,50382472.848566,27.772799,47.754063;3314127.090005,64169831.674235,27.693912,53.662108;8877771.108746,204162810.506828,27.457029,94.777908;1043775.926093,43703598.739472,28.372214,44.423107
2025-04-01 11:23:38.307214;2025-04-01 11:23:39.096923;1390305.142731,50956356.518422,27.580764,47.03741;2024685.400513,50382481.977213,27.7728,47.754068;3314127.559248,64169838.177363,27.693912,53.662111;8877771.108747,204162810.506907,27.457029,94.777908;1043776.249447,43703605.136196,28.372215,44.423111
2025-04-01 11:23:39.097921;2025-04-01 11:23:39.531228;1390305.27875,50956363.700511,27.580765,47.037415;2024685.53347,50382489.740012,27.772802,47.754073;3314127.614731,64169840.66784,27.693913,53.662112;8877771.108747,204162810.506947,27.457029,94.777908;1043776.429712,43703609.585306,28.372216,44.423115
2025-04-01 11:23:39.533220;2025-04-01 11:23:39.932161;1390305.344245,50956375.790187,27.58077,47.037426;2024685.676566,50382502.179631,27.772808,47.754086;3314127.657624,64169847.104148,27.693913,53.662115;8878171.930712,204179206.182494,27.456967,94.781413;1043776.575509,43703618.55337,28.372221,44.423123
2025-04-01 11:23:39.933158;2025-04-01 11:23:40.570427;1390305.38264,50956384.887388,27.580773,47.037432;2024685.776634,50382511.831108,27.772811,47.754093;3314127.714231,64169850.004352,27.693913,53.662116;8883153.369982,204243277.649657,27.45541,94.794243;1043776.607026,43703624.87578,28.372223,44.423128
2025-04-01 11:23:40.570427;2025-04-01 11:23:41.602420;1390305.488027,50956391.090821,27.580775,47.037437;2024685.897364,50382519.39289,27.772814,47.754099;3314127.734597,64169852.793915,27.693914,53.662118;8886601.993151,204249726.858531,27.454917,94.796077;1043776.68685,43703632.18051,28.372225,44.423133
2025-04-01 11:23:41.603416;2025-04-01 11:23:42.684872;1390305.966667,50956395.427129,27.580776,47.037439;2024686.442225,50382523.997948,27.772814,47.754101;3314128.056447,64169854.724378,27.693914,53.662119;8886601.993161,204249726.858571,27.454917,94.796077;1043777.326503,43703635.123909,28.372225,44.423135
2025-04-01 11:23:42.684872;2025-04-01 11:23:43.741901;1390306.095774,50956400.24429,27.580779,47.037444;2024686.513939,50382530.406512,27.772818,47.754107;3314128.071185,64169856.532393,27.693914,53.66212;8899308.669781,204788641.729665,27.446715,94.900763;1043777.389845,43703640.068534,28.372227,44.423139
2025-04-01 11:23:43.742866;2025-04-01 11:23:44.803123;1390306.119304,50956410.491283,27.580783,47.037452;2024686.543701,50382543.885783,27.772823,47.754118;3314128.080933,64169861.10022,27.693914,53.662122;8899308.688881,204788641.786427,27.446715,94.900763;1043777.437047,43703648.185893,28.372231,44.423146
2025-04-01 11:23:44.804118;2025-04-01 11:23:45.856869;1390306.157063,50956425.892392,27.580785,47.037461;2024686.63759,50382559.093217,27.772825,47.754127;3314128.177767,64169867.009067,27.693915,53.662124;8899816.731361,204821381.623913,27.44814,94.912815;1043777.544089,43703656.698496,28.372233,44.423152
2025-04-01 11:23:45.857867;2025-04-01 11:23:46.911014;1390306.37657,50956431.313376,27.580785,47.037464;2024686.831798,50382565.009052,27.772826,47.75413;3314128.294411,64169873.335735,27.693915,53.662127;8925959.208671,205908694.366101,27.433142,95.120204;1043777.735217,43703660.112369,28.372235,44.423155
2025-04-01 11:23:46.912011;2025-04-01 11:23:47.975533;1390306.557103,50956437.044413,27.580788,47.03747;2024687.068512,50382573.185416,27.772829,47.754137;3314128.351891,64169878.610174,27.693916,53.66213;8958392.95623,206998078.831921,27.451942,95.40584;1043778.170534,43703666.79409,28.372237,44.423162
2025-04-01 11:23:47.975533;2025-04-01 11:23:49.064649;1390306.651549,50956444.872394,27.58079,47.037476;2024687.25104,50382582.258556,27.772832,47.754145;3314128.495173,64169882.02036,27.693916,53.662132;9001216.794609,207895558.358533,27.465045,95.657852;1043778.211724,43703674.593299,28.372239,44.423167
2025-04-01 11:23:49.065646;2025-04-01 11:23:50.105583;1390307.038281,50956454.232743,27.580794,47.037484;2024687.819367,50382595.508253,27.772837,47.754155;3314129.238578,64169886.691423,27.693916,53.662135;9036938.183281,208012311.590588,27.45954,95.685969;1043778.735331,43703692.369091,28.372241,44.423178
2025-04-01 11:23:50.106581;2025-04-01 11:23:51.185966;1390307.202501,50956460.836682,27.580796,47.037488;2024687.917253,50382602.969104,27.772839,47.75416;3314129.445757,64169890.913114,27.693917,53.662137;9037066.051258,208012723.878073,27.459516,95.686063;1043779.356623,43703702.974336,28.372242,44.423184
2025-04-01 11:23:51.186963;2025-04-01 11:23:52.226948;1390307.378706,50956466.988557,27.580796,47.037491;2024688.214671,50382614.011441,27.772839,47.754165;3314129.500488,64169894.47593,27.693917,53.662138;9037066.312177,208012733.02033,27.459516,95.686065;1043779.983697,43703707.734358,28.372242,44.423187
2025-04-01 11:23:52.231938;2025-04-01 11:23:53.293267;1390307.42423,50956475.78778,27.580798,47.037496;2024688.697083,50382624.989566,27.772842,47.754172;3314632.423088,64202580.720193,27.706782,53.688476;9079729.523359,211168734.429998,27.452826,96.375554;1043780.593901,43703720.618405,28.372243,44.423195
2025-04-01 11:23:53.294265;2025-04-01 11:23:54.355694;1390308.152,50956485.817226,27.580799,47.037502;2024688.91549,50382640.884586,27.772843,47.75418;3314787.083503,64202768.036891,27.706721,53.688594;9119918.026045,211340050.124364,27.448021,96.415952;1080520.557646,45560913.438718,28.275371,45.27321
2025-04-01 11:23:54.355694;2025-04-01 11:23:55.418710;1390310.659435,50956522.680184,27.580802,47.037522;2024690.147,50382678.087786,27.772847,47.754201;3314789.869326,64202823.340867,27.706716,53.688612;9119935.946462,211351377.644414,27.447854,96.418024;1116004.868818,46318956.376218,28.216963,45.60185
2025-04-01 11:23:55.419708;2025-04-01 11:23:56.485776;1390314.986195,50956539.672226,27.580799,47.03753;2024694.053199,50382695.114196,27.772845,47.75421;3314790.099482,64202826.658762,27.706716,53.688614;9119937.372002,211351455.892526,27.447854,96.418041;1116007.903469,46318971.879054,28.216961,45.601858
2025-04-01 11:23:56.485776;2025-04-01 11:23:57.536721;1390315.038287,50956544.184966,27.580803,47.037536;2024694.123277,50382700.45724,27.772849,47.754216;3314790.1625,64202830.242793,27.706717,53.688616;9119937.427331,211351462.496662,27.447855,96.418045;1116007.931631,46318978.369261,28.216964,45.601863
2025-04-01 11:23:57.536721;2025-04-01 11:23:58.607979;1390315.067452,50956549.871514,27.580805,47.03754;2024694.213245,50382705.736772,27.772852,47.754221;3314790.229411,64202832.830784,27.706717,53.688617;9119937.528691,211351469.246352,27.447856,96.418047;1116008.142157,46318983.846347,28.216965,45.601868
2025-04-01 11:23:58.609010;2025-04-01 11:23:59.692923;1390315.315755,50956558.017005,27.580808,47.037547;2024694.512316,50382716.61516,27.772856,47.75423;3314790.247345,64202836.51832,27.706718,53.688619;9119937.718038,211351482.56069,27.447857,96.418052;1116008.27875,46318991.666532,28.216968,45.601874
2025-04-01 11:23:59.693923;2025-04-01 11:24:00.713970;1390315.408007,50956568.749118,27.580811,47.037554;2024694.688957,50382731.948043,27.772859,47.75424;3314790.257913,64202841.065193,27.706718,53.688621;9119937.842224,211351495.335553,27.447857,96.418056;1116008.417119,46318999.585713,28.216971,45.60188
2025-04-01 11:24:00.714966;2025-04-01 11:24:01.786941;1390315.436512,50956572.486766,27.580812,47.037557;2024694.732267,50382737.310221,27.772861,47.754243;3314790.29028,64202843.674885,27.706718,53.688622;9119937.953813,211351501.117609,27.447858,96.418058;1116008.549705,46319003.462914,28.216972,45.601883
2025-04-01 11:24:01.787939;2025-04-01 11:24:02.847687;1390316.629402,50956600.329391,27.580813,47.03757;2024695.100909,50382759.114864,27.772863,47.754255;3314790.36074,64202847.443206,27.706719,53.688624;9119938.2933,211351514.430061,27.447858,96.418062;1116010.319036,46319028.156975,28.216972,45.601894
