Estimulo;C1;C2;C3;C4;C5
0;1272514.715834,35568467.072374,28.648073,40.266477;1679370.768375,37780370.026716,28.026317,41.218413;1303592.039813,35761738.766977,28.59508,40.361379;1095117.542485,34521707.17014,29.605111,40.518003;730725.205351,32768905.229144,29.399143,39.097166
0;1272516.396571,35568492.634231,28.648095,40.266507;1679375.892594,37780426.55037,28.026334,41.21846;1303593.527359,35761755.993852,28.595084,40.361392;1095118.953314,34521725.321313,29.605114,40.518017;730728.274026,32768944.01831,29.399152,39.097198
0;1272521.60068,35568545.014579,28.648102,40.266543;1679379.76708,37780479.283398,28.026354,41.218503;1303596.906542,35761774.638844,28.59509,40.361409;1095122.048638,34521744.386435,29.605118,40.518033;730731.317404,32768982.151675,29.399163,39.09723
0;1272522.255778,35568642.145325,28.648137,40.26662;1679380.053957,37780658.161494,28.026406,41.218632;1303597.130331,35761822.551369,28.595105,40.361445;1095122.39183,34521789.390698,29.605131,40.518067;730731.538263,32769088.315305,29.399197,39.097315
0;1272524.73087,35568680.141241,28.648153,40.266653;1679382.841094,37780719.879426,28.02643,41.218685;1303598.88706,35761843.728433,28.595112,40.361464;1095124.213572,34521808.982797,29.605136,40.518085;730734.037873,32769125.975714,29.399213,39.097353
0;1272526.49048,35568728.768273,28.648177,40.266703;1679386.985443,37780815.035256,28.026473,41.218777;1303600.357222,35761869.698075,28.595126,40.361491;1095125.455734,34521834.048896,29.605147,40.51811;730736.699711,32769191.838992,29.39924,39.097418
0;1272526.715733,35568745.558098,28.648215,40.266737;1679387.312632,37780853.803042,28.026504,41.218817;1303600.459058,35761877.966478,28.595137,40.361504;1095125.630864,34521842.409805,29.605156,40.518122;730737.081926,32769220.789254,29.399259,39.09745
0;1272528.086698,35568768.209973,28.648226,40.266759;1679388.920147,37780898.419623,28.026524,41.218857;1303601.549839,35761891.338986,28.595142,40.361516;1095126.686016,34521855.087186,29.60516,40.518134;730738.424747,32769249.978493,29.399271,39.097476
0;1272528.138816,35568770.818988,28.648228,40.266763;1679388.980202,37780903.938831,28.026526,41.218862;1303601.59383,35761893.00607,28.595143,40.361518;1095126.698302,34521856.957989,29.605161,40.518135;730738.448451,32769254.153626,29.399273,39.09748
0;1272528.212092,35568787.563784,28.648239,40.266781;1679389.043744,37780939.82527,28.026548,41.218901;1303601.610601,35761901.022203,28.595149,40.361527;1095126.717795,34521864.213359,29.605166,40.518144;730738.505716,32769276.664424,29.399286,39.097505
2;1272528.377683,35568822.298665,28.648257,40.266813;1679389.32936,37781020.472082,28.026579,41.218965;1303601.806192,35761921.222461,28.595158,40.361545;1095126.906605,34521884.038019,29.605174,40.518161;730738.757213,32769330.270811,29.399306,39.097551
0;1272528.504249,35568853.472376,28.648266,40.266837;1679389.463656,37781085.169209,28.026596,41.21901;1303601.929372,35761937.460689,28.595164,40.361557;1095127.109628,34521899.390069,29.605178,40.518173;730739.069484,32769372.23732,29.399316,39.097581
0;1272552.520545,35569617.485113,28.648656,40.267614;1679435.670533,37782330.843735,28.027097,41.220145;1303611.769506,35762191.700406,28.595301,40.361822;1095135.124241,34522143.632826,29.605299,40.518427;730766.086726,32770123.66419,29.39964,39.098331
2;1272554.07576,35569631.103143,28.648658,40.267624;1679442.306272,37782360.649125,28.027099,41.220167;1303613.246042,35762199.259093,28.595301,40.361828;1095136.497332,34522150.704617,29.605299,40.518432;730770.982125,32770141.011843,29.39964,39.098346
