Estimulo;C1;C5
1;1272941.23786,35577246.440089,28.652657,40.275298,1272942.681559,35577271.739633,28.652663,40.275319;731214.882336,32778125.921003,29.403067,39.106107,731215.42807,32778153.15807,29.403075,39.10613
2;1272943.6728,35577298.429667,28.652663,40.275333,1272944.526224,35577318.748435,28.652669,40.275351;731217.039686,32778175.166965,29.403075,39.106144,731217.977092,32778191.304231,29.403085,39.106163
0;1272944.919522,35577339.455456,28.65268,40.275373,1272944.919522,35577339.455456,28.65268,40.275373;731218.428027,32778202.72248,29.403095,39.106179,731218.428027,32778202.72248,29.403095,39.106179
1;1272985.972028,35578876.294512,28.653461,40.276842,1272986.222884,35579071.743447,28.653596,40.277048;731265.787843,32779775.217338,29.403743,39.107623,731266.251353,32779963.781196,29.403859,39.10782
2;1273007.947123,35579785.229785,28.653863,40.27769,1273009.114706,35579851.36707,28.653898,40.277754;731297.325006,32780744.399502,29.404072,39.108494,731297.624553,32780802.831229,29.404107,39.108552
0;1273011.027943,35579901.506732,28.653903,40.277785,1273011.027943,35579901.506732,28.653903,40.277785;731297.929226,32780829.859904,29.404117,39.108573,731297.929226,32780829.859904,29.404117,39.108573
2;1273020.71957,35580146.39013,28.654018,40.278024,1273025.178682,35580191.513624,28.654038,40.278068;731309.351879,32781087.027508,29.404218,39.108822,731312.356339,32781129.914209,29.404237,39.108863
1;1273042.046618,35580649.39026,28.654304,40.278558,1273042.890884,35580730.504956,28.65434,40.278629;731328.907635,32781631.453445,29.40446,39.109367,731329.821085,32781708.439896,29.404492,39.109437
0;1273043.801215,35580758.366853,28.654346,40.278649,1273043.801215,35580758.366853,28.654346,40.278649;731330.896121,32781734.329902,29.404499,39.109458,731330.896121,32781734.329902,29.404499,39.109458
2;1273043.853029,35580763.57833,28.654348,40.278654,1273045.852904,35580795.920087,28.654357,40.278679;731331.061321,32781739.865489,29.404502,39.109464,731331.434802,32781759.856857,29.40451,39.109483
2;1273062.26891,35581173.277019,28.654522,40.27903,1273062.382342,35581242.936375,28.654546,40.279089;731349.76406,32782166.285681,29.404653,39.109846,731349.961675,32782217.056344,29.404679,39.109897
0;1273062.825076,35581279.473892,28.654553,40.279113,1273062.825076,35581279.473892,28.654553,40.279113;731349.985244,32782243.659661,29.404688,39.109919,731349.985244,32782243.659661,29.404688,39.109919
2;1273077.459214,35581608.999544,28.654671,40.279389,1273078.617034,35581631.675754,28.654683,40.279412;731373.24542,32782634.67343,29.404785,39.110229,731373.595399,32782655.463211,29.404795,39.11025
1;1273081.438104,35581656.231275,28.654682,40.279426,1273082.015798,35581685.081031,28.654693,40.279451;731373.760079,32782668.413408,29.404796,39.110257,731375.228111,32782713.468952,29.404806,39.110293
0;1273083.667621,35581722.348985,28.654698,40.279473,1273083.667621,35581722.348985,28.654698,40.279473;731375.730858,32782746.821411,29.40481,39.110315,731375.730858,32782746.821411,29.40481,39.110315
2;1273083.746353,35581739.12163,28.654702,40.279486,1273086.486464,35581788.199304,28.6547,40.279513;731375.844359,32782766.346959,29.404814,39.110328,731377.053473,32782776.958663,29.404815,39.110336
1;1273108.559948,35581999.643435,28.654788,40.279718,1273109.083926,35582044.967691,28.654803,40.279755;731397.396991,32782984.396644,29.404893,39.110537,731398.009314,32783023.665665,29.404907,39.110571
0;1273181.372318,35582636.517783,28.655105,40.280382,1273181.372318,35582636.517783,28.655105,40.280382;731474.21436,32783636.495016,29.405159,39.111196,731474.21436,32783636.495016,29.405159,39.111196
1;1273181.543961,35582651.554436,28.655113,40.280396,1273182.053714,35582704.656617,28.655158,40.280463;731474.472857,32783649.041039,29.405168,39.111211,731475.315743,32783719.604835,29.405205,39.111282
1;1273182.557116,35582713.226403,28.655166,40.280476,1273183.809341,35582754.129152,28.655169,40.280503;731475.75397,32783731.25884,29.405214,39.1113,731477.901597,32783774.09373,29.405218,39.111331
2;1273264.842591,35584661.307832,28.656213,40.282415,1273265.947369,35584680.719943,28.656246,40.282447;731571.417334,32785697.569224,29.406077,39.113188,731571.656218,32785718.110719,29.406107,39.113219
0;1273268.235568,35585021.001586,28.656466,40.282775,1273268.235568,35585021.001586,28.656466,40.282775;731572.625989,32785988.785597,29.406299,39.113502,731572.625989,32785988.785597,29.406299,39.113502
1;1273274.956309,35585282.327721,28.656597,40.283022,1273276.041813,35585336.904771,28.65663,40.283079;731583.428635,32786314.761845,29.4064,39.113775,731584.025409,32786359.616456,29.406434,39.113828
2;1273323.449265,35587680.07005,28.657987,40.285507,1273333.896039,35587933.727159,28.65818,40.285799;731634.937312,32788742.944334,29.407539,39.11615,731647.79445,32789005.434031,29.407708,39.11644
0;1273348.59739,35589220.131324,28.659014,40.2872,1273348.59739,35589220.131324,28.659014,40.2872;731664.959546,32790275.364813,29.408427,39.117798,731664.959546,32790275.364813,29.408427,39.117798
1;1273419.45673,35592140.779964,28.66004,40.289649,1273419.644572,35592148.498603,28.660042,40.289655;731754.928333,32793236.896918,29.409216,39.120199,731755.677252,32793242.657779,29.409218,39.120205
0;1273421.463613,35592450.892493,28.660259,40.289989,1273421.463613,35592450.892493,28.660259,40.289989;731757.054562,32793534.57024,29.409415,39.120529,731757.054562,32793534.57024,29.409415,39.120529
2;1273421.753938,35592479.974457,28.660272,40.290014,1273421.753938,35592479.974457,28.660272,40.290014;731757.30177,32793563.313261,29.40943,39.120558,731757.30177,32793563.313261,29.40943,39.120558
0;862486.219276,36271587.098528,28.625752,40.422499,862486.219276,36271587.098528,28.625752,40.422499;881364.859514,35922396.110607,28.681824,40.301947,881364.859514,35922396.110607,28.681824,40.301947
2;862486.303745,36271606.018375,28.625761,40.422516,862489.965294,36271890.940234,28.6259,40.422771;881364.959292,35922409.739609,28.681833,40.301961,881367.730664,35922547.61911,28.681918,40.302104
2;862493.034352,36272021.664063,28.62597,40.422899,862493.281489,36272053.345052,28.62598,40.422922;881369.276644,35922666.93739,28.681969,40.302209,881369.517063,35922690.320704,28.681977,40.302226
0;862496.106517,36272144.569572,28.625976,40.422971,862496.106517,36272144.569572,28.625976,40.422971;881370.441171,35922702.428271,28.681981,40.302238,881370.441171,35922702.428271,28.681981,40.302238
2;862504.872349,36272367.062232,28.626064,40.423181,862504.998996,36272459.73368,28.62607,40.423234;881377.099063,35922883.762937,28.682041,40.302397,881377.359388,35922894.081004,28.682051,40.302412
0;862528.306692,36272844.527331,28.626201,40.423555,862528.306692,36272844.527331,28.626201,40.423555;881400.548086,35923181.618435,28.682145,40.302654,881400.548086,35923181.618435,28.682145,40.302654
1;862528.391966,36272855.765623,28.626206,40.423565,862528.600066,36272906.35904,28.626243,40.423625;881400.670075,35923195.699719,28.682149,40.302665,881400.861086,35923227.272775,28.682176,40.302705
0;862584.507453,36274286.754771,28.626847,40.424883,862584.507453,36274286.754771,28.626847,40.424883;881449.140936,35924300.960218,28.682543,40.303604,881449.140936,35924300.960218,28.682543,40.303604
2;862600.880233,36274783.059249,28.627019,40.425302,862602.267978,36275013.743529,28.627164,40.42554;881467.665514,35924706.511068,28.682656,40.303927,881468.908608,35924884.321332,28.682744,40.304091
2;862603.399595,36275024.982967,28.627175,40.425556,862604.573517,36275056.653535,28.627185,40.425584;881470.328967,35924894.457655,28.682755,40.304109,881471.433808,35924916.941146,28.682765,40.304132
0;862607.7242,36275100.451116,28.627185,40.425612,862607.7242,36275100.451116,28.627185,40.425612;881472.413676,35924947.611054,28.682769,40.304152,881472.413676,35924947.611054,28.682769,40.304152
2;862607.874162,36275117.913792,28.627192,40.425627,862608.993209,36275168.014297,28.627197,40.42566;881472.518088,35924964.599964,28.682775,40.304166,881472.990197,35924985.014872,28.682783,40.304186
0;862665.766697,36276369.797852,28.627628,40.426722,862665.766697,36276369.797852,28.627628,40.426722;881523.464821,35925880.207822,28.683057,40.304949,881523.464821,35925880.207822,28.683057,40.304949
2;862666.246855,36276380.455814,28.627634,40.426734,862668.058508,36276562.338384,28.627734,40.426914;881523.703449,35925889.696255,28.683062,40.30496,881524.524854,35925991.243541,28.683127,40.30507
2;862711.528093,36277258.893894,28.628116,40.427613,862711.94705,36277377.834381,28.628192,40.427739;881559.323942,35926502.775255,28.683375,40.305568,881559.795648,35926590.850589,28.683424,40.305657
1;862723.260833,36277688.319669,28.62818,40.427896,862723.574186,36277719.044693,28.628179,40.427912;881571.243335,35926776.544067,28.683423,40.305762,881571.549641,35926794.121209,28.683423,40.305772
0;862727.533931,36277998.153558,28.628417,40.428273,862727.533931,36277998.153558,28.628417,40.428273;881574.78128,35926998.733772,28.683576,40.306025,881574.78128,35926998.733772,28.683576,40.306025
1;862727.602764,36278015.894856,28.628424,40.428288,862728.070497,36278062.76917,28.628438,40.428326;881574.808763,35927013.861873,28.683583,40.306039,881575.157092,35927064.91953,28.683593,40.306076
2;862761.625444,36279593.851814,28.62929,40.429904,862763.430856,36279688.738441,28.629483,40.430096;881613.284475,35928379.620857,28.684083,40.307244,881614.599891,35928450.29811,28.684209,40.307373
0;862771.843312,36279779.446325,28.629508,40.430164,862771.843312,36279779.446325,28.629508,40.430164;881620.361604,35928512.054597,28.684229,40.307421,881620.361604,35928512.054597,28.684229,40.307421
2;862772.162541,36279786.5756,28.629509,40.430169,862777.708423,36279844.622625,28.629514,40.430202;881621.077667,35928518.700914,28.684229,40.307426,881622.540797,35928529.795137,28.684235,40.307436
2;862827.806685,36280591.47781,28.629944,40.431022,862831.59367,36280732.818264,28.630075,40.431205;881662.94477,35929124.069536,28.684507,40.308037,881666.511784,35929217.687313,28.684592,40.308159
0;862833.551629,36280761.944709,28.630081,40.431227,862833.551629,36280761.944709,28.630081,40.431227;881667.980987,35929238.212727,28.684596,40.308174,881667.980987,35929238.212727,28.684596,40.308174
1;862834.259514,36280771.918913,28.630088,40.43124,862835.084304,36280794.97957,28.630099,40.431264;881668.913669,35929250.963594,28.684602,40.308188,881670.589047,35929275.116719,28.684611,40.308212
2;862880.715376,36282166.005143,28.630898,40.432668,862883.253322,36282349.887166,28.631087,40.432929;881720.486372,35930342.469697,28.685127,40.309236,881722.251609,35930489.302661,28.685248,40.309419
1;862884.837269,36282440.93752,28.63108,40.432977,862885.213816,36282449.295031,28.63108,40.432982;881723.262075,35930521.531987,28.68525,40.309438,881723.449738,35930529.144503,28.68525,40.309443
0;862885.302125,36282457.63188,28.63109,40.432996,862885.302125,36282457.63188,28.63109,40.432996;881723.497961,35930546.0747,28.685258,40.309459,881723.497961,35930546.0747,28.685258,40.309459
1;862901.780207,36282776.206898,28.631223,40.433281,862903.416809,36282817.366566,28.631241,40.433317;881736.145119,35930797.125428,28.685346,40.309672,881738.034396,35930818.972695,28.685357,40.309692
1;862904.210663,36282887.038475,28.631246,40.433354,862904.506116,36282910.65612,28.631251,40.433372;881738.710319,35930875.781449,28.685364,40.309725,881739.258645,35930897.334669,28.685368,40.309741
0;862905.060837,36282941.939097,28.631257,40.433393,862905.060837,36282941.939097,28.631257,40.433393;881739.848609,35930932.92987,28.685371,40.309762,881739.848609,35930932.92987,28.685371,40.309762
1;862905.294243,36282949.212929,28.631257,40.433398,862907.193016,36282955.04487,28.631264,40.433409;881739.916032,35930940.420738,28.685372,40.309767,881740.500317,35930947.131704,28.685378,40.309777
1;862907.406532,36282978.678247,28.631278,40.433432,862908.011621,36282996.062566,28.631285,40.433449;881740.686382,35930972.476881,28.68539,40.3098,881740.940083,35930988.270795,28.685396,40.309815
1;862908.682236,36283021.872355,28.631292,40.433467,862909.193394,36283027.009762,28.631293,40.433472;881741.207965,35931009.636561,28.685402,40.30983,881741.325789,35931013.370746,28.685403,40.309833
0;862933.281011,36283578.937867,28.631446,40.433917,862933.281011,36283578.937867,28.631446,40.433917;881757.622265,35931354.069402,28.685514,40.310128,881757.622265,35931354.069402,28.685514,40.310128
1;862940.94085,36284070.139153,28.631666,40.434371,862941.492906,36284221.324986,28.631785,40.434554;881765.706514,35931741.275618,28.685648,40.310454,881766.295912,35931858.150619,28.685723,40.310581
0;862945.765613,36285279.139038,28.63244,40.435661,862945.765613,36285279.139038,28.63244,40.435661;881772.281407,35932747.808422,28.686133,40.311401,881772.281407,35932747.808422,28.686133,40.311401
2;862973.177277,36285503.314983,28.632466,40.435833,862974.850551,36285636.143138,28.632504,40.435933;881784.233632,35932890.439571,28.686157,40.31151,881786.115908,35932950.913982,28.686184,40.311567
1;863025.978909,36288049.103729,28.633556,40.438079,863028.138601,36288195.241145,28.633885,40.438404;881828.14994,35934832.243338,28.686824,40.313107,881830.775847,35934951.814012,28.687046,40.313335
0;863039.127113,36288313.720884,28.633922,40.43849,863039.127113,36288313.720884,28.633922,40.43849;881839.722726,35935070.35548,28.687065,40.313411,881839.722726,35935070.35548,28.687065,40.313411
1;863062.295947,36289004.483711,28.634268,40.439164,863062.938747,36289128.239485,28.634343,40.439293;881859.323898,35935601.380542,28.687281,40.313892,881860.005944,35935712.746548,28.687327,40.313988
1;863200.587663,36290150.172714,28.635055,40.44058,863206.354919,36290236.92811,28.635169,40.44073;881964.905124,35936524.073197,28.687773,40.31491,881967.969624,35936591.832327,28.687851,40.315017
0;863218.466419,36290298.962862,28.635162,40.440769,863218.466419,36290298.962862,28.635162,40.440769;881974.631117,35936635.898726,28.687849,40.315045,881974.631117,35936635.898726,28.687849,40.315045
1;863227.681883,36290747.685459,28.635238,40.441063,863228.688807,36290803.664528,28.635247,40.441098;881979.764582,35936833.829645,28.687909,40.315193,881980.201292,35936877.766361,28.687916,40.315222
2;863229.179621,36290825.357944,28.63525,40.441112,863230.454359,36290840.274123,28.635257,40.441125;881980.800993,35936899.863361,28.687919,40.315235,881981.448291,35936910.816502,28.687923,40.315245
0;863234.470251,36290982.522232,28.63525,40.441201,863234.470251,36290982.522232,28.63525,40.441201;881981.95935,35936948.877601,28.687933,40.315271,881981.95935,35936948.877601,28.687933,40.315271
2;863234.859036,36290997.132475,28.635258,40.441215,863237.439787,36291032.961229,28.635264,40.441239;881981.993746,35936961.659091,28.687941,40.315283,881982.964018,35936981.271773,28.687946,40.315299
2;1686897.166278,34486081.808298,28.58759,40.165886,1686901.779289,34486356.111619,28.587746,40.166161;1027893.317562,34074413.094926,29.059775,39.629445,1027897.671438,34074591.409403,29.05988,39.629635
2;1686901.907272,34486426.449036,28.587751,40.166202,1686904.192799,34486476.858425,28.587759,40.166237;1027898.00824,34074622.998699,29.059889,39.629661,1027900.016766,34074660.179441,29.059895,39.629688
2;1686905.927939,34486535.116308,28.58776,40.166272,1686906.66072,34486571.752836,28.58777,40.166297;1027900.124103,34074669.287666,29.059895,39.629693,1027900.620007,34074699.837216,29.059903,39.629714
0;1686917.473817,34486864.084235,28.587888,40.166553,1686917.473817,34486864.084235,28.587888,40.166553;1027906.459391,34074886.686142,29.059982,39.629884,1027906.459391,34074886.686142,29.059982,39.629884
2;1686917.74576,34486882.483664,28.587901,40.166573,1686918.902178,34487003.991943,28.587917,40.166655;1027906.582193,34074906.692562,29.059994,39.629904,1027908.488176,34074996.365687,29.060002,39.629957
2;1686919.327775,34487025.307629,28.587932,40.16668,1686920.66848,34487039.785786,28.587935,40.166691;1027908.88126,34075003.057227,29.060017,39.629973,1027910.523148,34075016.111709,29.06002,39.629984
0;1686965.233846,34487684.216493,28.58822,40.167245,1686965.233846,34487684.216493,28.58822,40.167245;1027946.726936,34075524.011422,29.060198,39.630401,1027946.726936,34075524.011422,29.060198,39.630401
1;1686966.248195,34487705.464761,28.588224,40.16726,1686969.474107,34487736.882223,28.588244,40.167299;1027947.262333,34075542.339193,29.060202,39.630415,1027947.477175,34075568.92504,29.060217,39.630441
1;1686993.547378,34489125.152559,28.589042,40.168745,1686999.706279,34489287.993817,28.589161,40.168935;1027966.852742,34076731.325442,29.060695,39.631521,1027972.201652,34076877.319831,29.060766,39.631663
0;1687017.442126,34489594.133872,28.589245,40.169169,1687017.442126,34489594.133872,28.589245,40.169169;1027985.476015,34077121.048207,29.060815,39.631841,1027985.476015,34077121.048207,29.060815,39.631841
2;1687017.676568,34489613.343821,28.589253,40.169188,1687019.46501,34489682.510847,28.589255,40.169225;1027985.806535,34077143.92424,29.06082,39.631858,1027986.587439,34077155.733846,29.060826,39.631869
