Estimulo;C1;C5
1;863200.587663,36290150.172714,28.635055,40.44058,863206.354919,36290236.92811,28.635169,40.44073;881964.905124,35936524.073197,28.687773,40.31491,881967.969624,35936591.832327,28.687851,40.315017
0;863218.466419,36290298.962862,28.635162,40.440769,863218.466419,36290298.962862,28.635162,40.440769;881974.631117,35936635.898726,28.687849,40.315045,881974.631117,35936635.898726,28.687849,40.315045
1;863227.681883,36290747.685459,28.635238,40.441063,863228.688807,36290803.664528,28.635247,40.441098;881979.764582,35936833.829645,28.687909,40.315193,881980.201292,35936877.766361,28.687916,40.315222
2;863229.179621,36290825.357944,28.63525,40.441112,863230.454359,36290840.274123,28.635257,40.441125;881980.800993,35936899.863361,28.687919,40.315235,881981.448291,35936910.816502,28.687923,40.315245
0;863234.470251,36290982.522232,28.63525,40.441201,863234.470251,36290982.522232,28.63525,40.441201;881981.95935,35936948.877601,28.687933,40.315271,881981.95935,35936948.877601,28.687933,40.315271
2;863234.859036,36290997.132475,28.635258,40.441215,863237.439787,36291032.961229,28.635264,40.441239;881981.993746,35936961.659091,28.687941,40.315283,881982.964018,35936981.271773,28.687946,40.315299
2;340706.694645,24458268.014599,32.555714,36.055583,340708.693741,24458337.480837,32.555716,36.055636;842347.588663,38110116.373528,29.877603,42.663808,842349.785523,38110225.996388,29.877618,42.663881
2;340709.597198,24458357.040582,32.555722,36.055657,340710.483137,24458370.587397,32.555726,36.055672;842349.939108,38110258.27262,29.87763,42.663909,842350.917019,38110284.071628,29.877637,42.663931
0;340710.598227,24458384.132922,32.555726,36.055681,340710.598227,24458384.132922,32.555726,36.055681;842351.14447,38110304.045153,29.877639,42.663943,842351.14447,38110304.045153,29.877639,42.663943
2;340710.782629,24458403.992946,32.555731,36.055699,340711.139059,24458454.778053,32.555741,36.055743;842351.391422,38110340.449578,29.877648,42.66397,842352.591186,38110374.530022,29.877668,42.66401
0;340717.757347,24458684.155776,32.555763,36.055923,340717.757347,24458684.155776,32.555763,36.055923;842358.544361,38110738.639862,29.877736,42.664257,842358.544361,38110738.639862,29.877736,42.664257
2;340721.504942,24458770.999848,32.555772,36.055997,340723.051422,24458784.196073,32.555772,36.056008;842362.612679,38110881.838434,29.877758,42.664357,842364.615145,38110899.238285,29.87776,42.664371
1;340723.445995,24458797.321423,32.555775,36.056022,340724.706162,24458824.245514,32.555773,36.056044;842364.940327,38110933.362035,29.877764,42.664396,842365.434935,38110956.401734,29.877771,42.664417
0;340726.13268,24458889.895515,32.555778,36.0561,340726.13268,24458889.895515,32.555778,36.0561;842368.130216,38111081.829287,29.877784,42.664504,842368.130216,38111081.829287,29.877784,42.664504
2;340726.854985,24458970.894536,32.555794,36.056171,340727.216713,24458990.939441,32.555793,36.056184;842369.157027,38111227.198993,29.877809,42.664603,842369.906081,38111258.444338,29.87781,42.664621
2;340730.42582,24459071.365394,32.555797,36.056252,340731.18377,24459099.821447,32.555796,36.056272;842374.455592,38111396.489223,29.877825,42.664713,842375.658729,38111439.425174,29.877828,42.66474
0;340731.341229,24459127.815981,32.555794,36.056288,340731.341229,24459127.815981,32.555794,36.056288;842375.83793,38111461.290274,29.877831,42.664756,842375.83793,38111461.290274,29.877831,42.664756
2;340731.533009,24459147.760485,32.5558,36.056309,340731.952539,24459174.312222,32.555798,36.056326;842375.928632,38111498.747279,29.877844,42.664789,842376.133374,38111553.531075,29.877841,42.664814
2;340733.584809,24459242.673867,32.5558,36.056376,340733.999831,24459269.959893,32.555804,36.056398;842378.127565,38111675.124005,29.877855,42.66489,842379.220205,38111707.960544,29.877865,42.664917
2;340735.400453,24459320.15335,32.5558,36.056427,340735.973186,24459350.566359,32.555801,36.056449;842380.21752,38111740.746368,29.877872,42.664941,842380.553126,38111799.728354,29.877879,42.664976
0;340737.206739,24459361.363775,32.555802,36.056459,340737.206739,24459361.363775,32.555802,36.056459;842381.713226,38111814.922655,29.877882,42.664988,842381.713226,38111814.922655,29.877882,42.664988
1;340738.899018,24459511.201848,32.55582,36.056583,340739.085627,24459526.989762,32.555825,36.056598;842384.435386,38112063.707051,29.877925,42.665162,842384.963817,38112091.144771,29.877933,42.665185
0;340740.315834,24459547.943779,32.555831,36.056621,340740.315834,24459547.943779,32.555831,36.056621;842385.555572,38112130.042729,29.877942,42.665215,842385.555572,38112130.042729,29.877942,42.665215
1;340740.646052,24459558.549451,32.555837,36.056636,340740.791835,24459567.791084,32.555838,36.056643;842385.831669,38112151.923455,29.877953,42.66524,842385.959578,38112171.288075,29.877954,42.665251
1;340741.180124,24459580.209302,32.555843,36.056658,340741.696853,24459626.003664,32.555848,36.056694;842386.382523,38112192.344448,29.877963,42.665272,842387.733913,38112258.284505,29.877974,42.665318
2;340742.088214,24459658.158107,32.555852,36.05672,340742.189908,24459669.697484,32.555852,36.056729;842387.999987,38112318.136414,29.877983,42.665357,842388.068632,38112334.414326,29.877986,42.665369
0;340746.542105,24459775.320232,32.555848,36.056807,340746.542105,24459775.320232,32.555848,36.056807;842393.477995,38112506.576963,29.877992,42.665471,842393.477995,38112506.576963,29.877992,42.665471
0;340752.035994,24460086.814613,32.555856,36.057038,340752.035994,24460086.814613,32.555856,36.057038;842400.185688,38112979.310562,29.878053,42.66578,842400.185688,38112979.310562,29.878053,42.66578
2;340752.231854,24460102.356009,32.555866,36.05706,340753.357971,24460128.917776,32.555861,36.057075;842400.528221,38113012.809636,29.878068,42.665815,842401.241127,38113037.793443,29.878069,42.665829
1;340757.69134,24460229.413338,32.555866,36.057165,340758.130656,24460250.718208,32.555863,36.057178;842404.086891,38113200.172048,29.878087,42.665942,842404.789812,38113229.203054,29.878087,42.665958
1;340758.198355,24460260.660686,32.555866,36.05719,340759.065798,24460300.279297,32.555875,36.057222;842405.034093,38113248.083766,29.878093,42.665976,842407.497991,38113311.976935,29.878107,42.666021
0;340762.04564,24460387.985505,32.555878,36.057289,340762.04564,24460387.985505,32.555878,36.057289;842411.150653,38113451.814871,29.878125,42.666111,842411.150653,38113451.814871,29.878125,42.666111
0;340764.292415,24460551.246801,32.555901,36.057434,340764.292415,24460551.246801,32.555901,36.057434;842414.349361,38113688.855324,29.878188,42.666308,842414.349361,38113688.855324,29.878188,42.666308
1;340764.342643,24460568.569944,32.555904,36.057448,340764.631411,24460584.190777,32.555904,36.057461;842414.430895,38113723.280464,29.878193,42.66633,842415.056076,38113742.252329,29.878197,42.666347
2;340765.095737,24460602.091891,32.555912,36.057484,340765.476939,24460623.505627,32.555913,36.057502;842415.725273,38113776.975469,29.87821,42.666382,842416.158851,38113814.180925,29.878216,42.666407
1;340767.624214,24460700.762672,32.555912,36.057555,340767.818884,24460731.258816,32.555918,36.057582;842419.525937,38113929.857165,29.878227,42.666477,842419.949172,38113986.793918,29.878241,42.66652
0;340768.750085,24460751.459063,32.555921,36.057603,340768.750085,24460751.459063,32.555921,36.057603;842421.003131,38114027.619704,29.878247,42.666549,842421.003131,38114027.619704,29.878247,42.666549
1;340769.971639,24460782.90399,32.55592,36.057624,340770.997322,24460800.419641,32.555918,36.057638;842421.830884,38114071.373889,29.878251,42.666575,842422.402977,38114091.83638,29.878254,42.66659
2;340771.257258,24460815.803688,32.555922,36.057652,340771.852275,24460851.805358,32.555919,36.057676;842422.559643,38114134.416207,29.878259,42.666616,842423.447817,38114187.329228,29.878262,42.666646
0;340772.321902,24460921.945196,32.555921,36.05773,340772.321902,24460921.945196,32.555921,36.05773;842424.183612,38114272.472612,29.878277,42.666709,842424.183612,38114272.472612,29.878277,42.666709
2;340773.166524,24460941.931419,32.555921,36.057745,340773.579918,24460984.53676,32.555922,36.057777;842425.379193,38114307.442289,29.878279,42.666732,842425.621203,38114394.071704,29.878285,42.666783
1;340776.900983,24461125.43979,32.555946,36.057899,340778.061068,24461135.057653,32.555947,36.057909;842431.839105,38114633.084002,29.878334,42.666963,842433.504267,38114654.053498,29.878335,42.666977
2;340778.142388,24461148.451568,32.555951,36.057924,340778.264809,24461175.073003,32.555955,36.057948;842433.618023,38114673.635543,29.878343,42.666998,842434.288809,38114721.367373,29.878351,42.667032
0;340778.37595,24461197.156058,32.555956,36.057964,340778.37595,24461197.156058,32.555956,36.057964;842434.434143,38114761.224855,29.878358,42.667057,842434.434143,38114761.224855,29.878358,42.667057
1;340784.82656,24461302.958207,32.55597,36.058063,340785.188209,24461322.748902,32.555971,36.058079;842443.623272,38114956.655127,29.878389,42.667204,842444.527108,38114993.9713,29.87839,42.667227
1;340785.466218,24461331.219141,32.55598,36.058094,340785.618614,24461367.489833,32.555981,36.058121;842445.970882,38115012.317583,29.878402,42.667249,842446.149244,38115066.553279,29.878412,42.667287
0;340785.819786,24461393.730805,32.55598,36.058137,340785.819786,24461393.730805,32.55598,36.058137;842446.799412,38115107.229552,29.878413,42.667308,842446.799412,38115107.229552,29.878413,42.667308
1;340785.824211,24461438.227962,32.555985,36.058173,340786.553278,24461451.752074,32.555984,36.058182;842446.962401,38115181.643366,29.878425,42.667357,842447.59538,38115200.167216,29.878426,42.667369
1;340786.717667,24461461.661946,32.555989,36.058194,340787.190207,24461482.291722,32.555996,36.058213;842447.950507,38115221.34874,29.878435,42.667388,842448.268883,38115267.200587,29.878443,42.667419
1;340787.800337,24461542.445513,32.556008,36.058268,340787.800337,24461542.445513,32.556008,36.058268;842449.140855,38115361.659952,29.87847,42.667497,842449.140855,38115361.659952,29.87847,42.667497
2;1686897.166278,34486081.808298,28.58759,40.165886,1686901.779289,34486356.111619,28.587746,40.166161;1027893.317562,34074413.094926,29.059775,39.629445,1027897.671438,34074591.409403,29.05988,39.629635
2;1686901.907272,34486426.449036,28.587751,40.166202,1686904.192799,34486476.858425,28.587759,40.166237;1027898.00824,34074622.998699,29.059889,39.629661,1027900.016766,34074660.179441,29.059895,39.629688
2;1686905.927939,34486535.116308,28.58776,40.166272,1686906.66072,34486571.752836,28.58777,40.166297;1027900.124103,34074669.287666,29.059895,39.629693,1027900.620007,34074699.837216,29.059903,39.629714
0;1686917.473817,34486864.084235,28.587888,40.166553,1686917.473817,34486864.084235,28.587888,40.166553;1027906.459391,34074886.686142,29.059982,39.629884,1027906.459391,34074886.686142,29.059982,39.629884
2;1686917.74576,34486882.483664,28.587901,40.166573,1686918.902178,34487003.991943,28.587917,40.166655;1027906.582193,34074906.692562,29.059994,39.629904,1027908.488176,34074996.365687,29.060002,39.629957
2;1686919.327775,34487025.307629,28.587932,40.16668,1686920.66848,34487039.785786,28.587935,40.166691;1027908.88126,34075003.057227,29.060017,39.629973,1027910.523148,34075016.111709,29.06002,39.629984
0;1686965.233846,34487684.216493,28.58822,40.167245,1686965.233846,34487684.216493,28.58822,40.167245;1027946.726936,34075524.011422,29.060198,39.630401,1027946.726936,34075524.011422,29.060198,39.630401
1;1686966.248195,34487705.464761,28.588224,40.16726,1686969.474107,34487736.882223,28.588244,40.167299;1027947.262333,34075542.339193,29.060202,39.630415,1027947.477175,34075568.92504,29.060217,39.630441
1;1686993.547378,34489125.152559,28.589042,40.168745,1686999.706279,34489287.993817,28.589161,40.168935;1027966.852742,34076731.325442,29.060695,39.631521,1027972.201652,34076877.319831,29.060766,39.631663
0;1687017.442126,34489594.133872,28.589245,40.169169,1687017.442126,34489594.133872,28.589245,40.169169;1027985.476015,34077121.048207,29.060815,39.631841,1027985.476015,34077121.048207,29.060815,39.631841
2;1687017.676568,34489613.343821,28.589253,40.169188,1687019.46501,34489682.510847,28.589255,40.169225;1027985.806535,34077143.92424,29.06082,39.631858,1027986.587439,34077155.733846,29.060826,39.631869
2;1687020.05172,34489698.365472,28.589263,40.169243,1687020.723673,34489774.751573,28.589271,40.169287;1027987.210302,34077171.662443,29.060834,39.631886,1027987.555003,34077210.246331,29.060842,39.631914
0;1687055.35452,34491253.433369,28.590002,40.170721,1687055.35452,34491253.433369,28.590002,40.170721;1028014.860331,34078349.062346,29.061293,39.632962,1028014.860331,34078349.062346,29.061293,39.632962
2;1687076.202688,34492122.225992,28.590346,40.171501,1687078.233308,34492154.004847,28.590351,40.171524;1028039.33825,34079047.491541,29.0615,39.633556,1028040.928797,34079072.347332,29.061504,39.633574
0;1687079.326693,34492236.033647,28.590396,40.171604,1687079.326693,34492236.033647,28.590396,40.171604;1028041.620073,34079116.484422,29.061542,39.63363,1028041.620073,34079116.484422,29.061542,39.63363
2;1687105.137761,34492653.135488,28.590549,40.17197,1687105.771817,34492784.397,28.590566,40.172045;1028065.674741,34079470.438909,29.061627,39.633914,1028066.074652,34079557.58075,29.061637,39.633966
1;1687106.021634,34492818.94829,28.590579,40.172074,1687106.366034,34492826.388828,28.590582,40.172081;1028066.847404,34079578.244733,29.061651,39.633989,1028067.185798,34079589.718811,29.061653,39.633997
0;1687112.675503,34493401.611783,28.590966,40.172717,1687112.675503,34493401.611783,28.590966,40.172717;1028072.881974,34080030.66207,29.06189,39.634445,1028072.881974,34080030.66207,29.06189,39.634445
1;1687128.071117,34494334.018261,28.591385,40.173573,1687132.385575,34494530.683471,28.591504,40.173777;1028089.267955,34080776.612553,29.062133,39.635078,1028092.581468,34080927.247991,29.062206,39.635223
1;1687139.448344,34494699.351114,28.591544,40.173908,1687139.551585,34494729.008459,28.591552,40.173929;1028100.95778,34081070.402925,29.062232,39.635333,1028101.890148,34081079.05892,29.062238,39.635343
1;1687139.950814,34494758.299517,28.591561,40.173952,1687140.69171,34494779.113364,28.591564,40.173967;1028102.345137,34081102.156307,29.062245,39.635361,1028102.667689,34081115.984306,29.062249,39.635373
1;1687142.167973,34494794.031389,28.591571,40.173981,1687142.269487,34494822.915715,28.591577,40.174002;1028103.759689,34081131.091788,29.062254,39.635386,1028103.853666,34081145.713219,29.062262,39.6354
0;1687143.172427,34494857.272025,28.59158,40.174023,1687143.172427,34494857.272025,28.59158,40.174023;1028104.65329,34081185.491049,29.062265,39.635424,1028104.65329,34081185.491049,29.062265,39.635424
2;1687291.353689,34496028.426162,28.592294,40.175425,1687302.60019,34496136.394055,28.592377,40.175569;1028228.910806,34082107.501396,29.062694,39.636449,1028234.3223,34082166.747521,29.06275,39.636543
0;1687320.995619,34496238.908989,28.592366,40.175632,1687320.995619,34496238.908989,28.592366,40.175632;1028246.756629,34082216.589592,29.062747,39.636582,1028246.756629,34082216.589592,29.062747,39.636582
1;1687322.433128,34496257.918161,28.592373,40.175649,1687323.033735,34496291.144205,28.592383,40.175675;1028246.783304,34082229.200293,29.062753,39.636594,1028246.882226,34082255.087856,29.062762,39.636615
0;1687373.544366,34498977.953586,28.593851,40.178211,1687373.544366,34498977.953586,28.593851,40.178211;1028288.870607,34084635.620705,29.0636,39.63857,1028288.870607,34084635.620705,29.0636,39.63857
2;1687395.014749,34500672.436875,28.594486,40.179644,1687396.267334,34500779.702411,28.594573,40.179774;1028311.260797,34086004.794477,29.06395,39.639627,1028312.554915,34086080.103646,29.064005,39.639716
1;1687416.351217,34502299.84802,28.595435,40.181179,1687416.475612,34502323.292861,28.595442,40.181197;1028335.950908,34087349.586144,29.064516,39.640767,1028336.217284,34087367.665499,29.064523,39.640783
0;1687416.870077,34502380.079031,28.595488,40.181273,1687416.870077,34502380.079031,28.595488,40.181273;1028336.967262,34087430.048667,29.064551,39.640849,1028336.967262,34087430.048667,29.064551,39.640849
1;1687447.627629,34503030.930756,28.595751,40.181852,1687449.216992,34503083.18446,28.595802,40.181922;1028361.397079,34087955.722373,29.064714,39.641282,1028362.883578,34087989.068919,29.064747,39.641327
0;1687475.914275,34504718.844472,28.596624,40.183513,1687475.914275,34504718.844472,28.596624,40.183513;1028374.995219,34089209.053051,29.065255,39.642453,1028374.995219,34089209.053051,29.065255,39.642453
2;1687484.549748,34504884.572521,28.596625,40.183611,1687485.092548,34504945.564862,28.596661,40.183675;1028382.175126,34089341.405711,29.065257,39.642535,1028382.734995,34089395.793006,29.065278,39.642585
2;1687485.825591,34504986.285254,28.596675,40.183711,1687487.515072,34505004.540061,28.596677,40.183725;1028383.287815,34089421.443476,29.065289,39.64261,1028384.246183,34089426.599165,29.065293,39.642617
1;1687487.662358,34505047.06103,28.59668,40.183749,1687487.707994,34505068.135155,28.596686,40.183766;1028384.907739,34089438.733203,29.065296,39.642628,1028384.969494,34089459.675593,29.065302,39.642644
0;1687488.183758,34505095.51043,28.596692,40.183786,1687488.183758,34505095.51043,28.596692,40.183786;1028385.529104,34089478.534606,29.065308,39.642661,1028385.529104,34089478.534606,29.065308,39.642661
1;1687488.320328,34505111.557107,28.596699,40.183802,1687488.695767,34505121.733936,28.5967,40.183809;1028385.911437,34089498.884958,29.065313,39.642679,1028386.289962,34089503.028712,29.065314,39.642683
1;1687489.392427,34505138.116665,28.596705,40.183821,1687489.633513,34505145.368071,28.596707,40.183827;1028386.494809,34089523.125142,29.065318,39.642695,1028386.669537,34089528.392395,29.06532,39.6427
1;1687490.703651,34505165.77599,28.596709,40.183841,1687491.634279,34505189.254876,28.596716,40.183862;1028387.849085,34089554.423758,29.065318,39.642715,1028388.20938,34089573.772458,29.065325,39.642732
0;1687570.704761,34505694.446582,28.5967,40.18418,1687570.704761,34505694.446582,28.5967,40.18418;1028449.950953,34089993.120776,29.06529,39.642985,1028449.950953,34089993.120776,29.06529,39.642985
2;1687593.703811,34507059.163558,28.597132,40.185278,1687593.877978,34507478.33151,28.597403,40.185712;1028471.826579,34091014.538,29.065531,39.643767,1028474.243433,34091299.113945,29.065694,39.644057
2;1687594.851323,34507497.798849,28.597402,40.185721,1687595.210003,34507540.392609,28.597416,40.185756;1028474.752494,34091312.107675,29.065692,39.644063,1028475.48349,34091349.920027,29.065701,39.644092
1;1687596.919467,34507553.329227,28.597423,40.185769,1687597.471116,34507562.324504,28.597423,40.185775;1028475.84278,34091361.031696,29.065705,39.644101,1028476.647305,34091368.485058,29.065705,39.644107
0;1687598.301958,34507580.537811,28.597423,40.185785,1687598.301958,34507580.537811,28.597423,40.185785;1028477.507208,34091382.152791,29.065705,39.644114,1028477.507208,34091382.152791,29.065705,39.644114
2;340819.645933,24462778.318948,32.556096,36.059291,340820.796127,24462805.167206,32.556097,36.059314;842485.129706,38117210.911971,29.878797,42.668858,842485.846169,38117246.467432,29.878802,42.668888
0;340823.515708,24462939.758427,32.556126,36.059439,340823.515708,24462939.758427,32.556126,36.059439;842490.017155,38117475.248381,29.878855,42.669064,842490.017155,38117475.248381,29.878855,42.669064
1;340824.6141,24463051.12933,32.556142,36.059529,340825.261079,24463068.609583,32.556147,36.059548;842491.062099,38117651.820964,29.878899,42.669196,842491.379185,38117675.597497,29.878908,42.669219
2;340825.349075,24463086.847083,32.556154,36.059572,340825.98981,24463099.717231,32.556162,36.059589;842491.920104,38117714.563515,29.878922,42.669259,842492.788675,38117730.119053,29.878937,42.669282
1;340826.553065,24463140.25807,32.556161,36.059615,340826.938636,24463169.315043,32.556159,36.059632;842493.079375,38117767.094105,29.878944,42.669306,842493.420397,38117811.929706,29.878947,42.669332
0;340826.993776,24463192.290941,32.556161,36.05965,340826.993776,24463192.290941,32.556161,36.05965;842493.562186,38117857.213251,29.878951,42.669358,842493.562186,38117857.213251,29.878951,42.669358
2;340827.016818,24463211.199386,32.556162,36.059665,340827.041294,24463244.6652,32.556164,36.059688;842493.939453,38117898.390614,29.878955,42.669384,842494.31009,38117935.117044,29.878962,42.669408
1;340831.315597,24463371.457632,32.556187,36.059807,340833.258843,24463387.872801,32.556192,36.059827;842501.957729,38118145.247902,29.87901,42.669576,842502.798233,38118177.602445,29.879021,42.669607
0;340833.78631,24463416.608271,32.556193,36.059847,340833.78631,24463416.608271,32.556193,36.059847;842503.316531,38118210.865819,29.879027,42.669629,842503.316531,38118210.865819,29.879027,42.669629
1;340834.111864,24463435.391164,32.556196,36.059864,340834.547646,24463465.422394,32.556201,36.059891;842504.729918,38118248.039291,29.879033,42.669656,842506.501739,38118296.789246,29.879047,42.669698
2;340837.105015,24463531.091028,32.556213,36.05995,340837.968023,24463550.273116,32.556217,36.059968;842509.793985,38118416.280778,29.879073,42.669785,842510.941313,38118451.717076,29.879081,42.669811
1;340838.275844,24463589.223103,32.556218,36.059994,340838.458554,24463600.89108,32.556218,36.060003;842511.036735,38118488.921525,29.879087,42.669837,842511.269632,38118507.020947,29.879088,42.669848
0;340839.263196,24463634.133107,32.556229,36.060037,340839.263196,24463634.133107,32.556229,36.060037;842512.02719,38118579.887614,29.879103,42.669899,842512.02719,38118579.887614,29.879103,42.669899
2;340839.599887,24463651.915336,32.55623,36.060052,340840.112185,24463689.608879,32.556227,36.060075;842512.348047,38118603.34673,29.879107,42.669918,842512.538238,38118637.689905,29.87911,42.669939
2;340840.906888,24463701.94808,32.556231,36.060089,340842.096278,24463724.366121,32.556235,36.060116;842512.946698,38118656.509993,29.879117,42.669956,842514.141211,38118681.482971,29.879128,42.669988
1;340842.214221,24463742.800594,32.556237,36.060132,340842.229696,24463756.058485,32.556242,36.060147;842514.355214,38118701.97976,29.879136,42.670008,842514.397589,38118726.899965,29.879143,42.670028
0;340845.454272,24463883.199231,32.556261,36.060254,340845.454272,24463883.199231,32.556261,36.060254;842519.011403,38118952.273985,29.879184,42.670183,842519.011403,38118952.273985,29.879184,42.670183
1;340845.488251,24463890.792892,32.556262,36.060261,340846.979862,24463915.986753,32.55627,36.060288;842519.111016,38118966.739386,29.879186,42.670193,842520.063908,38119022.601523,29.879197,42.670233
0;340849.522071,24464066.125851,32.556282,36.060407,340849.522071,24464066.125851,32.556282,36.060407;842533.979857,38119281.199369,29.879234,42.670424,842533.979857,38119281.199369,29.879234,42.670424
2;340851.078212,24464145.348701,32.556293,36.060473,340852.364724,24464171.521436,32.556294,36.060497;842537.615054,38119436.241099,29.879253,42.670527,842538.292081,38119459.68611,29.879261,42.670551
1;340852.640251,24464203.252652,32.556297,36.060522,340852.78306,24464231.360967,32.556304,36.060548;842538.301455,38119503.441434,29.879267,42.670579,842538.64196,38119549.139898,29.879281,42.670616
1;340852.936901,24464254.548764,32.556303,36.060565,340853.050066,24464267.185306,32.556305,36.060577;842538.752072,38119584.928988,29.879285,42.670638,842538.792237,38119609.354798,29.879289,42.670656
0;340853.16902,24464284.137567,32.556309,36.060594,340853.16902,24464284.137567,32.556309,36.060594;842538.822595,38119636.627569,29.879299,42.670681,842538.822595,38119636.627569,29.879299,42.670681
2;340854.495338,24464349.214368,32.556322,36.060654,340854.763058,24464376.418133,32.55633,36.060683;842541.008002,38119744.1696,29.87932,42.670761,842541.519899,38119768.009802,29.879336,42.670793
0;340857.009017,24464452.653066,32.556344,36.060758,340857.009017,24464452.653066,32.556344,36.060758;842552.268215,38119947.803165,29.87935,42.670919,842552.268215,38119947.803165,29.87935,42.670919
2;340857.463971,24464472.46058,32.556343,36.060772,340858.131759,24464527.67893,32.556339,36.060804;842553.307977,38119981.59023,29.879352,42.670939,842553.397593,38120017.287158,29.879358,42.670963
2;340861.20912,24464612.153762,32.556353,36.060879,340861.523532,24464623.114493,32.556356,36.06089;842555.90739,38120162.150251,29.879388,42.671067,842556.240044,38120183.698122,29.879393,42.671085
1;340861.725655,24464655.944062,32.556358,36.060915,340862.236929,24464686.808798,32.556359,36.060941;842556.28697,38120233.661557,29.879402,42.671119,842556.637713,38120280.92349,29.879409,42.671154
0;340862.825469,24464758.940038,32.556374,36.061005,340862.825469,24464758.940038,32.556374,36.061005;842559.986285,38120406.560742,29.879436,42.671249,842559.986285,38120406.560742,29.879436,42.671249
1;340864.744705,24464874.79024,32.556386,36.061106,340865.087549,24464896.816452,32.556388,36.061125;842564.320162,38120658.690648,29.879457,42.671418,842564.639019,38120698.756987,29.879464,42.671447
2;340865.25226,24464918.67862,32.55639,36.061142,340865.671962,24464938.753736,32.556391,36.061157;842564.717693,38120728.915641,29.879469,42.671467,842565.693043,38120765.87895,29.879471,42.671489
0;340865.847662,24464960.796459,32.556393,36.061175,340865.847662,24464960.796459,32.556393,36.061175;842566.747961,38120833.386279,29.879474,42.671524,842566.747961,38120833.386279,29.879474,42.671524
1;340868.001861,24465117.670427,32.556428,36.061329,340868.033316,24465128.376708,32.55643,36.061339;842574.448303,38121146.775635,29.879542,42.671766,842574.506074,38121163.005545,29.879547,42.67178
0;340868.119654,24465144.47733,32.556433,36.061353,340868.119654,24465144.47733,32.556433,36.061353;842575.186677,38121196.553126,29.879552,42.671802,842575.186677,38121196.553126,29.879552,42.671802
1;340870.262128,24465255.251845,32.556451,36.061452,340871.085426,24465273.518597,32.556452,36.061467;842584.86421,38121625.241178,29.879555,42.672046,842586.141308,38121651.366089,29.879562,42.672068
0;340872.319558,24465355.749274,32.556467,36.06154,340872.319558,24465355.749274,32.556467,36.06154;842587.342444,38121778.760094,29.879599,42.672173,842587.342444,38121778.760094,29.879599,42.672173
2;340872.589293,24465370.450751,32.55647,36.061555,340872.743105,24465394.402347,32.556472,36.061572;842587.867283,38121808.970176,29.879604,42.672195,842588.067074,38121844.794194,29.879608,42.672218
1;340875.346995,24465548.233406,32.556486,36.061702,340875.548491,24465570.403862,32.556492,36.061725;842592.753784,38122122.802449,29.879647,42.672415,842594.043484,38122154.10594,29.879657,42.672445
0;340879.424464,24465655.209017,32.556494,36.061789,340879.424464,24465655.209017,32.556494,36.061789;842598.482357,38122299.341963,29.879672,42.672539,842598.482357,38122299.341963,29.879672,42.672539
2;340879.547265,24465674.688033,32.556495,36.061804,340880.001538,24465714.844612,32.556497,36.061835;842598.589045,38122332.946834,29.879675,42.672559,842599.142079,38122366.776551,29.879685,42.67259
1;340880.206426,24465734.54054,32.556498,36.06185,340880.682631,24465770.312436,32.556495,36.061873;842599.400378,38122412.607022,29.879684,42.672615,842600.074044,38122468.823314,29.879686,42.672645
2;340881.601122,24465864.64867,32.556501,36.061947,340883.309122,24465895.896362,32.556503,36.061972;842601.928335,38122596.308749,29.879716,42.672739,842603.506098,38122644.188911,29.879723,42.672773
0;340883.479306,24465915.321682,32.556506,36.061989,340883.479306,24465915.321682,32.556506,36.061989;842603.672348,38122672.913975,29.87973,42.672793,842603.672348,38122672.913975,29.87973,42.672793
2;340884.125264,24466012.179425,32.556503,36.062052,340885.361323,24466035.413626,32.556503,36.062067;842607.49927,38122851.139628,29.879732,42.672888,842610.305457,38122895.186978,29.879735,42.672915
1;997813.576096,35687259.431881,28.709354,40.213672,997814.139233,35687294.293711,28.709365,40.213698;1187140.153974,37214625.968147,28.323113,40.825749,1187140.631344,37214658.571555,28.323123,40.825773
0;997835.743455,35688136.310892,28.709902,40.214612,997835.743455,35688136.310892,28.709902,40.214612;1187156.516711,37215278.338303,28.323465,40.826396,1187156.516711,37215278.338303,28.323465,40.826396
2;997837.7774,35688272.91934,28.70992,40.214698,997838.486374,35688301.779496,28.709953,40.214739;1187159.150733,37215399.232654,28.32348,40.826469,1187159.750168,37215441.828925,28.323499,40.826505
2;997839.116658,35688391.274591,28.709952,40.214787,997839.505244,35688418.488652,28.709961,40.214808;1187159.925593,37215474.34227,28.323507,40.826527,1187160.308862,37215508.974054,28.323514,40.826549
2;997840.366224,35688457.358205,28.709975,40.214844,997841.272678,35688504.948195,28.709974,40.214868;1187160.842457,37215523.641303,28.323527,40.826569,1187161.219572,37215530.635417,28.323531,40.826576
0;997843.503637,35688565.228078,28.709982,40.214909,997843.503637,35688565.228078,28.709982,40.214909;1187161.664977,37215561.884809,28.323542,40.826602,1187161.664977,37215561.884809,28.323542,40.826602
0;997964.039157,35689794.359537,28.710173,40.215862,997964.039157,35689794.359537,28.710173,40.215862;1187258.895661,37216581.624058,28.323648,40.827319,1187258.895661,37216581.624058,28.323648,40.827319
1;997964.168864,35689818.937211,28.710179,40.21588,997964.436308,35689972.661311,28.710266,40.216022;1187259.039477,37216601.229908,28.323654,40.827333,1187259.105528,37216710.440078,28.323707,40.827427
