Estimulo;C1;C2;C3;C4;C5
0;341696.987793,24490988.829661,32.55859,36.082953;833443.281843,35274028.691007,29.810326,40.920389;416034.39575,24682233.578728,33.018583,36.658945;953015.507248,34124950.31747,30.702577,41.201547;843900.340539,38168037.343791,29.885009,42.703313
0;341697.095916,24490998.890371,32.558591,36.082962;833443.757529,35274065.381223,29.81033,40.920416;416035.372462,24682298.5256,33.018581,36.658995;953017.352343,34125087.079849,30.702584,41.201641;843900.53944,38168057.980357,29.885011,42.703327
0;341698.513038,24491042.055574,32.558585,36.08299;833446.054516,35274138.53088,29.810334,40.920464;416038.459394,24682404.308276,33.018571,36.659071;953021.441198,34125267.255582,30.702591,41.201763;843902.820855,38168112.530415,29.88501,42.703358
0;341698.639249,24491069.166886,32.558593,36.083018;833446.365172,35274230.336507,29.81037,40.920554;416038.994243,24682555.416075,33.018602,36.659223;953022.531443,34125583.457013,30.702678,41.202052;843903.008753,38168152.31922,29.885023,42.703395
0;341698.882294,24491090.056209,32.558596,36.083036;833446.684211,35274307.312915,29.810383,40.920608;416039.249212,24682680.083154,33.018607,36.659317;953022.974922,34125847.876536,30.702704,41.202226;843903.125755,38168192.502329,29.885027,42.703419
0;341699.125964,24491122.471482,32.558608,36.083068;833446.798314,35274412.435315,29.810431,40.920707;416039.338009,24682856.789428,33.018653,36.659486;953023.111677,34126209.633381,30.702815,41.202538;843903.230192,38168241.292481,29.885043,42.70346
0;341699.593037,24491152.062577,32.558618,36.083098;833447.524311,35274522.011342,29.810471,40.920802;416040.335646,24683041.300904,33.01869,36.65965;953024.453005,34126601.993378,30.702912,41.202847;843903.922263,38168293.547981,29.885058,42.703501
0;341704.544546,24491281.687507,32.55864,36.083218;833453.688858,35274918.896313,29.810568,40.921124;416049.486787,24683692.740119,33.018737,36.660195;953039.48167,34128043.955231,30.703095,41.203899;843908.507435,38168493.520701,29.885091,42.703647
0;341706.208001,24491367.964673,32.558649,36.083286;833455.94387,35275173.888548,29.810619,40.921301;416052.692744,24684083.990988,33.018766,36.660485;953046.673541,34128948.734705,30.703197,41.204475;843909.162854,38168612.031368,29.885109,42.703723
0;341713.011695,24491435.417186,32.558652,36.083342;833470.882745,35275347.863386,29.810663,40.921442;416070.617549,24684383.599054,33.018793,36.660728;953077.488561,34129614.467201,30.703294,41.204943;843916.111682,38168716.507293,29.885127,42.703796
0;341717.04591,24491508.191978,32.558669,36.083413;833479.727478,35275561.900253,29.810749,40.921652;416083.687956,24684726.541817,33.018869,36.66108;953099.338363,34130319.63238,30.703497,41.205588;843922.048666,38168816.242137,29.885155,42.703884
0;341717.103033,24491527.441564,32.558676,36.083432;833479.830571,35275641.268134,29.810774,40.921715;416083.925476,24684854.973237,33.01889,36.661186;953100.131729,34130606.532553,30.703552,41.205791;843922.146142,38168854.943972,29.885164,42.70391
0;341718.515804,24491556.064662,32.558694,36.083475;833480.593439,35275806.21377,29.810828,40.921866;416084.637735,24685135.621311,33.01893,36.661446;953100.748193,34131189.62584,30.703664,41.206262;843923.468977,38168931.631932,29.885181,42.703974
0;341721.372918,24491592.869829,32.558688,36.083498;833483.843882,35275907.072173,29.810828,40.92192;416088.637355,24685286.757749,33.018914,36.661534;953105.72844,34131467.287151,30.703663,41.206408;843926.825491,38168972.042654,29.88518,42.703995
0;341721.55412,24491627.572571,32.55871,36.08354;833484.380787,35276030.001351,29.810903,40.922051;416089.435697,24685488.578881,33.018993,36.66175;953107.176211,34131898.75809,30.703831,41.206809;843927.148437,38169025.852428,29.885206,42.704047
