Estimulo;C1;C2;C3;C4;C5
0;339534.177262,24424431.740535,32.554578,36.028958;828546.085695,35063547.825531,29.768047,40.758964;407757.658085,24281293.563241,32.993515,36.329267;928641.596973,33273986.042568,30.650456,40.632626;796786.631103,37185642.416539,29.945789,42.184175
0;339535.981934,24424452.618951,32.554575,36.02897;828548.014036,35063594.937256,29.768051,40.758994;407760.596378,24281384.568493,32.993512,36.329331;928644.496474,33274093.351037,30.650463,40.632695;796787.938114,37185670.335591,29.945791,42.184191
0;339536.400121,24424465.074821,32.554574,36.028979;828548.590023,35063621.853232,29.768055,40.759014;407761.227271,24281436.656147,32.993514,36.329375;928644.973438,33274159.693062,30.650471,40.632745;796788.236782,37185688.624809,29.945791,42.184202
0;339537.170228,24424481.079758,32.554575,36.028992;828549.360814,35063683.191948,29.768066,40.759061;407762.174564,24281568.780679,32.993516,36.329481;928645.866953,33274329.703442,30.650491,40.63287;796788.561544,37185718.463318,29.945796,42.184223
0;339537.880327,24424509.258976,32.554577,36.029015;828550.95222,35063801.682139,29.768095,40.759157;407765.06293,24281809.047759,32.993541,36.329695;928649.414732,33274627.627938,30.650546,40.633113;796789.154277,37185767.898455,29.945806,42.184262
0;339538.110434,24424521.267799,32.554583,36.029029;828551.424713,35063880.104057,29.768133,40.759239;407765.952264,24281986.66155,32.993591,36.329884;928650.335401,33274844.415194,30.650631,40.633332;796789.544252,37185805.847693,29.945819,42.184296
0;339539.225373,24424538.844669,32.554585,36.029044;828553.57951,35063951.428922,29.768152,40.759295;407768.878614,24282128.454579,32.993611,36.330002;928653.201148,33275022.943619,30.650671,40.633468;796790.913654,37185839.783699,29.945825,42.18432
0;339541.161024,24424598.875438,32.554582,36.029089;828555.990928,35064164.892249,29.768185,40.759456;407771.816734,24282545.345012,32.993619,36.330346;928656.411492,33275537.314444,30.650734,40.63386;796792.376859,37185944.736173,29.945836,42.184392
0;339542.207714,24424623.683613,32.554587,36.029114;828558.564658,35064272.33676,29.76822,40.759557;407775.935783,24282766.310854,32.993655,36.330566;928661.674585,33275807.744221,30.650806,40.63411;796794.117464,37186008.635047,29.945851,42.184447
0;339542.238975,24424643.655609,32.554589,36.029129;828558.985331,35064357.205648,29.768243,40.759621;407776.959276,24282943.746897,32.993678,36.330711;928663.126063,33276027.656569,30.650853,40.634275;796794.337271,37186055.361876,29.945861,42.18448
0;339543.926507,24424678.788678,32.554594,36.029159;828561.106399,35064517.224854,29.76828,40.75974;407779.861388,24283280.754783,32.99371,36.330972;928665.832597,33276443.285911,30.650925,40.634572;796795.764675,37186136.437811,29.945881,42.184541
0;339544.762764,24424719.836487,32.554596,36.029194;828562.74717,35064680.752959,29.76832,40.759875;407782.841716,24283612.901522,32.993744,36.331269;928669.462917,33276852.680148,30.651008,40.634911;796797.114897,37186230.642322,29.945899,42.184615
0;339545.281887,24424738.737145,32.554598,36.02921;828566.239244,35064796.324901,29.768337,40.759958;407790.218743,24283869.531644,32.993743,36.331463;928678.754006,33277181.929181,30.651036,40.635136;796799.488597,37186293.285164,29.945908,42.184659
0;339545.424278,24424754.695275,32.554599,36.029222;828566.993924,35064867.768442,29.768348,40.760006;407791.942884,24284021.870383,32.993742,36.331567;928680.923179,33277375.660693,30.651051,40.635256;796799.783257,37186345.439716,29.945912,42.18469
0;339545.653986,24424761.702668,32.554601,36.029232;828568.373057,35064901.211818,29.768364,40.760046;407794.64811,24284093.197292,32.993763,36.331658;928684.621626,33277467.158984,30.651084,40.63536;796800.745905,37186370.6863,29.945921,42.184717
0;339545.890658,24424777.384954,32.554601,36.029243;828569.059605,35064946.376644,29.768376,40.760084;407795.927277,24284181.206689,32.993776,36.331737;928686.735606,33277570.123902,30.651111,40.63545;796801.301473,37186400.746049,29.945929,42.184742
3;339546.290759,24424797.492793,32.554605,36.029262;828569.722651,35065024.735415,29.768407,40.760159;407797.296561,24284339.818194,32.993811,36.331896;928688.00642,33277771.365733,30.651172,40.635632;796801.795563,37186462.307187,29.945948,42.184795
0;339547.351675,24424824.611844,32.554605,36.029282;828570.606343,35065108.989133,29.768428,40.760227;407798.448749,24284510.257991,32.993831,36.332047;928689.614293,33277982.616911,30.651216,40.635804;796802.585286,37186517.058752,29.945957,42.184836
2;339547.693846,24424843.75184,32.554608,36.029299;828570.900394,35065180.187015,29.768446,40.760282;407799.169797,24284657.662707,32.993843,36.332168;928690.595669,33278165.643981,30.651247,40.635943;796802.78716,37186552.256181,29.945964,42.184862
0;339548.98132,24424885.508156,32.554597,36.02932;828574.66041,35065330.017239,29.768425,40.760352;407806.853751,24284966.270942,32.993755,36.332325;928700.349695,33278546.686793,30.651181,40.636117;796804.831736,37186635.801138,29.945951,42.184897
1;339549.423138,24424901.181247,32.5546,36.029334;828575.811071,35065418.596677,29.768444,40.760419;407808.70871,24285165.84643,32.993765,36.33248;928702.618637,33278788.901169,30.651216,40.636292;796805.802039,37186688.795846,29.94596,42.184934
0;339549.824079,24424915.434815,32.554609,36.02935;828576.625329,35065488.544825,29.76849,40.760489;407810.602053,24285316.176825,32.993833,36.332631;928704.844576,33278980.874033,30.651312,40.636469;796806.190439,37186733.660884,29.945982,42.184974
3;339551.22849,24424935.008918,32.554614,36.02937;828578.844588,35065583.547573,29.768527,40.760574;407812.547549,24285534.198537,32.993875,36.332827;928708.179911,33279251.332747,30.651385,40.636694;796807.246745,37186791.705718,29.946,42.185021
0;339552.480355,24424956.0743,32.554611,36.029386;828580.558558,35065635.878808,29.768538,40.760621;407815.358652,24285634.512531,32.993887,36.33293;928711.542044,33279374.225245,30.651413,40.63681;796808.429581,37186822.07532,29.946006,42.185047
0;339552.739074,24424963.187714,32.554612,36.029393;828582.092267,35065661.835295,29.768548,40.760648;407818.400403,24285695.680986,32.993895,36.33299;928715.496318,33279450.513492,30.651431,40.63688;796809.414753,37186843.253227,29.94601,42.185064
1;339553.031282,24424981.018872,32.554618,36.029409;828582.823521,35065757.934259,29.768578,40.760717;407819.502532,24285895.101954,32.993929,36.333139;928716.913003,33279699.08673,30.651487,40.63705;796810.084444,37186893.369901,29.946024,42.185099
0;339556.291366,24425075.356596,32.554606,36.029464;828604.70872,35066294.300847,29.76855,40.760993;407865.71869,24287012.423287,32.993721,36.333772;928773.516797,33281146.434434,30.65136,40.637782;796835.273342,37187393.456354,29.946032,42.185387
3;339556.518386,24425088.129014,32.55461,36.029481;828605.73821,35066343.358053,29.768579,40.76106;407867.360159,24287113.653128,32.993758,36.333915;928775.74632,33281270.702434,30.65142,40.637946;796837.376208,37187430.929966,29.946037,42.185419
0;339558.124985,24425147.118083,32.554597,36.029514;828606.279443,35066434.151615,29.768581,40.761114;407867.840712,24287255.243792,32.993747,36.33401;928776.270497,33281434.854458,30.651424,40.638048;796838.149387,37187472.159325,29.946036,42.185442
1;339558.502255,24425192.771952,32.554597,36.029543;828606.707112,35066613.37764,29.768593,40.761217;407868.574174,24287605.040118,32.99373,36.33423;928777.187379,33281878.460874,30.651439,40.638301;796838.267715,37187537.21182,29.94604,42.185479
0;339558.912266,24425222.021681,32.554602,36.029567;828608.105417,35066676.767031,29.768645,40.761289;407871.366314,24287728.256394,32.99381,36.334379;928780.70913,33282049.640604,30.651543,40.638479;796838.959481,37187565.604324,29.946056,42.185506
1;339559.032483,24425235.937331,32.554606,36.029581;828608.392092,35066740.018561,29.768669,40.761347;407872.536705,24287856.345798,32.993839,36.3345;928781.934149,33282211.539455,30.65159,40.638617;796839.037198,37187591.001825,29.946063,42.185526
0;339560.740387,24425255.478755,32.554609,36.029598;828615.466789,35066841.777691,29.768692,40.761421;407886.648162,24288071.697821,32.993852,36.334664;928798.219638,33282489.79458,30.651629,40.638806;796842.660597,37187635.959571,29.946069,42.185555
0;339561.499433,24425273.444355,32.554608,36.029611;828618.007007,35066910.228506,29.7687,40.761472;407891.341366,24288209.954293,32.99385,36.334778;928804.214677,33282659.557354,30.651646,40.638937;796843.832919,37187660.396593,29.946072,42.185573
1;339561.689606,24425285.063307,32.55461,36.029621;828618.329207,35066964.494789,29.768715,40.761512;407891.853708,24288326.88534,32.993863,36.334866;928804.491246,33282809.594631,30.651672,40.639039;796844.179561,37187684.349063,29.946075,42.185588
0;339562.17026,24425314.437032,32.55461,36.029644;828619.940258,35067080.676965,29.768737,40.761602;407895.792197,24288554.55207,32.993876,36.33506;928807.845337,33283101.316926,30.651715,40.639264;796845.309533,37187730.985978,29.946081,42.185621
3;339562.247707,24425327.765581,32.554616,36.029659;828620.484299,35067158.992493,29.768768,40.761674;407896.935892,24288725.7639,32.993911,36.335219;928809.431203,33283324.09874,30.651773,40.639448;796845.448603,37187761.458941,29.946091,42.185647
1;339562.915818,24425351.997414,32.554618,36.029678;828622.340623,35067257.293816,29.768783,40.761743;407899.787922,24288953.774338,32.993908,36.335384;928812.757919,33283610.680853,30.651796,40.639637;796846.069854,37187806.406158,29.946094,42.185675
0;339563.542459,24425371.326011,32.554622,36.029694;828624.1955,35067333.429488,29.768809,40.761806;407902.502399,24289112.401961,32.993937,36.335519;928816.474886,33283803.62385,30.651849,40.639791;796846.878981,37187835.689116,29.946103,42.185698
1;339564.329735,24425382.301275,32.554625,36.029707;828625.676449,35067408.576636,29.768829,40.761867;407904.629204,24289280.091579,32.993957,36.33566;928818.929513,33284018.560532,30.65189,40.639956;796847.319676,37187867.488655,29.946109,42.185722
0;339567.401273,24425398.650668,32.554626,36.029723;828635.778454,35067488.410178,29.768842,40.761933;407920.967675,24289449.31992,32.993957,36.335804;928840.222273,33284239.91034,30.651908,40.640122;796851.66922,37187901.260244,29.946113,42.185747
0;339567.934174,24425417.855755,32.554626,36.029737;828637.84239,35067544.988232,29.768856,40.761979;407925.049902,24289553.922377,32.993973,36.335902;928844.54802,33284373.21618,30.651939,40.640235;796852.326724,37187922.68113,29.946117,42.185763
4;339568.615824,24425432.946384,32.55463,36.029752;828638.333458,35067627.11261,29.768883,40.762045;407926.196158,24289730.334894,32.994002,36.336049;928846.172177,33284596.620208,30.651991,40.640405;796852.950168,37187955.268727,29.946126,42.185789
0;339569.278898,24425456.921428,32.554632,36.029772;828638.915167,35067738.893346,29.768896,40.762116;407927.39139,24289952.210044,32.994002,36.336199;928848.417794,33284885.504547,30.65201,40.640576;796854.385211,37188045.780208,29.946128,42.185836
1;339570.106963,24425474.080479,32.554633,36.029785;828640.757982,35067812.677541,29.768913,40.762169;407929.940148,24290105.326951,32.994017,36.336315;928851.738309,33285078.44119,30.652043,40.640709;796855.780829,37188079.482131,29.946134,42.18586
0;339570.754749,24425496.054962,32.554634,36.029801;828641.753525,35067883.310338,29.768932,40.762226;407931.161574,24290245.452725,32.994033,36.336436;928853.375904,33285244.846133,30.65208,40.640845;796856.991822,37188120.763198,29.946141,42.185889
2;339570.889196,24425506.407108,32.554637,36.02981;828642.336776,35067934.935943,29.768947,40.762264;407932.280451,24290357.051445,32.994047,36.336519;928854.843854,33285387.495943,30.652105,40.640941;796857.182111,37188146.825749,29.946147,42.185907
0;339571.069086,24425531.473892,32.554637,36.029827;828645.269526,35068044.09461,29.76896,40.762332;407940.26435,24290598.804849,32.99404,36.336679;928864.652395,33285676.720454,30.652127,40.641118;796858.764178,37188198.872353,29.946151,42.185937
4;339571.260176,24425538.710958,32.554641,36.029837;828645.724397,35068087.146389,29.768981,40.762377;407941.509321,24290699.764248,32.994066,36.336781;928866.298219,33285803.656179,30.652167,40.641236;796858.990461,37188224.54008,29.94616,42.185961
0;339572.181658,24425566.052485,32.554639,36.029856;828647.405205,35068177.818863,29.768995,40.762443;407944.479635,24290877.83666,32.994067,36.336919;928869.230159,33286027.395752,30.652191,40.641393;796859.83952,37188273.420546,29.946164,42.185992
2;339573.18542,24425578.899679,32.554638,36.029865;828649.152686,35068230.808015,29.768999,40.762479;407947.28465,24290981.811703,32.994062,36.336999;928872.300947,33286152.417332,30.652198,40.641482;796861.50297,37188300.438156,29.946166,42.18601
0;339573.754247,24425588.794184,32.55464,36.029874;828651.994667,35068289.561388,29.769011,40.762522;407952.106733,24291105.579167,32.994072,36.337095;928878.036836,33286305.267663,30.652223,40.641592;796863.189516,37188326.736577,29.946172,42.186031
0;339574.203226,24425613.972917,32.554639,36.029891;828653.427185,35068344.867881,29.769029,40.762568;407954.878914,24291207.036058,32.994093,36.337191;928882.484658,33286439.872408,30.652259,40.641706;796864.217302,37188354.215579,29.946179,42.186054
2;339574.735682,24425638.329529,32.554638,36.029906;828654.74513,35068439.811453,29.769038,40.762627;407957.15877,24291388.874923,32.994091,36.337319;928885.617094,33286673.580533,30.652275,40.641854;796865.058262,37188400.230182,29.946183,42.186081
0;339575.136382,24425684.717685,32.554629,36.029933;828656.604411,35068544.337682,29.769042,40.762698;407961.1279,24291568.737921,32.994079,36.337462;928891.465424,33286908.054895,30.652284,40.642023;796866.015437,37188461.617634,29.946182,42.186119
2;339575.94959,24425701.940728,32.55463,36.029947;828661.564924,35068631.404216,29.769053,40.762759;407971.139965,24291748.289141,32.994073,36.337597;928904.357762,33287136.555378,30.652296,40.642176;796868.356723,37188502.385801,29.946186,42.186146
0;339576.265763,24425719.736761,32.55463,36.029962;828662.717034,35068701.250264,29.769066,40.762813;407972.505555,24291885.450923,32.994083,36.33771;928906.359912,33287319.926029,30.65232,40.64231;796869.12703,37188546.951209,29.94619,42.186175
2;339576.7044,24425733.006593,32.554634,36.029975;828662.970452,35068770.106593,29.76909,40.762871;407973.045711,24292040.004936,32.994111,36.337843;928907.108397,33287525.741808,30.652368,40.642469;796869.335863,37188584.349912,29.9462,42.186204
0;339577.057875,24425746.592528,32.554634,36.029986;828663.888686,35068825.658269,29.769098,40.762913;407974.580975,24292153.787622,32.994108,36.337933;928909.149191,33287672.593639,30.652378,40.642573;796869.89943,37188619.056865,29.946202,42.186226
2;339577.195737,24425769.479567,32.554636,36.030005;828664.363994,35068938.939471,29.76912,40.763008;407975.969556,24292407.526369,32.99411,36.33816;928911.104393,33287988.597146,30.652416,40.642832;796870.149399,37188678.350066,29.946212,42.186274
0;339577.529963,24425781.429051,32.554637,36.030015;828664.935171,35068997.962058,29.769132,40.763054;407976.987875,24292530.487172,32.994115,36.338261;928912.204604,33288148.324648,30.652437,40.642954;796870.634873,37188715.127343,29.946216,42.1863
