Estimulo;C1;C5
0;26625328.599531,512916747.917286,26.490255,149.152848,26625328.599531,512916747.917286,26.490255,149.152848;16208492.263481,397264183.543279,26.748653,130.75958,16208492.263481,397264183.543279,26.748653,130.75958
0;26625328.820443,512916761.218365,26.490255,149.15285,26625328.820443,512916761.218365,26.490255,149.15285;16208492.567312,397264196.293125,26.748653,130.759582,16208492.567312,397264196.293125,26.748653,130.759582
0;26625330.514306,512916767.494615,26.490255,149.152852,26625330.514306,512916767.494615,26.490255,149.152852;16208494.801538,397264202.255244,26.748653,130.759584,16208494.801538,397264202.255244,26.748653,130.759584
0;26625332.503573,512916788.026387,26.490256,149.152857,26625332.503573,512916788.026387,26.490256,149.152857;16208495.244358,397264210.748038,26.748653,130.759586,16208495.244358,397264210.748038,26.748653,130.759586
0;26625362.613286,512920627.722916,26.49026,149.153376,26625362.613286,512920627.722916,26.49026,149.153376;16210355.32419,397294932.860926,26.748191,130.763616,16210355.32419,397294932.860926,26.748191,130.763616
0;26625364.119288,512920652.463836,26.49026,149.153382,26625364.119288,512920652.463836,26.49026,149.153382;16210507.263335,397297228.029109,26.748169,130.763942,16210507.263335,397297228.029109,26.748169,130.763942
0;26625368.458461,512920917.392761,26.490264,149.153428,26625368.458461,512920917.392761,26.490264,149.153428;16210601.432548,397298390.226559,26.748164,130.76413,16210601.432548,397298390.226559,26.748164,130.76413
0;26625410.014646,512921334.906484,26.490261,149.153482,26625410.014646,512921334.906484,26.490261,149.153482;16210602.237399,397298406.92528,26.748165,130.764135,16210602.237399,397298406.92528,26.748165,130.764135
0;26625411.50833,512921339.355109,26.490261,149.153483,26625411.50833,512921339.355109,26.490261,149.153483;16210602.396865,397298412.854539,26.748166,130.764137,16210602.396865,397298412.854539,26.748166,130.764137
0;26625411.66603,512921347.449611,26.490261,149.153485,26625411.66603,512921347.449611,26.490261,149.153485;16210602.580397,397298437.232502,26.748167,130.764144,16210602.580397,397298437.232502,26.748167,130.764144
0;26625411.770867,512921352.462379,26.490262,149.153486,26625411.770867,512921352.462379,26.490262,149.153486;16210602.670527,397298446.924878,26.748168,130.764148,16210602.670527,397298446.924878,26.748168,130.764148
0;26625412.128221,512921357.174369,26.490262,149.153488,26625412.128221,512921357.174369,26.490262,149.153488;16210602.860249,397298470.508277,26.748171,130.764157,16210602.860249,397298470.508277,26.748171,130.764157
0;26625412.687178,512921364.892025,26.490262,149.153489,26625412.687178,512921364.892025,26.490262,149.153489;16210603.736796,397298483.598084,26.748171,130.76416,16210603.736796,397298483.598084,26.748171,130.76416
0;26625412.936123,512921374.430943,26.490262,149.153491,26625412.936123,512921374.430943,26.490262,149.153491;16210607.820883,397298513.590107,26.748173,130.76417,16210607.820883,397298513.590107,26.748173,130.76417
0;26625415.324157,512921397.850827,26.490262,149.153496,26625415.324157,512921397.850827,26.490262,149.153496;16211025.010049,397302916.952579,26.748301,130.765226,16211025.010049,397302916.952579,26.748301,130.765226
0;26625442.936741,512921723.098743,26.490262,149.153539,26625442.936741,512921723.098743,26.490262,149.153539;16240382.921518,397654350.272709,26.751488,130.8317,16240382.921518,397654350.272709,26.751488,130.8317
0;26625450.070919,512921794.561503,26.490262,149.15355,26625450.070919,512921794.561503,26.490262,149.15355;16240678.952657,397656673.476836,26.751461,130.832043,16240678.952657,397656673.476836,26.751461,130.832043
0;26625451.655569,512921802.184818,26.490262,149.153552,26625451.655569,512921802.184818,26.490262,149.153552;16240682.589675,397656726.973751,26.751461,130.832052,16240682.589675,397656726.973751,26.751461,130.832052
0;26625451.706969,512921807.065612,26.490263,149.153553,26625451.706969,512921807.065612,26.490263,149.153553;16240825.406681,397663500.772617,26.752269,130.834893,16240825.406681,397663500.772617,26.752269,130.834893
0;26625452.54001,512921843.721677,26.490263,149.153557,26625452.54001,512921843.721677,26.490263,149.153557;16246154.809086,397738102.595371,26.754477,130.852642,16246154.809086,397738102.595371,26.754477,130.852642
0;26625452.967787,512921851.513289,26.490263,149.153559,26625452.967787,512921851.513289,26.490263,149.153559;16264070.160892,398087408.166338,26.755666,130.911793,16264070.160892,398087408.166338,26.755666,130.911793
0;26625518.31932,512924951.366317,26.490248,149.153939,26625518.31932,512924951.366317,26.490248,149.153939;16264183.671053,398106510.043001,26.75688,130.91884,16264183.671053,398106510.043001,26.75688,130.91884
0;26625546.074999,512925135.507291,26.490246,149.153962,26625546.074999,512925135.507291,26.490246,149.153962;16264213.351476,398108138.533472,26.756855,130.919045,16264213.351476,398108138.533472,26.756855,130.919045
0;26625548.034481,512925154.096553,26.490246,149.153964,26625548.034481,512925154.096553,26.490246,149.153964;16264214.812088,398108157.581761,26.756855,130.919049,16264214.812088,398108157.581761,26.756855,130.919049
0;26625557.274576,512925254.122159,26.490247,149.15398,26625557.274576,512925254.122159,26.490247,149.15398;16264223.922568,398108458.851387,26.756856,130.919101,16264223.922568,398108458.851387,26.756856,130.919101
0;26625557.921966,512925284.209656,26.490247,149.153985,26625557.921966,512925284.209656,26.490247,149.153985;16264226.683029,398108485.800501,26.756857,130.919107,16264226.683029,398108485.800501,26.756857,130.919107
0;26625558.524504,512925291.267036,26.490247,149.153987,26625558.524504,512925291.267036,26.490247,149.153987;16264227.252578,398108498.921143,26.756858,130.919111,16264227.252578,398108498.921143,26.756858,130.919111
0;26625558.961055,512925296.347353,26.490247,149.153988,26625558.961055,512925296.347353,26.490247,149.153988;16264227.729934,398108507.752217,26.756858,130.919114,16264227.729934,398108507.752217,26.756858,130.919114
0;26625559.177277,512925300.445602,26.490247,149.153989,26625559.177277,512925300.445602,26.490247,149.153989;16264227.900749,398108517.657628,26.75686,130.919119,16264227.900749,398108517.657628,26.75686,130.919119
0;26625559.273551,512925304.755953,26.490248,149.15399,26625559.273551,512925304.755953,26.490248,149.15399;16264228.020052,398108526.64191,26.756861,130.919122,16264228.020052,398108526.64191,26.756861,130.919122
0;26625559.533795,512925309.624758,26.490248,149.153991,26625559.533795,512925309.624758,26.490248,149.153991;16264228.225656,398108534.123383,26.756861,130.919125,16264228.225656,398108534.123383,26.756861,130.919125
0;26625559.589641,512925313.703033,26.490248,149.153992,26625559.589641,512925313.703033,26.490248,149.153992;16264228.46469,398108546.387332,26.756862,130.919129,16264228.46469,398108546.387332,26.756862,130.919129
0;26625562.420302,512925323.050998,26.490248,149.153994,26625562.420302,512925323.050998,26.490248,149.153994;16264230.973833,398108564.273674,26.756863,130.919134,16264230.973833,398108564.273674,26.756863,130.919134
0;26625562.517411,512925332.618799,26.490248,149.153996,26625562.517411,512925332.618799,26.490248,149.153996;16264231.104043,398108583.673719,26.756864,130.919139,16264231.104043,398108583.673719,26.756864,130.919139
0;26625562.554973,512925335.637164,26.490248,149.153997,26625562.554973,512925335.637164,26.490248,149.153997;16264231.184342,398108598.666317,26.756865,130.919143,16264231.184342,398108598.666317,26.756865,130.919143
0;26625562.695581,512925340.978883,26.490248,149.153997,26625562.695581,512925340.978883,26.490248,149.153997;16264231.255222,398108607.913173,26.756865,130.919145,16264231.255222,398108607.913173,26.756865,130.919145
0;26625562.763399,512925350.555713,26.490249,149.153999,26625562.763399,512925350.555713,26.490249,149.153999;16264231.343672,398108637.687035,26.756867,130.919153,16264231.343672,398108637.687035,26.756867,130.919153
0;26625562.804976,512925351.777319,26.490249,149.154,26625562.804976,512925351.777319,26.490249,149.154;16264231.394195,398108643.899161,26.756868,130.919157,16264231.394195,398108643.899161,26.756868,130.919157
0;26625563.046049,512925356.052103,26.490249,149.154001,26625563.046049,512925356.052103,26.490249,149.154001;16264231.709109,398108650.282486,26.756868,130.919159,16264231.709109,398108650.282486,26.756868,130.919159
0;26625563.403286,512925362.669411,26.490249,149.154002,26625563.403286,512925362.669411,26.490249,149.154002;16264231.929774,398108661.298139,26.756869,130.919162,16264231.929774,398108661.298139,26.756869,130.919162
0;26625563.459395,512925370.134474,26.490249,149.154003,26625563.459395,512925370.134474,26.490249,149.154003;16264232.223914,398108674.50976,26.756869,130.919164,16264232.223914,398108674.50976,26.756869,130.919164
0;26625564.327681,512925406.887611,26.490259,149.154035,26625564.327681,512925406.887611,26.490259,149.154035;16264235.409918,398108905.841739,26.756951,130.919392,16264235.409918,398108905.841739,26.756951,130.919392
0;26625565.467104,512925420.199225,26.49026,149.154038,26625565.467104,512925420.199225,26.49026,149.154038;16264240.517497,398108942.79427,26.756952,130.919401,16264240.517497,398108942.79427,26.756952,130.919401
0;26625570.926461,512925522.219677,26.49026,149.154053,26625570.926461,512925522.219677,26.49026,149.154053;16264289.678403,398111396.686337,26.757128,130.920227,16264289.678403,398111396.686337,26.757128,130.920227
0;26625579.245359,512925652.678656,26.490259,149.154072,26625579.245359,512925652.678656,26.490259,149.154072;16264301.346855,398111467.441996,26.757127,130.92024,16264301.346855,398111467.441996,26.757127,130.92024
0;26626728.086836,512945687.341742,26.490782,149.158795,26626728.086836,512945687.341742,26.490782,149.158795;16264479.264552,398121396.239096,26.757214,130.922045,16264479.264552,398121396.239096,26.757214,130.922045
0;26628224.672315,512998392.965765,26.490657,149.166092,26628224.672315,512998392.965765,26.490657,149.166092;16264658.308376,398137281.961874,26.757473,130.925318,16264658.308376,398137281.961874,26.757473,130.925318
0;26628729.337414,513006520.090178,26.490557,149.167054,26628729.337414,513006520.090178,26.490557,149.167054;16265431.397657,398186909.051718,26.760043,130.939729,16265431.397657,398186909.051718,26.760043,130.939729
0;26628839.077288,513009330.559332,26.490536,149.167378,26628839.077288,513009330.559332,26.490536,149.167378;16265487.607855,398187319.75676,26.76004,130.939796,16265487.607855,398187319.75676,26.76004,130.939796
0;26628850.151671,513009355.054017,26.490536,149.167384,26628850.151671,513009355.054017,26.490536,149.167384;16265515.817578,398187757.913726,26.760033,130.939854,16265515.817578,398187757.913726,26.760033,130.939854
0;26628850.279951,513009360.060991,26.490536,149.167386,26628850.279951,513009360.060991,26.490536,149.167386;16265516.099964,398187764.131433,26.760033,130.939856,16265516.099964,398187764.131433,26.760033,130.939856
0;26628850.432791,513009364.964261,26.490536,149.167386,26628850.432791,513009364.964261,26.490536,149.167386;16265516.168051,398187767.984729,26.760033,130.939857,16265516.168051,398187767.984729,26.760033,130.939857
0;26628850.639355,513009374.778253,26.490536,149.167388,26628850.639355,513009374.778253,26.490536,149.167388;16265516.307456,398187776.322139,26.760033,130.939858,16265516.307456,398187776.322139,26.760033,130.939858
0;26628850.98909,513009381.6952,26.490536,149.167389,26628850.98909,513009381.6952,26.490536,149.167389;16265516.6275,398187781.591788,26.760033,130.939859,16265516.6275,398187781.591788,26.760033,130.939859
0;26628851.206512,513009385.697408,26.490536,149.16739,26628851.206512,513009385.697408,26.490536,149.16739;16265516.890641,398187785.746583,26.760033,130.93986,16265516.890641,398187785.746583,26.760033,130.93986
0;26628851.534482,513009392.282874,26.490536,149.167391,26628851.534482,513009392.282874,26.490536,149.167391;16265517.466508,398187791.929867,26.760033,130.939861,16265517.466508,398187791.929867,26.760033,130.939861
0;26628851.617407,513009394.790866,26.490537,149.167392,26628851.617407,513009394.790866,26.490537,149.167392;16265517.548891,398187794.968198,26.760033,130.939862,16265517.548891,398187794.968198,26.760033,130.939862
0;26628852.379448,513009410.514184,26.490537,149.167394,26628852.379448,513009410.514184,26.490537,149.167394;16265518.533326,398187813.660418,26.760033,130.939865,16265518.533326,398187813.660418,26.760033,130.939865
0;26628852.545505,513009413.961376,26.490537,149.167395,26628852.545505,513009413.961376,26.490537,149.167395;16265518.656033,398187817.669604,26.760033,130.939866,16265518.656033,398187817.669604,26.760033,130.939866
0;26628856.301498,513009440.54428,26.490536,149.167398,26628856.301498,513009440.54428,26.490536,149.167398;16265522.263507,398187839.030794,26.760033,130.939869,16265522.263507,398187839.030794,26.760033,130.939869
0;26628856.829638,513009460.163839,26.490537,149.167401,26628856.829638,513009460.163839,26.490537,149.167401;16265522.803254,398187852.511079,26.760033,130.939871,16265522.803254,398187852.511079,26.760033,130.939871
0;26628856.929307,513009464.120838,26.490537,149.167402,26628856.929307,513009464.120838,26.490537,149.167402;16265522.823938,398187857.082489,26.760033,130.939872,16265522.823938,398187857.082489,26.760033,130.939872
0;26628856.985447,513009465.587788,26.490537,149.167402,26628856.985447,513009465.587788,26.490537,149.167402;16265522.848032,398187858.80992,26.760034,130.939873,16265522.848032,398187858.80992,26.760034,130.939873
0;26628857.107826,513009468.595932,26.490537,149.167403,26628857.107826,513009468.595932,26.490537,149.167403;16265522.952807,398187860.46954,26.760034,130.939874,16265522.952807,398187860.46954,26.760034,130.939874
0;26628857.135405,513009471.640759,26.490537,149.167404,26628857.135405,513009471.640759,26.490537,149.167404;16265522.977842,398187863.052692,26.760034,130.939874,16265522.977842,398187863.052692,26.760034,130.939874
0;26628858.003243,513009491.858038,26.490537,149.167407,26628858.003243,513009491.858038,26.490537,149.167407;16265523.727768,398187882.71438,26.760034,130.939878,16265523.727768,398187882.71438,26.760034,130.939878
0;26628858.316706,513009501.586634,26.490537,149.167409,26628858.316706,513009501.586634,26.490537,149.167409;16265523.98731,398187890.844057,26.760034,130.93988,16265523.98731,398187890.844057,26.760034,130.93988
0;26628858.6724,513009510.777608,26.490537,149.16741,26628858.6724,513009510.777608,26.490537,149.16741;16265524.491745,398187898.162604,26.760034,130.939881,16265524.491745,398187898.162604,26.760034,130.939881
0;26628858.821304,513009516.637817,26.490538,149.167412,26628858.821304,513009516.637817,26.490538,149.167412;16265524.655867,398187903.213379,26.760035,130.939883,16265524.655867,398187903.213379,26.760035,130.939883
0;26628858.874715,513009520.425597,26.490538,149.167412,26628858.874715,513009520.425597,26.490538,149.167412;16265524.68402,398187905.094859,26.760035,130.939883,16265524.68402,398187905.094859,26.760035,130.939883
0;26628858.924604,513009523.673301,26.490538,149.167413,26628858.924604,513009523.673301,26.490538,149.167413;16265524.698596,398187908.436518,26.760035,130.939884,16265524.698596,398187908.436518,26.760035,130.939884
0;26628859.015799,513009526.138491,26.490538,149.167414,26628859.015799,513009526.138491,26.490538,149.167414;16265524.750506,398187910.525999,26.760035,130.939885,16265524.750506,398187910.525999,26.760035,130.939885
0;26628859.065141,513009527.338091,26.490538,149.167414,26628859.065141,513009527.338091,26.490538,149.167414;16265524.903909,398187911.781614,26.760035,130.939885,16265524.903909,398187911.781614,26.760035,130.939885
2;26628860.528059,513009546.082851,26.490538,149.167417,26628861.165793,513009548.973571,26.490538,149.167417;16265525.896802,398187927.206376,26.760035,130.939888,16265526.105108,398187930.270687,26.760035,130.939888
1;26628861.7677,513009554.779939,26.490538,149.167419,26628861.824297,513009556.896143,26.490538,149.16742;16265526.647209,398187940.436549,26.760035,130.939891,16265526.68907,398187942.63374,26.760036,130.939892
1;26628861.993768,513009558.854891,26.490538,149.16742,26628862.019364,513009563.014762,26.490539,149.167421;16265526.897241,398187945.689006,26.760036,130.939892,16265526.91173,398187948.005037,26.760036,130.939893
1;26628862.121392,513009564.741981,26.490539,149.167421,26628862.676246,513009575.197122,26.490539,149.167423;16265526.92784,398187954.992999,26.760036,130.939894,16265527.411577,398187966.8269,26.760036,130.939896
0;26628862.681834,513009578.070288,26.490539,149.167423,26628862.681834,513009578.070288,26.490539,149.167423;16265527.429942,398187972.113744,26.760036,130.939897,16265527.429942,398187972.113744,26.760036,130.939897
2;26628863.404822,513009589.274637,26.490539,149.167426,26628863.653025,513009596.398314,26.490539,149.167427;16265528.209964,398187983.296397,26.760036,130.9399,16265528.513455,398187990.830585,26.760037,130.939901
0;26628864.610526,513009606.125886,26.490539,149.167429,26628864.610526,513009606.125886,26.490539,149.167429;16265529.366026,398188003.755544,26.760037,130.939904,16265529.366026,398188003.755544,26.760037,130.939904
2;26628864.712271,513009607.438218,26.490539,149.16743,26628864.72465,513009610.111237,26.49054,149.16743;16265529.407778,398188004.980463,26.760037,130.939905,16265529.438453,398188006.941235,26.760037,130.939906
2;26628865.011995,513009613.971928,26.49054,149.167431,26628865.226091,513009617.460622,26.49054,149.167432;16265529.83661,398188010.636511,26.760037,130.939906,16265529.938682,398188012.712096,26.760037,130.939907
0;26628865.4477,513009627.954299,26.49054,149.167433,26628865.4477,513009627.954299,26.49054,149.167433;16265530.129683,398188026.995897,26.760038,130.93991,16265530.129683,398188026.995897,26.760038,130.93991
2;26628865.813795,513009639.004694,26.49054,149.167435,26628865.8747,513009640.92303,26.49054,149.167436;16265530.297732,398188042.024605,26.760038,130.939912,16265530.323201,398188043.569699,26.760038,130.939913
1;26628866.959358,513009652.559221,26.49054,149.167438,26628867.061111,513009654.7375,26.49054,149.167438;16265531.044368,398188056.181723,26.760038,130.939915,16265531.158511,398188059.138594,26.760038,130.939916
1;26628867.102216,513009657.526779,26.49054,149.167439,26628867.297306,513009660.966135,26.49054,149.16744;16265531.315431,398188061.901243,26.760038,130.939917,16265531.458984,398188065.144024,26.760038,130.939917
0;26628867.312853,513009664.001459,26.49054,149.16744,26628867.312853,513009664.001459,26.49054,149.16744;16265531.604483,398188069.427302,26.760039,130.939918,16265531.604483,398188069.427302,26.760039,130.939918
2;26628867.384994,513009667.043013,26.490541,149.167441,26628867.423675,513009671.193255,26.490541,149.167441;16265531.619783,398188074.268848,26.760039,130.939919,16265531.68029,398188076.806624,26.760039,130.93992
1;26628867.476383,513009675.531369,26.490541,149.167442,26628868.170241,513009687.248735,26.490541,149.167444;16265531.723672,398188080.431661,26.760039,130.939921,16265532.671279,398188095.845645,26.760039,130.939923
2;26628868.515499,513009700.369127,26.490541,149.167446,26628870.126497,513009706.026776,26.490541,149.167447;16265532.909139,398188110.072114,26.760039,130.939926,16265534.459658,398188116.142836,26.760039,130.939927
0;26628870.140783,513009709.071207,26.490541,149.167448,26628870.140783,513009709.071207,26.490541,149.167448;16265534.561288,398188118.563285,26.760039,130.939928,16265534.561288,398188118.563285,26.760039,130.939928
2;26628870.223909,513009718.341543,26.490541,149.167449,26628870.331878,513009721.475654,26.490541,149.167449;16265534.57925,398188125.400936,26.760039,130.939929,16265534.681239,398188128.556073,26.760039,130.93993
0;26628871.379952,513009743.312492,26.490541,149.167453,26628871.379952,513009743.312492,26.490541,149.167453;16265535.268302,398188150.66228,26.76004,130.939934,16265535.268302,398188150.66228,26.76004,130.939934
2;26628874.832922,513009770.914349,26.490542,149.167458,26628874.947943,513009774.582221,26.490542,149.167459;16265538.746184,398188186.343826,26.76004,130.939941,16265538.835935,398188189.9004,26.760041,130.939942
0;26628875.06363,513009777.44116,26.490542,149.167459,26628875.06363,513009777.44116,26.490542,149.167459;16265538.880849,398188193.424802,26.760041,130.939943,16265538.880849,398188193.424802,26.760041,130.939943
1;26628875.615273,513009801.73156,26.490542,149.167463,26628876.327664,513009806.397527,26.490542,149.167464;16265539.782384,398188224.214425,26.760041,130.939948,16265540.300004,398188229.002741,26.760041,130.939949
0;26628876.798809,513009818.177757,26.490542,149.167466,26628876.798809,513009818.177757,26.490542,149.167466;16265540.652662,398188245.754499,26.760041,130.939953,16265540.652662,398188245.754499,26.760041,130.939953
2;26628876.951279,513009825.890355,26.490542,149.167468,26628877.500348,513009830.743691,26.490542,149.167468;16265540.721827,398188254.126635,26.760042,130.939955,16265541.215765,398188258.618727,26.760042,130.939955
