Estimulo,C1,C2,C3,C4,C5
1,"26628933.08333,513010734.687568,26.490557,149.167635","10796825.311664,361337596.411384,27.279196,124.971551","14967859.645368,407632266.843585,27.152366,133.12983","16673786.892876,365650967.90211,26.703618,125.634994","16265594.006405,398189150.819786,26.760059,130.94014"
0,"26628933.494672,513010737.014075,26.490557,149.167636","10796825.72372,361337598.69378,27.279196,124.971552","14967860.060327,407632269.37333,27.152366,133.129831","16673787.370772,365650971.306923,26.703619,125.634995","16265594.488129,398189154.525547,26.760059,130.940141"
2,"26628933.583085,513010740.554348,26.490557,149.167636","10796825.800035,361337601.689291,27.279196,124.971553","14967860.122004,407632271.940552,27.152366,133.129831","16673787.468086,365650974.231256,26.703619,125.634996","16265594.580457,398189157.594329,26.760059,130.940141"
0,"26628933.972621,513010745.556421,26.490557,149.167637","10796826.167147,361337606.498928,27.279196,124.971553","14967860.493097,407632276.34135,27.152366,133.129832","16673788.013723,365650979.424387,26.703619,125.634997","16265595.15954,398189163.044497,26.760059,130.940142"
4,"26628934.075727,513010748.171111,26.490557,149.167638","10796826.289122,361337608.996595,27.279196,124.971554","14967860.589302,407632278.557019,27.152366,133.129832","16673788.171239,365650981.734728,26.703619,125.634997","16265595.312936,398189165.466479,26.760059,130.940143"
0,"26628935.425594,513010753.9845,26.490557,149.167639","10796827.509963,361337615.061126,27.279196,124.971555","14967861.614482,407632283.839853,27.152366,133.129833","16673789.197683,365650986.986064,26.703619,125.634999","16265596.344709,398189170.878268,26.760059,130.940144"
4,"26628935.429172,513010759.636252,26.490557,149.167639","10796827.515333,361337620.031573,27.279196,124.971556","14967861.652808,407632287.116241,27.152366,133.129834","16673789.32301,365650991.057138,26.703619,125.634999","16265596.471171,398189175.748686,26.760059,130.940145"
0,"26628937.069749,513010766.241674,26.490557,149.16764","10796829.146945,361337626.157452,27.279196,124.971557","14967863.382717,407632293.016302,27.152366,133.129835","16673791.038639,365650997.477559,26.703619,125.635001","16265598.17284,398189182.287756,26.760059,130.940146"
0,"26628938.085676,513010772.214596,26.490557,149.167642","10796830.26485,361337632.483189,27.279196,124.971558","14967864.346639,407632299.099596,27.152366,133.129836","16673791.958221,365651006.005891,26.703619,125.635002","16265599.129629,398189191.986382,26.760059,130.940148"
3,"26628938.164727,513010776.164586,26.490557,149.167642","10796830.315457,361337636.506655,27.279196,124.971559","14967864.544859,407632302.347327,27.152366,133.129837","16673792.019862,365651010.414129,26.703619,125.635003","16265599.186079,398189196.680943,26.760059,130.940149"
0,"26628938.205293,513010779.618151,26.490557,149.167643","10796830.378593,361337639.598895,27.279196,124.97156","14967864.619632,407632305.150597,27.152366,133.129837","16673792.146805,365651013.492427,26.703619,125.635004","16265599.312818,398189199.868463,26.760059,130.94015"
1,"26628938.226968,513010784.029453,26.490557,149.167643","10796830.410585,361337643.474279,27.279196,124.97156","14967864.663527,407632308.769851,27.152366,133.129838","16673792.192955,365651017.347766,26.703619,125.635005","16265599.35717,398189203.892647,26.760059,130.940151"
0,"26628940.282606,513010794.419554,26.490557,149.167645","10796832.490887,361337653.970439,27.279196,124.971562","14967866.67747,407632319.276957,27.152366,133.12984","16673794.00417,365651029.452572,26.703619,125.635007","16265601.186341,398189216.152767,26.760059,130.940153"
1,"26628940.385286,513010797.093485,26.490557,149.167646","10796832.577395,361337656.1381,27.279196,124.971563","14967866.7722,407632321.133738,27.152366,133.12984","16673794.101536,365651031.045823,26.703619,125.635008","16265601.290231,398189217.76605,26.760059,130.940153"
0,"26628940.950412,513010799.74883,26.490557,149.167646","10796833.151628,361337658.610349,27.279196,124.971564","14967867.286103,407632323.414615,27.152366,133.129841","16673794.41454,365651033.486693,26.703619,125.635008","16265601.581702,398189220.246294,26.76006,130.940154"
2,"26628941.008069,513010803.839921,26.490557,149.167647","10796833.209676,361337661.800118,27.279196,124.971564","14967867.33435,407632326.237226,27.152366,133.129841","16673794.423417,365651036.289281,26.703619,125.635009","16265601.59047,398189222.9613,26.76006,130.940154"
0,"26628942.01193,513010812.29975,26.490557,149.167648","10796834.270158,361337669.880634,27.279196,124.971565","14967868.592177,407632333.819856,27.152366,133.129842","16673795.898329,365651043.480197,26.703619,125.63501","16265603.121411,398189230.233707,26.76006,130.940156"
3,"26628942.043185,513010813.884989,26.490558,149.167648","10796834.302969,361337671.286984,27.279197,124.971566","14967868.625959,407632335.478462,27.152366,133.129843","16673795.964867,365651046.023893,26.703619,125.635011","16265603.19787,398189233.176895,26.76006,130.940156"
0,"26628943.155387,513010818.923856,26.490558,149.167649","10796835.419546,361337676.465511,27.279196,124.971567","14967869.644789,407632341.541193,27.152366,133.129844","16673797.11274,365651052.19822,26.703619,125.635012","16265604.321938,398189239.488092,26.76006,130.940157"
0,"26628943.631117,513010821.891604,26.490558,149.16765","10796835.816593,361337679.247875,27.279197,124.971568","14967870.028446,407632344.345091,27.152366,133.129845","16673797.498711,365651055.590448,26.703619,125.635013","16265604.693841,398189243.160661,26.76006,130.940158"
2,"26628943.672486,513010824.213604,26.490558,149.167651","10796835.85642,361337681.584616,27.279197,124.971568","14967870.100732,407632346.624033,27.152366,133.129845","16673797.590176,365651058.454853,26.70362,125.635014","16265604.785991,398189246.117185,26.76006,130.940159"
0,"26628943.877864,513010827.094553,26.490558,149.167651","10796836.071844,361337684.544031,27.279197,124.971569","14967870.334062,407632350.305418,27.152366,133.129846","16673797.779217,365651063.783839,26.70362,125.635014","16265604.969341,398189251.757726,26.76006,130.94016"
4,"26628943.896662,513010830.443587,26.490558,149.167652","10796836.100185,361337687.338418,27.279197,124.97157","14967870.392447,407632353.049769,27.152366,133.129846","16673797.882492,365651066.721051,26.70362,125.635015","16265605.082827,398189254.872355,26.76006,130.940161"
0,"26628944.210185,513010839.627632,26.490558,149.167653","10796836.378755,361337695.879705,27.279197,124.971571","14967870.659543,407632360.793041,27.152366,133.129848","16673798.106843,365651072.14258,26.70362,125.635017","16265605.310072,398189260.25247,26.76006,130.940162"
4,"26628944.399716,513010842.808821,26.490558,149.167654","10796836.55821,361337698.948067,27.279197,124.971572","14967870.787129,407632363.847806,27.152366,133.129848","16673798.158771,365651077.659665,26.70362,125.635018","16265605.359893,398189267.044406,26.76006,130.940163"
0,"26628945.779558,513010846.944599,26.490558,149.167655","10796837.736348,361337702.821151,27.279197,124.971573","14967871.92623,407632368.337759,27.152366,133.129849","16673799.200582,365651081.843215,26.70362,125.635018","16265606.402728,398189271.270154,26.76006,130.940164"
2,"26628946.900449,513010860.170148,26.490558,149.167656","10796838.886244,361337715.96825,27.279197,124.971575","14967872.995944,407632382.366874,27.152366,133.129852","16673800.134668,365651098.259992,26.70362,125.635021","16265607.383878,398189288.900624,26.76006,130.940167"
0,"26628946.927707,513010863.632086,26.490558,149.167657","10796838.915888,361337719.492881,27.279197,124.971576","14967873.015992,407632386.019738,27.152366,133.129852","16673800.166413,365651102.043625,26.70362,125.635022","16265607.419319,398189292.685471,26.76006,130.940168"
0,"26628946.937597,513010866.184028,26.490558,149.167657","10796838.929193,361337721.576691,27.279197,124.971576","14967873.02193,407632388.116474,27.152366,133.129852","16673800.181647,365651105.417606,26.70362,125.635023","16265607.43404,398189296.633129,26.76006,130.940169"
4,"26628947.367601,513010871.814184,26.490558,149.167658","10796839.343993,361337726.54644,27.279197,124.971577","14967873.435946,407632393.157645,27.152366,133.129853","16673800.583349,365651110.11087,26.70362,125.635024","16265607.834682,398189301.209685,26.76006,130.940169"
0,"26628948.161124,513010881.483483,26.490558,149.16766","10796840.13733,361337735.166965,27.279197,124.971578","14967874.24084,407632401.081603,27.152366,133.129855","16673801.405623,365651117.476343,26.70362,125.635025","16265608.677511,398189308.908088,26.76006,130.940171"
1,"26628948.234431,513010882.91942,26.490558,149.16766","10796840.258058,361337736.680079,27.279197,124.971579","14967874.389155,407632402.306139,27.152366,133.129855","16673801.651105,365651119.163058,26.70362,125.635025","16265608.972792,398189310.931015,26.76006,130.940171"
0,"26628948.810527,513010887.587587,26.490558,149.167661","10796840.866937,361337741.797843,27.279197,124.97158","14967875.059332,407632409.097718,27.152366,133.129856","16673802.299663,365651127.757322,26.70362,125.635027","16265609.611048,398189319.790334,26.760061,130.940173"
1,"26628949.571958,513010891.43065,26.490558,149.167661","10796841.611718,361337745.561965,27.279197,124.971581","14967875.932195,407632412.976249,27.152366,133.129857","16673803.276172,365651131.9991,26.70362,125.635028","16265610.629695,398189324.334459,26.760061,130.940174"
0,"26628950.038364,513010895.645852,26.490558,149.167662","10796842.102287,361337750.317231,27.279197,124.971581","14967876.475048,407632418.183457,27.152366,133.129858","16673803.996455,365651137.220715,26.70362,125.635029","16265611.375668,398189329.720391,26.76006,130.940175"
3,"26628950.118199,513010899.448053,26.490558,149.167663","10796842.189404,361337753.686709,27.279197,124.971582","14967876.567856,407632421.529601,27.152366,133.129858","16673804.087712,365651140.577313,26.70362,125.635029","16265611.463693,398189333.190037,26.760061,130.940175"
0,"26628950.870505,513010901.328832,26.490558,149.167663","10796842.901863,361337755.189369,27.279197,124.971582","14967877.322228,407632422.80618,27.152366,133.129859","16673804.693692,365651142.022923,26.70362,125.63503","16265612.076515,398189334.777417,26.760061,130.940176"
0,"26628951.303881,513010908.827469,26.490558,149.167664","10796843.366268,361337762.9346,27.279197,124.971584","14967877.78073,407632431.17342,27.152366,133.12986","16673805.257841,365651151.539503,26.70362,125.635031","16265612.646606,398189344.616476,26.760061,130.940177"
3,"26628951.363815,513010919.18255,26.490558,149.167666","10796843.425178,361337772.877078,27.279197,124.971585","14967877.825926,407632441.748918,27.152366,133.129861","16673805.288148,365651163.696667,26.70362,125.635033","16265612.67756,398189357.149061,26.760061,130.940179"
0,"26628951.487598,513010922.77913,26.490558,149.167666","10796843.560706,361337776.240423,27.279197,124.971586","14967877.971716,407632445.081189,27.152366,133.129862","16673805.447308,365651166.418606,26.70362,125.635034","16265612.842987,398189359.895681,26.760061,130.94018"
3,"26628951.50177,513010925.901694,26.490558,149.167667","10796843.579742,361337778.906157,27.279197,124.971586","14967877.992844,407632447.726355,27.152366,133.129863","16673805.480778,365651169.459681,26.70362,125.635035","16265612.880025,398189362.8682,26.760061,130.940181"
0,"26628952.84191,513010937.00235,26.490558,149.167668","10796844.89073,361337790.546621,27.279197,124.971589","14967879.324444,407632460.515083,27.152366,133.129865","16673806.764941,365651185.275256,26.70362,125.635037","16265614.16978,398189379.510782,26.760061,130.940183"
4,"26628953.51225,513010943.388817,26.490558,149.16767","10796845.660541,361337795.070845,27.279197,124.97159","14967880.20883,407632464.515726,27.152366,133.129866","16673807.74452,365651189.414973,26.70362,125.635039","16265615.162094,398189384.061034,26.760061,130.940185"
0,"26628954.024919,513010949.154734,26.490558,149.16767","10796846.250833,361337800.664407,27.279197,124.971591","14967880.848404,407632469.734641,27.152366,133.129867","16673808.5536,365651194.266843,26.70362,125.63504","16265615.995665,398189388.965081,26.760061,130.940186"
2,"26628954.10926,513010951.504724,26.490558,149.167671","10796846.319107,361337803.013163,27.279197,124.971591","14967880.9038,407632472.15172,27.152366,133.129867","16673808.635284,365651197.267242,26.703621,125.63504","16265616.089072,398189392.485815,26.760061,130.940186"
0,"26628955.267325,513010957.394896,26.490558,149.167672","10796847.431538,361337808.438584,27.279197,124.971592","14967881.990181,407632477.413691,27.152366,133.129868","16673809.715956,365651202.807626,26.703621,125.635042","16265617.17989,398189398.2521,26.760061,130.940188"
0,"26628955.291134,513010959.081774,26.490558,149.167672","10796847.44316,361337809.983982,27.279197,124.971593","14967882.005583,407632479.177528,27.152366,133.129869","16673809.723703,365651205.608502,26.703621,125.635042","16265617.1905,398189401.403037,26.760061,130.940189"
1,"26628955.600735,513010965.372602,26.490558,149.167673","10796847.760446,361337816.021447,27.279197,124.971594","14967882.346705,407632485.294265,27.152366,133.12987","16673810.040491,365651210.465148,26.703621,125.635043","16265617.527965,398189406.156853,26.760061,130.940189"
0,"26628956.612474,513010968.294643,26.490558,149.167674","10796848.66245,361337818.55979,27.279197,124.971594","14967883.277026,407632488.108128,27.152366,133.12987","16673811.011727,365651214.550697,26.703621,125.635044","16265618.523005,398189410.554899,26.760061,130.94019"
3,"26628956.830126,513010973.738228,26.490558,149.167675","10796848.862744,361337823.165028,27.279197,124.971595","14967883.499107,407632492.473188,27.152366,133.129871","16673811.214952,365651219.507847,26.703621,125.635045","16265618.73697,398189415.75696,26.760061,130.940191"
0,"26628957.166111,513010977.207089,26.490558,149.167675","10796849.172525,361337826.493958,27.279197,124.971596","14967883.709463,407632495.692694,27.152366,133.129871","16673811.341478,365651223.385996,26.703621,125.635046","16265618.8509,398189419.887536,26.760061,130.940192"
1,"26628957.184586,513010978.048645,26.490559,149.167675","10796849.191314,361337827.283259,27.279197,124.971596","14967883.738403,407632496.616484,27.152367,133.129872","16673811.350582,365651224.527697,26.703621,125.635046","16265618.861893,398189421.087831,26.760062,130.940193"
0,"26628957.398412,513010984.07873,26.490559,149.167676","10796849.430158,361337832.882288,27.279197,124.971597","14967884.025763,407632501.792296,27.152367,133.129873","16673811.739369,365651230.616364,26.703621,125.635048","16265619.280605,398189427.457976,26.760062,130.940194"
1,"26628958.367339,513010987.975541,26.490559,149.167677","10796850.408611,361337836.66808,27.279197,124.971598","14967885.129615,407632505.677571,27.152367,133.129873","16673813.004285,365651235.052396,26.703621,125.635049","16265620.592527,398189432.09394,26.760062,130.940195"
0,"26628958.532048,513010991.721035,26.490559,149.167678","10796850.580745,361337839.967893,27.279197,124.971599","14967885.281618,407632508.981064,27.152367,133.129874","16673813.108773,365651239.247041,26.703621,125.635049","16265620.696621,398189436.470405,26.760062,130.940196"
0,"26628958.589132,513010995.289729,26.490559,149.167678","10796850.630742,361337843.180539,27.279197,124.971599","14967885.335982,407632512.24867,27.152367,133.129875","16673813.147585,365651242.049745,26.703621,125.63505","16265620.730047,398189439.326539,26.760062,130.940196"
1,"26628958.779827,513011000.091547,26.490559,149.167679","10796850.829939,361337848.199671,27.279197,124.9716","14967885.563864,407632517.690147,27.152367,133.129876","16673813.356877,365651246.649895,26.703621,125.635051","16265620.967791,398189443.801243,26.760062,130.940197"
0,"26628959.619652,513011006.671709,26.490559,149.16768","10796851.698128,361337854.338271,27.279197,124.971601","14967886.319449,407632523.987414,27.152367,133.129877","16673814.076499,365651252.671479,26.703621,125.635052","16265621.715475,398189449.890506,26.760062,130.940198"
2,"26628959.679244,513011009.925406,26.490559,149.167681","10796851.718,361337857.211716,27.279197,124.971602","14967886.329555,407632526.793464,27.152367,133.129877","16673814.107562,365651254.8323,26.703622,125.635053","16265621.757734,398189452.046471,26.760062,130.940199"
0,"26628959.745925,513011011.386717,26.490559,149.167681","10796851.783768,361337858.665157,27.279198,124.971602","14967886.379828,407632528.412662,27.152367,133.129878","16673814.160469,365651256.799389,26.703622,125.635053","16265621.809171,398189454.217207,26.760062,130.940199"
1,"26628959.767686,513011014.20449,26.490559,149.167681","10796851.816153,361337861.283261,27.279198,124.971603","14967886.418848,407632531.262011,27.152367,133.129878","16673814.203772,365651260.18863,26.703622,125.635054","16265621.853142,398189457.720719,26.760062,130.9402"
0,"26628960.263019,513011018.996683,26.490559,149.167682","10796852.311403,361337865.92563,27.279198,124.971604","14967886.894166,407632535.962501,27.152367,133.129879","16673814.639189,365651266.071822,26.703622,125.635055","16265622.287739,398189463.998691,26.760062,130.940201"
1,"26628960.321435,513011021.901263,26.490559,149.167683","10796852.38554,361337868.504827,27.279198,124.971604","14967886.955355,407632538.900618,27.152367,133.129879","16673814.744939,365651269.159834,26.703622,125.635056","16265622.402768,398189467.373088,26.760062,130.940202"
0,"26628960.545783,513011027.773739,26.490559,149.167684","10796852.672528,361337873.441519,27.279198,124.971605","14967887.325572,407632542.996815,27.152367,133.12988","16673815.143721,365651271.700458,26.703622,125.635057","16265622.818652,398189470.016818,26.760062,130.940203"
0,"26628960.569116,513011030.582604,26.490559,149.167684","10796852.695732,361337875.953725,27.279198,124.971606","14967887.355427,407632545.898574,27.152367,133.129881","16673815.18922,365651275.493428,26.703622,125.635057","16265622.863397,398189474.101764,26.760063,130.940204"
2,"26628960.627525,513011033.748362,26.490559,149.167685","10796852.741579,361337878.843998,27.279198,124.971606","14967887.407753,407632548.665584,27.152367,133.129881","16673815.228146,365651278.25225,26.703622,125.635058","16265622.906801,398189476.885128,26.760063,130.940204"
