Start_time;End_time;C1;C2;C3;C4;C5
2025-05-15 14:56:13.730310;2025-05-15 14:56:14.991728;338827.009493,24405488.771157,32.55463,36.014668;827170.28078,35004081.575323,29.755699,40.712915;403815.035766,24083347.948537,32.999349,36.181599;917901.903861,33036899.647651,30.627105,40.459797;793785.269449,37112104.366401,29.937712,42.132924
2025-05-15 14:56:14.993722;2025-05-15 14:56:15.802207;338827.244611,24405491.944751,32.554631,36.014671;827170.565029,35004096.265879,29.755703,40.712928;403815.457044,24083385.020822,32.999353,36.181635;917902.810183,33036958.010102,30.627116,40.459848;793785.578318,37112108.871015,29.937713,42.132928
2025-05-15 14:56:15.804203;2025-05-15 14:56:16.282258;338828.749342,24405517.936859,32.554626,36.014686;827171.188223,35004147.712219,29.755705,40.71296;403815.653919,24083490.634533,32.999353,36.181712;917903.154822,33037083.489364,30.627133,40.459938;793786.124319,37112145.976411,29.937709,42.132945
2025-05-15 14:56:16.317135;2025-05-15 14:56:16.571957;338830.610414,24405567.288365,32.554622,36.014718;827174.37943,35004282.141044,29.755727,40.713055;403821.709772,24083797.549522,32.999376,36.181964;917910.764676,33037474.181739,30.627202,40.460234;793788.680387,37112221.49798,29.937708,42.132985
2025-05-15 14:56:16.572956;2025-05-15 14:56:17.087752;338831.035095,24405589.732294,32.554619,36.014734;827175.615886,35004349.360539,29.755732,40.713101;403825.367264,24083954.033057,32.99937,36.182084;917916.468699,33037705.882915,30.627216,40.460398;793789.089793,37112252.951589,29.937708,42.133002
2025-05-15 14:56:17.088780;2025-05-15 14:56:17.986965;338831.136147,24405600.490469,32.554617,36.014741;827176.406288,35004377.782695,29.755731,40.713117;403828.213853,24084022.199851,32.99936,36.182129;917921.370252,33037813.394689,30.627214,40.460464;793789.238515,37112264.189214,29.937708,42.133008
2025-05-15 14:56:17.986965;2025-05-15 14:56:19.158845;338831.836735,24405612.039717,32.554618,36.01475;827177.724583,35004401.926105,29.755744,40.713144;403830.397312,24084075.58663,32.999386,36.182201;917924.120209,33037896.038668,30.627264,40.46057;793790.004225,37112276.014961,29.93771,42.133018
2025-05-15 14:56:19.159845;2025-05-15 14:56:20.083100;338832.267345,24405631.632822,32.554618,36.014764;827178.176872,35004463.158825,29.755758,40.713189;403830.926858,24084230.926142,32.999403,36.182322;917924.668325,33038156.087647,30.627323,40.460763;793790.454544,37112299.445178,29.937714,42.133033
2025-05-15 14:56:20.084129;2025-05-15 14:56:21.152397;338832.376576,24405643.037423,32.55462,36.014775;827178.790767,35004498.996269,29.755773,40.713225;403832.394515,24084321.205336,32.999432,36.182421;917927.810567,33038326.415954,30.627388,40.460933;793790.549097,37112314.741252,29.937717,42.133045
2025-05-15 14:56:21.153394;2025-05-15 14:56:22.245006;338832.499555,24405649.672078,32.554622,36.014782;827179.116868,35004521.24508,29.755785,40.713249;403833.081182,24084378.297083,32.999455,36.182489;917929.316679,33038439.925958,30.627443,40.46106;793790.746855,37112320.913772,29.93772,42.133052
