Start_time;End_time;C1;C2;C3;C4;C5
2025-05-15 15:26:50.778210;2025-05-15 15:26:52.698505;340004.695603,24437204.491296,32.554961,36.039019;829514.051501,35108909.502926,29.777879,40.794368;409521.223587,24372130.042037,32.999172,36.404543;931177.408396,33414251.411365,30.665855,40.734663;824148.795852,37427644.466846,29.93504,42.330771
2025-05-15 15:26:52.699502;2025-05-15 15:26:53.291279;340005.770696,24437211.389733,32.554961,36.039025;829514.733154,35108938.418605,29.777885,40.794391;409521.919797,24372185.784933,32.999173,36.404589;931178.137299,33414321.163205,30.665862,40.734716;824149.157274,37427659.769659,29.935042,42.330782
2025-05-15 15:26:53.294238;2025-05-15 15:26:54.032971;340005.797853,24437221.791223,32.554961,36.039034;829515.101517,35108985.899747,29.777893,40.79443;409522.561107,24372273.457618,32.999173,36.404666;931179.006105,33414428.032052,30.665873,40.734801;824149.229398,37427679.696932,29.935046,42.330799
2025-05-15 15:26:54.034965;2025-05-15 15:26:54.690370;340006.087461,24437240.691127,32.554962,36.039047;829517.656953,35109058.850818,29.777903,40.794479;409527.210536,24372399.159245,32.999172,36.404754;931184.295908,33414581.675634,30.665883,40.734899;824149.913891,37427712.463609,29.935049,42.330819
2025-05-15 15:26:54.690370;2025-05-15 15:26:55.270321;340006.296008,24437262.602946,32.554971,36.039075;829519.52954,35109164.114107,29.777968,40.794616;409531.054934,24372588.58332,32.999251,36.405014;931189.204068,33414812.210467,30.666001,40.73519;824150.903926,37427756.133064,29.935075,42.330875
2025-05-15 15:26:55.271318;2025-05-15 15:26:55.895244;340009.795117,24437299.919706,32.554973,36.039109;829523.730691,35109256.249177,29.778023,40.794722;409535.680226,24372744.233408,32.999321,36.405202;931194.412178,33414996.917456,30.666099,40.735398;824154.605774,37427797.411825,29.935094,42.33092
2025-05-15 15:26:55.896989;2025-05-15 15:26:56.491634;340011.682885,24437325.165253,32.554972,36.039131;829526.201187,35109344.059193,29.778042,40.794796;409538.728462,24372894.515835,32.999331,36.405339;931197.479066,33415173.034187,30.66613,40.735545;824156.895044,37427845.094562,29.935098,42.330954
2025-05-15 15:26:56.493596;2025-05-15 15:26:57.082936;340019.372073,24437362.288275,32.554964,36.039159;829537.88935,35109457.424064,29.778054,40.794882;409554.010019,24373088.640569,32.999322,36.405497;931212.368354,33415409.934934,30.666146,40.735719;824165.478356,37427920.035164,29.935096,42.331001
2025-05-15 15:26:57.082936;2025-05-15 15:26:58.144045;340022.823441,24437397.162969,32.554962,36.039184;829543.331462,35109567.079533,29.778077,40.794959;409561.84903,24373270.051271,32.999338,36.405632;931219.588375,33415619.308184,30.666183,40.735862;824168.814122,37427967.602945,29.935104,42.331033
2025-05-15 15:26:58.145076;2025-05-15 15:26:59.218812;340023.04928,24437405.048935,32.554965,36.039191;829543.886507,35109607.523746,29.778087,40.79499;409562.730346,24373344.461882,32.999349,36.405692;931220.700667,33415708.50448,30.666201,40.735928;824169.20571,37427988.277331,29.935106,42.331046
2025-05-15 15:26:59.219809;2025-05-15 15:27:00.250839;340024.116708,24437431.398714,32.554965,36.039213;829544.99489,35109702.539751,29.77811,40.795069;409563.990822,24373508.063192,32.999364,36.40584;931222.250244,33415908.908577,30.666238,40.736091;824170.224804,37428037.954904,29.935114,42.331082
2025-05-15 15:27:00.251837;2025-05-15 15:27:01.343568;340024.182272,24437446.606646,32.554969,36.039225;829545.454465,35109773.576118,29.778131,40.79512;409564.950989,24373630.057848,32.999383,36.405933;931223.411872,33416060.108491,30.666269,40.736195;824170.558929,37428074.664905,29.93512,42.331105
2025-05-15 15:27:01.344565;2025-05-15 15:27:02.387890;340024.953232,24437467.829984,32.554972,36.039243;829545.833863,35109846.8803,29.778157,40.795182;409565.293194,24373749.787416,32.999411,36.406043;931223.693255,33416203.159893,30.666312,40.736315;824171.183154,37428104.60867,29.935129,42.331128
2025-05-15 15:27:02.388887;2025-05-15 15:27:03.435738;340025.331562,24437476.755425,32.554973,36.039253;829546.815569,35109883.346503,29.778168,40.795222;409566.75495,24373811.540186,32.99942,36.406117;931225.417694,33416282.209188,30.666331,40.7364;824171.758723,37428122.779628,29.935134,42.331147
2025-05-15 15:27:03.435738;2025-05-15 15:27:04.512866;340025.506458,24437485.9692,32.554977,36.039263;829548.232846,35109927.581256,29.778186,40.795268;409569.001348,24373892.065397,32.999436,36.406206;931228.060004,33416382.100931,30.666361,40.736501;824172.399598,37428144.187567,29.93514,42.331167
2025-05-15 15:27:04.513863;2025-05-15 15:27:05.577354;340026.874829,24437503.55312,32.554986,36.039284;829549.568413,35110025.705945,29.778235,40.795361;409570.460305,24374066.134521,32.999496,36.406375;931229.540528,33416591.82881,30.666446,40.736689;824173.907035,37428188.130203,29.935156,42.331204
2025-05-15 15:27:05.578351;2025-05-15 15:27:06.636552;340027.015412,24437524.620192,32.55499,36.039303;829550.13674,35110128.560845,29.778263,40.795444;409571.443347,24374239.001224,32.999521,36.406527;931230.880656,33416804.454478,30.666492,40.736858;824174.269533,37428226.483268,29.935166,42.331235
2025-05-15 15:27:06.637581;2025-05-15 15:27:07.682651;340027.291746,24437542.266627,32.554996,36.03932;829550.492612,35110200.987685,29.778296,40.795512;409572.22681,24374357.76443,32.999561,36.406648;931231.799269,33416950.841128,30.666547,40.736992;824174.490769,37428255.65574,29.935178,42.331262
2025-05-15 15:27:07.683681;2025-05-15 15:27:09.012286;340027.357369,24437551.655336,32.554998,36.039328;829550.628435,35110238.789453,29.778314,40.795547;409572.502005,24374427.238611,32.999584,36.406717;931232.107786,33417034.133672,30.666581,40.737069;824174.698559,37428275.090032,29.935184,42.331276
2025-05-15 15:27:09.012888;2025-05-15 15:27:10.253983;340028.564459,24437575.934579,32.554999,36.039348;829551.532811,35110299.823549,29.778341,40.795608;409573.494623,24374520.671321,32.999616,36.406821;931232.95521,33417140.953555,30.666628,40.737181;824175.866137,37428305.220565,29.935191,42.331301
2025-05-15 15:27:10.256378;2025-05-15 15:27:10.870848;340028.635089,24437594.913986,32.555005,36.039369;829551.817792,35110397.311081,29.778377,40.795704;409574.069806,24374694.541017,32.999647,36.406997;931233.554151,33417353.053527,30.666685,40.737378;824175.95671,37428345.615288,29.935204,42.331337
2025-05-15 15:27:10.871566;2025-05-15 15:27:11.928810;340030.467155,24437612.172626,32.555014,36.039388;829555.858234,35110462.090078,29.778435,40.795779;409580.404241,24374804.149181,32.999726,36.407128;931241.236101,33417485.619747,30.666786,40.737526;824178.305655,37428372.210071,29.935223,42.331366
2025-05-15 15:27:11.929393;2025-05-15 15:27:13.219726;340030.724784,24437619.489756,32.555015,36.039395;829557.999934,35110493.104159,29.778443,40.795808;409584.270027,24374858.205806,32.999732,36.40718;931245.540531,33417553.040485,30.666799,40.737585;824179.098624,37428384.079161,29.935226,42.331377
2025-05-15 15:27:13.220951;2025-05-15 15:27:14.026140;340030.768021,24437631.976399,32.55502,36.039408;829558.433439,35110557.951245,29.778465,40.795864;409585.073985,24374968.930114,32.999751,36.407282;931246.23898,33417688.527407,30.666832,40.737697;824179.198886,37428409.148321,29.935234,42.331398
2025-05-15 15:27:14.027204;2025-05-15 15:27:15.107726;340032.253804,24437654.806796,32.555025,36.039432;829564.137134,35110634.850062,29.778502,40.795955;409594.92617,24375097.078192,32.999789,36.407446;931258.951962,33417850.847448,30.666892,40.737884;824181.501576,37428439.934532,29.935246,42.331431
2025-05-15 15:27:15.108397;2025-05-15 15:27:16.156800;340032.754212,24437681.208994,32.555032,36.039455;829566.382007,35110782.990662,29.778545,40.796063;409599.32183,24375362.122528,32.999826,36.407648;931264.170029,33418176.04356,30.666957,40.738107;824182.498755,37428494.400807,29.935258,42.331467
2025-05-15 15:27:16.158107;2025-05-15 15:27:17.234617;340035.968134,24437711.786836,32.555029,36.039477;829581.259008,35110921.528392,29.778545,40.796152;409622.902131,24375607.049125,32.999788,36.407816;931292.848576,33418485.337999,30.666938,40.738295;824189.156658,37428548.43965,29.935257,42.331501
2025-05-15 15:27:17.236039;2025-05-15 15:27:18.284192;340036.16278,24437726.645048,32.555031,36.039489;829581.944782,35110977.118927,29.778564,40.7962;409623.972713,24375701.800067,32.99981,36.407907;931294.32695,33418601.592311,30.666973,40.738397;824189.32482,37428571.144498,29.935264,42.33152
2025-05-15 15:27:18.285443;2025-05-15 15:27:19.345705;340036.477743,24437753.856099,32.555033,36.039511;829582.366805,35111075.251396,29.778587,40.796279;409624.606444,24375860.513676,32.999827,36.408051;931295.040437,33418797.606762,30.667007,40.738555;824189.607592,37428609.355109,29.93527,42.331548
2025-05-15 15:27:19.346253;2025-05-15 15:27:20.416364;340036.579165,24437765.893616,32.555044,36.039533;829583.996704,35111132.024956,29.778647,40.79638;409627.419866,24375961.181755,32.999906,36.408232;931298.504265,33418914.6155,30.667113,40.738756;824190.072631,37428631.7161,29.935288,42.331582
2025-05-15 15:27:20.417533;2025-05-15 15:27:21.465507;340037.332216,24437782.412485,32.55505,36.03955;829586.616805,35111207.207648,29.778682,40.796451;409631.38191,24376098.993002,32.999944,36.408363;931303.68537,33419083.148377,30.66717,40.738904;824192.225105,37428658.086301,29.9353,42.331608
2025-05-15 15:27:21.466668;2025-05-15 15:27:22.572313;340037.465983,24437794.58978,32.555051,36.03956;829587.581037,35111267.384914,29.778687,40.796493;409633.936717,24376201.376868,32.999939,36.408442;931306.43894,33419203.348023,30.667176,40.738989;824192.651154,37428677.131315,29.935302,42.331622
2025-05-15 15:27:22.573482;2025-05-15 15:27:23.605360;340038.462604,24437812.579454,32.555053,36.039576;829587.896631,35111338.546796,29.778708,40.796549;409634.481902,24376333.286559,32.999952,36.408545;931306.932066,33419377.012233,30.667204,40.739109;824193.134196,37428710.245925,29.935307,42.331644
2025-05-15 15:27:23.605950;2025-05-15 15:27:24.653743;340038.80768,24437839.054593,32.555056,36.039597;829588.427973,35111439.360576,29.778735,40.796632;409635.201664,24376503.714591,32.999977,36.408697;931307.658952,33419586.786525,30.667248,40.739277;824193.756118,37428748.91604,29.935315,42.331674
2025-05-15 15:27:24.654958;2025-05-15 15:27:25.688256;340039.34456,24437858.672314,32.555058,36.039615;829588.591646,35111526.941027,29.778762,40.796707;409635.312855,24376657.471344,32.999999,36.408837;931307.819422,33419771.963244,30.667293,40.739434;824193.953562,37428787.263747,29.935324,42.331706
