Start_time;End_time;C1;C2;C3;C4;C5
2025-05-15 15:10:37.971176;2025-05-15 15:10:39.460376;339301.622785,24418870.175313,32.554598,36.024705;828127.504015,35046004.514706,29.764636,40.745369;407040.620615,24244174.459062,32.991594,36.298415;927819.848286,33231158.817652,30.644157,40.600021;795064.615407,37142968.720022,29.943427,42.156706
2025-05-15 15:10:39.463368;2025-05-15 15:10:40.120228;339301.756636,24418877.280567,32.554598,36.024711;828127.768799,35046034.723746,29.764639,40.745391;407041.255862,24244248.088289,32.99159,36.298471;927820.37665,33231243.146367,30.644161,40.600079;795064.739214,37143006.470304,29.943429,42.156731
2025-05-15 15:10:40.121240;2025-05-15 15:10:40.587142;339303.448891,24418895.208687,32.554596,36.024724;828130.469119,35046094.726158,29.764646,40.745432;407045.670239,24244383.235797,32.991588,36.29857;927824.682418,33231394.215151,30.644173,40.600179;795067.206241,37143070.908908,29.943436,42.156773
2025-05-15 15:10:40.589134;2025-05-15 15:10:41.078034;339304.101724,24418903.588631,32.554605,36.024741;828133.92576,35046145.855896,29.764689,40.745512;407053.520609,24244510.886518,32.991657,36.298769;927833.104973,33231535.59436,30.644265,40.600385;795070.722961,37143126.254879,29.943477,42.156855
2025-05-15 15:10:41.079032;2025-05-15 15:10:41.552448;339304.336602,24418911.990327,32.554605,36.024748;828134.472266,35046173.524896,29.764693,40.745533;407054.796088,24244572.334278,32.991654,36.29882;927834.646341,33231605.155848,30.64427,40.600438;795071.318416,37143152.101525,29.943481,42.156876
2025-05-15 15:10:41.553478;2025-05-15 15:10:42.035786;339305.694079,24418934.950549,32.554608,36.024768;828135.936187,35046234.351549,29.764722,40.745598;407056.694009,24244706.586087,32.991702,36.298977;927836.751947,33231752.664466,30.644335,40.600597;795072.901322,37143213.225599,29.943511,42.156942
2025-05-15 15:10:42.036783;2025-05-15 15:10:42.921598;339305.860908,24418955.275596,32.554611,36.024786;828136.831913,35046323.506308,29.764749,40.745677;407058.716615,24244911.582658,32.991734,36.299172;927838.993497,33231980.716623,30.644394,40.6008;795073.857771,37143314.202394,29.943541,42.157031
2025-05-15 15:10:42.922595;2025-05-15 15:10:43.997679;339306.560776,24418963.358455,32.55461,36.024793;828139.231288,35046348.01765,29.764754,40.745701;407063.099609,24244966.616413,32.991735,36.299229;927844.253684,33232046.634051,30.644402,40.600861;795076.067075,37143341.442792,29.943545,42.157057
2025-05-15 15:10:44.028561;2025-05-15 15:10:45.036778;339307.392447,24418988.220438,32.554609,36.024814;828142.027585,35046430.737791,29.764771,40.745776;407068.154316,24245141.674015,32.991749,36.299407;927849.953367,33232247.426373,30.644441,40.601047;795077.85059,37143440.076409,29.943564,42.15714
2025-05-15 15:10:45.037776;2025-05-15 15:10:46.104890;339308.374197,24419001.510214,32.554611,36.024826;828144.541353,35046495.61044,29.764792,40.745831;407072.174155,24245292.079076,32.991775,36.299542;927853.383574,33232421.092237,30.644485,40.601188;795079.766071,37143484.506322,29.943577,42.157177
