Start_time;End_time;C1;C2;C3;C4;C5
2025-05-15 15:19:07.512490;2025-05-15 15:19:09.127031;339678.813272,24428563.012523,32.554642,36.032137;828863.671676,35078819.822401,29.770949,40.770467;408470.994862,24315631.171195,32.994292,36.356517;929998.48476,33349179.556442,30.654752,40.684311;799702.345369,37249827.969453,29.943272,42.218299
2025-05-15 15:19:09.127559;2025-05-15 15:19:09.614932;339682.745389,24428573.330776,32.55464,36.032147;828867.071805,35078853.802114,29.770956,40.770498;408474.448789,24315709.911385,32.994293,36.356583;930001.790289,33349270.927429,30.654761,40.684379;799705.01069,37249862.844428,29.943271,42.218319
2025-05-15 15:19:09.616928;2025-05-15 15:19:10.095268;339683.935654,24428612.057604,32.554636,36.032172;828868.877501,35078929.588019,29.770975,40.770558;408477.052652,24315837.369887,32.994314,36.3567;930004.928714,33349408.85483,30.654794,40.684495;799707.141864,37249906.936868,29.943274,42.218348
2025-05-15 15:19:10.097262;2025-05-15 15:19:10.694269;339685.027815,24428636.018298,32.554636,36.032194;828871.015611,35078982.465287,29.771001,40.770626;408479.676369,24315935.09767,32.994347,36.35684;930008.160243,33349510.534177,30.654841,40.684632;799709.243225,37249934.581453,29.94328,42.218376
2025-05-15 15:19:10.695269;2025-05-15 15:19:11.194408;339692.391113,24428658.772804,32.554634,36.032215;828880.607343,35079077.182368,29.771022,40.770701;408492.079061,24316135.595387,32.994363,36.357004;930019.692359,33349724.674812,30.654877,40.68479;799717.894795,37249974.7063,29.943285,42.218406
2025-05-15 15:19:11.195400;2025-05-15 15:19:11.752251;339692.957511,24428686.338236,32.554636,36.032234;828884.047876,35079192.177577,29.771045,40.770781;408499.451142,24316359.440277,32.99438,36.357174;930026.830817,33349962.435196,30.654916,40.684956;799718.854682,37250016.135879,29.943292,42.218432
2025-05-15 15:19:11.753282;2025-05-15 15:19:12.814240;339693.543976,24428700.257537,32.554639,36.032247;828886.843206,35079244.737135,29.771058,40.770825;408505.262754,24316463.221731,32.994384,36.357266;930032.846859,33350074.846256,30.65493,40.685045;799719.847755,37250036.707127,29.943296,42.218448
2025-05-15 15:19:12.815237;2025-05-15 15:19:13.862274;339694.007533,24428710.03442,32.554641,36.03226;828888.480483,35079293.579363,29.771076,40.77088;408507.865044,24316567.715751,32.9944,36.357383;930035.768865,33350186.809736,30.654958,40.685158;799720.569624,37250058.120089,29.943301,42.218469
2025-05-15 15:19:13.864269;2025-05-15 15:19:14.922075;339696.336345,24428737.43145,32.554638,36.032279;828890.692044,35079400.712784,29.771091,40.770952;408509.831325,24316786.047026,32.994404,36.35754;930037.862335,33350419.088636,30.654984,40.685312;799723.19292,37250129.615638,29.943308,42.218512
2025-05-15 15:19:14.923072;2025-05-15 15:19:15.974483;339696.381935,24428769.654031,32.554638,36.0323;828890.797708,35079528.885852,29.771104,40.771031;408510.162395,24317041.060495,32.994396,36.357709;930038.21082,33350688.212852,30.655,40.685475;799723.371078,37250205.266777,29.943314,42.218557
2025-05-15 15:19:15.975480;2025-05-15 15:19:17.034224;339697.476529,24428802.618684,32.554639,36.032325;828893.019032,35079619.379551,29.771127,40.771102;408513.490654,24317205.019491,32.994418,36.35785;930041.708679,33350857.408838,30.65504,40.685613;799725.42327,37250263.852796,29.943324,42.218599
2025-05-15 15:19:17.035234;2025-05-15 15:19:18.102839;339699.78933,24428827.813941,32.554638,36.032346;828896.906563,35079695.784205,29.771146,40.771171;408518.915872,24317355.028362,32.99443,36.357993;930047.79777,33351016.891043,30.655068,40.685751;799728.377369,37250314.217457,29.943328,42.218635
2025-05-15 15:19:18.103837;2025-05-15 15:19:19.141707;339702.209077,24428872.174801,32.554641,36.032379;828901.85761,35079831.374678,29.771177,40.771267;408527.398114,24317612.74771,32.994458,36.358189;930056.570604,33351283.974464,30.655122,40.68594;799732.515561,37250383.048937,29.943342,42.218683
2025-05-15 15:19:19.141707;2025-05-15 15:19:20.214565;339702.475198,24428877.554561,32.554647,36.03239;828902.051369,35079842.978552,29.771211,40.771308;408527.911298,24317637.538972,32.994518,36.358274;930057.137647,33351310.122142,30.655186,40.686025;799732.950517,37250393.313429,29.943353,42.218701
2025-05-15 15:19:20.215552;2025-05-15 15:19:21.250952;339703.288679,24428906.413103,32.554647,36.032411;828903.787361,35079938.261428,29.771232,40.771383;408530.409998,24317818.355144,32.994536,36.358432;930060.221068,33351507.115821,30.655223,40.686182;799733.752506,37250436.591651,29.943359,42.218731
2025-05-15 15:19:21.251948;2025-05-15 15:19:22.323571;339704.593842,24428917.446701,32.554648,36.032423;828906.249614,35079970.67674,29.771246,40.771422;408535.109708,24317888.383792,32.994548,36.358515;930065.028362,33351585.60177,30.655244,40.686266;799734.63252,37250455.704153,29.943363,42.218748
2025-05-15 15:19:22.324601;2025-05-15 15:19:23.378611;339704.660423,24428930.256996,32.554653,36.032436;828906.695239,35080028.813779,29.771272,40.771475;408536.267651,24318007.492864,32.994582,36.358628;930066.613449,33351707.084815,30.655291,40.686376;799734.910483,37250479.206517,29.943371,42.218768
2025-05-15 15:19:23.379609;2025-05-15 15:19:24.434244;339704.768528,24428954.054476,32.554655,36.032453;828907.349432,35080138.299764,29.771292,40.771546;408537.635186,24318231.206675,32.994594,36.358783;930068.012396,33351940.979176,30.655324,40.686525;799735.202348,37250517.447909,29.943378,42.218792
2025-05-15 15:19:24.435346;2025-05-15 15:19:25.489895;339705.250528,24428966.088638,32.554659,36.032466;828908.587969,35080192.079788,29.771315,40.771603;408539.735533,24318358.725078,32.994619,36.358917;930069.820682,33352074.291695,30.655363,40.686654;799735.888979,37250549.88034,29.943388,42.21882
