Start_time;End_time;C1;C2;C3;C4;C5
2025-04-08 15:15:46.469127;2025-04-08 15:15:47.608812;7774435.684764,196849895.283975,27.521652,92.829568;9556515.250906,195847821.711399,24.796206,88.626333;22591497.308557,554148645.774688,27.576127,156.500293;5045708.715897,94861428.690798,28.281767,66.810079;22044298.514815,487609253.3007,27.059856,147.224241
2025-04-08 15:15:47.610789;2025-04-08 15:15:48.370387;7774435.707827,196849898.656073,27.521652,92.829569;9556515.303936,195847824.267923,24.796206,88.626334;22591497.315958,554148648.486138,27.576127,156.500293;5045708.754451,94861431.243091,28.281767,66.81008;22044298.550377,487609256.097331,27.059856,147.224241
2025-04-08 15:15:48.371417;2025-04-08 15:15:48.833358;7774436.196459,196849904.51826,27.521652,92.82957;9556515.397287,195847828.421515,24.796207,88.626335;22591497.492151,554148653.806529,27.576127,156.500294;5045708.780375,94861434.13805,28.281767,66.810081;22044298.591149,487609257.836847,27.059856,147.224242
2025-04-08 15:15:48.834354;2025-04-08 15:15:49.338480;7774437.017526,196849918.554703,27.521652,92.829573;9556515.477679,195847831.793945,24.796207,88.626337;22591497.652993,554148657.915955,27.576127,156.500295;5045708.898648,94861436.220006,28.281767,66.810082;22044298.725572,487609259.914709,27.059856,147.224242
2025-04-08 15:15:49.339477;2025-04-08 15:15:49.839582;7774437.294896,196849923.129804,27.521652,92.829575;9556515.806304,195847838.074592,24.796207,88.626338;22591497.914775,554148663.640117,27.576127,156.500295;5045709.114089,94861442.282257,28.281767,66.810083;22044298.848998,487609265.972737,27.059856,147.224243
2025-04-08 15:15:49.840580;2025-04-08 15:15:50.325806;7774437.378179,196849926.370245,27.521652,92.829576;9556515.987367,195847841.809907,24.796208,88.62634;22591498.043719,554148666.201694,27.576127,156.500296;5045709.251785,94861444.090426,28.281767,66.810085;22044298.882095,487609268.469683,27.059856,147.224243
2025-04-08 15:15:50.330970;2025-04-08 15:15:51.259388;7774437.519737,196849927.945567,27.521652,92.829577;9556516.132229,195847843.918731,24.796208,88.626341;22591500.433258,554148709.187541,27.576127,156.500302;5045709.411213,94861445.069337,28.281768,66.810085;22044298.999464,487609269.427003,27.059856,147.224244
2025-04-08 15:15:51.260386;2025-04-08 15:15:52.331387;7774437.566386,196849931.326572,27.521653,92.829578;9556516.212766,195847848.925114,24.796209,88.626343;22591502.312482,554148718.945763,27.576127,156.500304;5045709.522039,94861448.968592,28.281768,66.810087;22044299.235945,487609273.827742,27.059856,147.224244
2025-04-08 15:15:52.333387;2025-04-08 15:15:53.375106;7774437.66981,196849935.709248,27.521653,92.82958;9556516.342858,195847853.311656,24.796209,88.626345;22591502.441821,554148723.191014,27.576127,156.500305;5045709.661741,94861452.409596,28.281768,66.810088;22044299.395133,487609277.499997,27.059856,147.224245
2025-04-08 15:15:53.376104;2025-04-08 15:15:54.427150;7774437.737231,196849937.550672,27.521653,92.82958;9556516.41939,195847856.78797,24.796209,88.626346;22591502.519696,554148724.606224,27.576127,156.500305;5045709.735962,94861453.881351,28.281768,66.810089;22044299.546658,487609278.547401,27.059856,147.224245
