Start_time;End_time;C1;C2;C3;C4;C5
2025-05-15 12:21:15.668753;2025-05-15 12:21:18.492242;1686878.622232,34483149.647448,28.586036,40.163019;1784260.997211,35411751.414861,28.330324,40.529926;863748.503598,33427518.443763,29.273155,39.33955;1196505.097557,35000652.241892,29.354823,40.660485;1027876.060675,34072010.281043,29.058809,39.6273
2025-05-15 12:21:18.493239;2025-05-15 12:21:19.273569;1686878.64619,34483154.529424,28.586038,40.163024;1784261.117493,35411761.710583,28.330327,40.529934;863748.542683,33427522.437016,29.273157,39.339553;1196505.145043,35000655.301293,29.354824,40.660487;1027876.206773,34072015.388467,29.058811,39.627304
2025-05-15 12:21:19.275569;2025-05-15 12:21:20.598560;1686880.632273,34483205.350217,28.586061,40.163071;1784265.048011,35411855.487653,28.330364,40.530017;863749.71794,33427554.280326,29.273168,39.33958;1196506.189968,35000681.628668,29.354834,40.660511;1027879.156821,34072064.441232,29.05883,39.62735
2025-05-15 12:21:20.604543;2025-05-15 12:21:21.529426;1686881.890006,34483226.571399,28.586075,40.163092;1784266.719664,35411896.141178,28.330386,40.530054;863750.816771,33427565.798106,29.273174,39.339592;1196507.17255,35000692.911065,29.354839,40.660521;1027880.816644,34072087.079274,29.058841,39.627371
2025-05-15 12:21:21.531422;2025-05-15 12:21:22.385806;1686882.081203,34483248.796561,28.586088,40.163113;1784267.311352,35411940.090332,28.330408,40.530092;863751.170395,33427577.007664,29.273181,39.339603;1196507.521994,35000702.84472,29.354845,40.66053;1027881.198438,34072109.462031,29.058852,39.627391
2025-05-15 12:21:22.386802;2025-05-15 12:21:23.367755;1686882.687449,34483314.158439,28.586085,40.163146;1784267.645011,35412030.957565,28.330406,40.530139;863751.272845,33427600.277794,29.273182,39.339616;1196507.656316,35000723.705552,29.354845,40.660542;1027881.568176,34072166.278066,29.058848,39.62742
2025-05-15 12:21:23.369750;2025-05-15 12:21:24.243916;1686885.60598,34483341.717704,28.586108,40.163181;1784270.387224,35412077.093218,28.330421,40.530177;863753.753276,33427620.096045,29.273187,39.339633;1196510.002014,35000740.786829,29.354849,40.660555;1027883.853767,34072195.444836,29.058855,39.627442
2025-05-15 12:21:24.245915;2025-05-15 12:21:25.363902;1686887.197938,34483357.233896,28.586121,40.1632;1784272.192438,35412105.363474,28.33044,40.530207;863755.171456,33427631.582542,29.273192,39.339644;1196511.444788,35000752.763983,29.354852,40.660566;1027885.515516,34072216.176859,29.058862,39.62746
2025-05-15 12:21:25.364899;2025-05-15 12:21:26.193556;1686887.808334,34483390.438723,28.586133,40.163228;1784272.508929,35412156.802752,28.330461,40.53025;863755.557029,33427648.490438,29.273198,39.339658;1196511.827438,35000767.881297,29.354857,40.660578;1027885.752094,34072244.932926,29.058873,39.627484
2025-05-15 12:21:26.194553;2025-05-15 12:21:26.975676;1686887.920676,34483422.231506,28.586141,40.163249;1784272.713936,35412213.985911,28.330475,40.530287;863755.591153,33427665.253857,29.273202,39.339669;1196511.935201,35000782.900449,29.35486,40.660588;1027885.901242,34072277.04759,29.05888,39.627505
2025-05-15 12:21:26.980660;2025-05-15 12:21:27.916452;1686888.386736,34483441.660174,28.586154,40.16327;1784273.152858,35412232.379865,28.33048,40.530301;863756.099669,33427674.604496,29.273204,39.339677;1196512.386567,35000791.887204,29.354862,40.660594;1027886.28476,34072288.321433,29.058882,39.627513
2025-05-15 12:21:27.921438;2025-05-15 12:21:28.727681;1686888.693801,34483454.547047,28.586174,40.163292;1784273.668484,35412259.187954,28.330503,40.530334;863756.434698,33427684.608474,29.27321,39.339687;1196512.708923,35000801.075305,29.354866,40.660603;1027887.077983,34072307.787342,29.058892,39.627532
2025-05-15 12:21:28.729675;2025-05-15 12:21:29.859958;1686888.785628,34483478.189734,28.586186,40.163314;1784273.697356,35412304.750839,28.330523,40.530374;863756.455719,33427697.723259,29.273216,39.339699;1196512.722266,35000812.08787,29.354871,40.660613;1027887.110512,34072332.505286,29.058901,39.627553
2025-05-15 12:21:29.861951;2025-05-15 12:21:30.818455;1686888.921234,34483517.619221,28.586205,40.163352;1784274.10701,35412386.34897,28.330555,40.530445;863756.773903,33427720.972581,29.273226,39.339721;1196513.094601,35000834.724076,29.354878,40.660632;1027887.443833,34072381.686187,29.058917,39.627593
2025-05-15 12:21:30.819452;2025-05-15 12:21:31.980829;1686889.005086,34483528.063682,28.586207,40.163358;1784274.180814,35412399.029488,28.330557,40.530453;863756.84648,33427729.334379,29.273227,39.339726;1196513.20221,35000843.169917,29.354878,40.660637;1027887.523418,34072391.787242,29.058917,39.627599
2025-05-15 12:21:31.981826;2025-05-15 12:21:32.970839;1686889.102583,34483541.50123,28.586218,40.163374;1784274.273534,35412429.258581,28.330574,40.530482;863756.911602,33427736.87594,29.273232,39.339735;1196513.238106,35000849.237408,29.354883,40.660644;1027887.579841,34072407.721109,29.058926,39.627615
2025-05-15 12:21:32.971836;2025-05-15 12:21:34.086929;1686889.661235,34483562.66248,28.586229,40.163395;1784275.063015,35412469.313832,28.330594,40.530521;863757.193079,33427750.155001,29.273238,39.339747;1196513.529824,35000861.382672,29.354888,40.660655;1027888.110865,34072432.345933,29.058935,39.627636
2025-05-15 12:21:34.087929;2025-05-15 12:21:35.056613;1686890.037011,34483584.227247,28.586241,40.163416;1784275.943233,35412509.648369,28.330615,40.530559;863757.521351,33427761.882123,29.273244,39.339759;1196513.830541,35000872.343327,29.354893,40.660665;1027888.578266,34072456.926635,29.058946,39.627658
2025-05-15 12:21:35.058610;2025-05-15 12:21:36.214094;1686890.152706,34483613.879517,28.58626,40.163449;1784276.084268,35412570.609476,28.330646,40.530619;863757.594628,33427777.573424,29.273253,39.339775;1196513.879652,35000887.184293,29.3549,40.66068;1027888.742292,34072491.45301,29.058961,39.627692
2025-05-15 12:21:36.215092;2025-05-15 12:21:37.163139;1686896.69176,34486021.056305,28.587584,40.165849;1784284.184796,35416379.379236,28.332279,40.534016;863759.834955,33428578.1747,29.273706,39.340606;1196515.737552,35001585.588182,29.355282,40.661392;1027892.608976,34074367.50336,29.059771,39.629418
2025-05-15 12:21:37.164136;2025-05-15 12:21:38.431940;1686897.166278,34486081.808298,28.58759,40.165886;1784285.67899,35416459.086119,28.332289,40.534066;863760.643303,33428595.120008,29.27371,39.340619;1196516.610992,35001598.405862,29.355286,40.661402;1027893.317562,34074413.094926,29.059775,39.629445
2025-05-15 12:21:38.432938;2025-05-15 12:21:39.322010;1686901.779289,34486356.111619,28.587746,40.166161;1784292.347823,35416830.016372,28.3325,40.534443;863764.051211,33428680.3905,29.273768,39.340717;1196519.987,35001674.825638,29.355334,40.661487;1027897.671438,34074591.409403,29.05988,39.629635
