Estimulo;C2;C3;C4
2;1165842.429342,37271615.265741,28.270813,40.902819,1165864.182941,37272135.076788,28.270967,40.90323;1126012.704783,36754857.13432,28.440848,40.688732,1126016.953895,36754973.14306,28.44089,40.68883;763063.214734,36643888.815547,29.142925,41.073895,763067.452732,36643993.269988,29.142961,41.073983
0;1165871.16981,37272655.500829,28.271205,40.903702,1165871.16981,37272655.500829,28.271205,40.903702;1126020.415602,36755102.198556,28.440953,40.688952,1126020.415602,36755102.198556,28.440953,40.688952;763071.106012,36644117.917084,29.143012,41.074095,763071.106012,36644117.917084,29.143012,41.074095
2;1165872.200419,37272747.421285,28.271244,40.903786,1165893.120226,37273817.601686,28.271781,40.904823;1126020.863924,36755132.169458,28.440965,40.688979,1126027.041712,36755354.776064,28.441113,40.689225;763071.604043,36644147.790763,29.143021,41.07412,763077.011702,36644339.980652,29.143149,41.074339
1;1165893.89442,37273860.50264,28.271794,40.904855,1165911.707035,37274127.380256,28.271769,40.904994;1126027.22202,36755366.727549,28.441118,40.689234,1126030.629805,36755429.610677,28.441113,40.689268;763077.258362,36644352.297739,29.143152,41.074348,763080.242627,36644404.265151,29.143148,41.074376
1;1165913.591073,37274174.990436,28.271784,40.90504,1165948.706543,37274365.043871,28.271765,40.905151;1126031.261983,36755441.571465,28.441118,40.689281,1126038.520594,36755485.5662,28.441116,40.689309;763080.726948,36644414.381693,29.143153,41.074388,763087.711424,36644453.008748,29.14315,41.074412
0;1165966.828602,37274560.141252,28.271772,40.905283,1165966.828602,37274560.141252,28.271772,40.905283;1126042.545543,36755533.279526,28.441119,40.689341,1126042.545543,36755533.279526,28.441119,40.689341;763091.56963,36644495.878782,29.143151,41.074441,763091.56963,36644495.878782,29.143151,41.074441
1;1165970.939597,37274856.892592,28.27193,40.905574,1166037.619589,37275815.980681,28.272384,40.906485;1126043.931658,36755602.286328,28.441164,40.689416,1126057.590462,36755784.811032,28.4413,40.689631;763093.089341,36644557.781838,29.143188,41.074508,763104.78338,36644722.297995,29.143304,41.074701
2;1166040.023141,37276046.184272,28.272503,40.906705,1166055.371148,37276289.98968,28.272488,40.906828;1126058.668303,36755842.89589,28.441334,40.68969,1126061.618069,36755898.120339,28.441332,40.689719;763105.817195,36644777.532643,29.143332,41.074754,763108.627906,36644825.710209,29.14333,41.07478
0;1166065.848096,37276924.026395,28.272794,40.907448,1166065.848096,37276924.026395,28.272794,40.907448;1126063.929876,36756048.42881,28.44142,40.689878,1126063.929876,36756048.42881,28.44142,40.689878;763110.696467,36644957.283645,29.143404,41.074919,763110.696467,36644957.283645,29.143404,41.074919
2;1166066.499649,37277082.506739,28.272838,40.907571,1166122.13719,37279651.812464,28.273804,40.909816;1126064.278568,36756093.469913,28.441434,40.689913,1126076.677075,36756652.503962,28.441704,40.690448;763111.025091,36644996.982974,29.143415,41.07495,763122.681081,36645485.404129,29.143644,41.075425
0;1166145.948057,37279999.795513,28.274101,40.91022,1166145.948057,37279999.795513,28.274101,40.91022;1126083.362411,36756737.381042,28.441777,40.690552,1126083.362411,36756737.381042,28.441777,40.690552;763129.123269,36645561.109985,29.143707,41.075518,763129.123269,36645561.109985,29.143707,41.075518
1;1166148.70037,37280075.775168,28.274128,40.910277,1166166.471189,37280481.954955,28.274262,40.910611;1126086.096661,36756762.824362,28.441785,40.690572,1126089.901038,36756844.197852,28.441826,40.69065;763131.70046,36645582.889083,29.143712,41.075535,763135.050019,36645659.138786,29.143747,41.075607
2;1166166.786646,37280504.357345,28.274274,40.910635,1166185.9878,37280878.71966,28.274724,40.911255;1126090.008194,36756852.836775,28.44183,40.690658,1126093.964432,36756931.210807,28.441952,40.69081;763135.120976,36645667.534274,29.143749,41.075614,763138.612798,36645735.843069,29.143853,41.075749
0;1166229.018158,37281462.038194,28.274835,40.911703,1166229.018158,37281462.038194,28.274835,40.911703;1126100.997146,36757054.483664,28.441992,40.690917,1126100.997146,36757054.483664,28.441992,40.690917;763145.007504,36645846.829263,29.143886,41.075844,763145.007504,36645846.829263,29.143886,41.075844
2;1166233.930994,37281532.719138,28.274879,40.911787,1166290.526428,37283243.676444,28.275743,40.913412;1126103.088313,36757078.452067,28.442007,40.690945,1126119.401598,36757468.990542,28.442248,40.691349;763147.108195,36645870.621128,29.143897,41.07587,763162.194661,36646216.319103,29.144101,41.07623
2;1166291.553828,37283274.198558,28.27575,40.913438,1166314.764032,37283671.434522,28.275876,40.913766;1126119.604844,36757477.137196,28.44225,40.691357,1126124.366997,36757560.074637,28.442287,40.691433;763162.369674,36646223.486342,29.144103,41.076236,763166.500388,36646293.974019,29.144133,41.076303
0;1166332.057158,37284146.112178,28.276141,40.914257,1166332.057158,37284146.112178,28.276141,40.914257;1126128.183131,36757681.88527,28.442362,40.691563,1126128.183131,36757681.88527,28.442362,40.691563;763169.820782,36646408.257605,29.144196,41.07642,763169.820782,36646408.257605,29.144196,41.07642
1;1166332.22936,37284176.959123,28.276153,40.914281,1166349.632868,37284634.381722,28.276306,40.914654;1126128.298179,36757692.031519,28.442366,40.691571,1126132.241091,36757797.757604,28.442411,40.691664;763169.880262,36646416.200552,29.144199,41.076427,763173.488781,36646508.8274,29.144237,41.076509
0;1166353.242113,37284899.141906,28.276376,40.91484,1166353.242113,37284899.141906,28.276376,40.91484;1126134.930296,36757874.918278,28.442431,40.691719,1126134.930296,36757874.918278,28.442431,40.691719;763176.142033,36646579.064002,29.144252,41.076559,763176.142033,36646579.064002,29.144252,41.076559
1;1166357.944059,37285109.757193,28.276447,40.915012,1166360.509668,37285142.415889,28.276476,40.91506;1126137.215332,36757944.082804,28.442454,40.691776,1126137.888032,36757951.857173,28.442464,40.691789;763178.717671,36646645.232903,29.144269,41.076611,763179.477464,36646651.393914,29.144277,41.076622
0;1166380.767138,37285756.155441,28.276659,40.915558,1166380.767138,37285756.155441,28.276659,40.915558;1126142.681334,36758091.970971,28.442517,40.691911,1126142.681334,36758091.970971,28.442517,40.691911;763184.334234,36646773.045361,29.144322,41.076731,763184.334234,36646773.045361,29.144322,41.076731
2;1166380.852469,37285767.140885,28.276661,40.915565,1166394.153941,37286438.931857,28.276937,40.916162;1126142.747041,36758096.762544,28.442518,40.691914,1126145.676716,36758240.582571,28.442592,40.692055;763184.40736,36646777.779125,29.144323,41.076734,763187.219009,36646904.762619,29.144385,41.076858
2;1166398.531025,37286781.889907,28.277092,40.916478,1166400.423818,37286803.206037,28.277099,40.916496;1126147.458538,36758323.268789,28.442637,40.692139,1126148.188384,36758330.992848,28.442639,40.692144;763188.777504,36646979.755,29.144422,41.076932,763189.511961,36646987.029057,29.144424,41.076937
0;1166406.358752,37288569.133424,28.27791,40.918097,1166406.358752,37288569.133424,28.27791,40.918097;1126149.705775,36758720.620854,28.442859,40.69253,1126149.705775,36758720.620854,28.442859,40.69253;763190.869034,36647325.603014,29.14461,41.077278,763190.869034,36647325.603014,29.14461,41.077278
1;1166409.590949,37288635.080197,28.277935,40.918169,1166430.914842,37288842.170576,28.277956,40.918307;1126150.301161,36758741.214887,28.442866,40.692551,1126154.338471,36758793.231502,28.442874,40.692586;763191.516335,36647343.634732,29.144615,41.077296,763194.671206,36647392.487675,29.14462,41.077327
2;1166433.527558,37289018.295526,28.278026,40.918457,1166457.227721,37291052.581968,28.278855,40.92025;1126155.604074,36758841.649598,28.442892,40.692628,1126158.889548,36759275.891744,28.443122,40.693053;763196.604675,36647437.467383,29.144635,41.077365,763199.509252,36647817.193719,29.144828,41.07774
2;1166462.184287,37291170.213626,28.27887,40.920329,1166508.532481,37292746.758941,28.279278,40.921443;1126160.130603,36759307.681873,28.443127,40.693075,1126169.512586,36759653.012023,28.443243,40.69334;763200.597953,36647843.807422,29.144832,41.077759,763209.082295,36648150.145841,29.144928,41.077996
0;1166537.006642,37293259.456652,28.27978,40.922079,1166537.006642,37293259.456652,28.27978,40.922079;1126177.558529,36759786.663391,28.443364,40.693506,1126177.558529,36759786.663391,28.443364,40.693506;763217.092284,36648276.05268,29.145028,41.078145,763217.092284,36648276.05268,29.145028,41.078145
1;1166538.855253,37293289.76579,28.279791,40.922105,1166570.038016,37294293.16701,28.280197,40.922999;1126178.278084,36759796.48028,28.443368,40.693514,1126187.865499,36760011.538548,28.443483,40.69373;763217.638571,36648285.777055,29.14503,41.078153,763226.326676,36648474.250147,29.145128,41.078344
1;1166573.138958,37294577.369703,28.280307,40.923236,1166656.104037,37295610.562973,28.281316,40.924737;1126189.518997,36760089.270887,28.443514,40.693797,1126204.529814,36760314.19345,28.443791,40.694166;763228.147684,36648542.019282,29.145154,41.078404,763240.944263,36648740.877714,29.145389,41.07873
0;1166777.51273,37296400.317587,28.281362,40.925305,1166777.51273,37296400.317587,28.281362,40.925305;1126225.10964,36760480.403147,28.443819,40.694296,1126225.10964,36760480.403147,28.443819,40.694296;763258.969853,36648888.384802,29.145411,41.078845,763258.969853,36648888.384802,29.145411,41.078845
1;1166778.097473,37296415.047132,28.28137,40.92532,1166787.215496,37296768.627464,28.281464,40.92557;1126225.283646,36760488.00022,28.443822,40.694302,1126228.910151,36760559.695481,28.443848,40.69436;763259.094661,36648894.6238,29.145413,41.07885,763262.167695,36648956.324579,29.145436,41.0789
0;1166790.876342,37297004.545156,28.281522,40.925734,1166790.876342,37297004.545156,28.281522,40.925734;1126231.167326,36760631.634932,28.443867,40.694411,1126231.167326,36760631.634932,28.443867,40.694411;763264.124718,36649016.902785,29.145451,41.078944,763264.124718,36649016.902785,29.145451,41.078944
2;1166792.837559,37297080.49387,28.281549,40.925794,1166792.837559,37297080.49387,28.281549,40.925794;1126232.3761,36760656.612519,28.443875,40.694431,1126232.3761,36760656.612519,28.443875,40.694431;763265.357355,36649038.838637,29.145458,41.078961,763265.357355,36649038.838637,29.145458,41.078961
2;1784276.084268,35412570.609476,28.330646,40.530619,1784284.184796,35416379.379236,28.332279,40.534016;863757.594628,33427777.573424,29.273253,39.339775,863759.834955,33428578.1747,29.273706,39.340606;1196513.879652,35000887.184293,29.3549,40.66068,1196515.737552,35001585.588182,29.355282,40.661392
2;1784297.502737,35417085.961157,28.332561,40.534625,1784298.159914,35417101.277475,28.332582,40.534655;863766.669898,33428760.1514,29.273785,39.340776,863766.995984,33428766.67194,29.273792,39.340786;1196522.705351,35001749.353676,29.355347,40.661538,1196523.157321,35001756.094503,29.355352,40.661548
0;1784304.830729,35417399.305303,28.332706,40.534915,1784304.830729,35417399.305303,28.332706,40.534915;863768.771649,33428833.573607,29.273826,39.34085,863768.771649,33428833.573607,29.273826,39.34085;1196524.522784,35001812.65743,29.35538,40.661601,1196524.522784,35001812.65743,29.35538,40.661601
1;1784312.65729,35417696.692544,28.332808,40.535151,1784336.114516,35417946.237984,28.33289,40.535353;863772.158915,33428926.403155,29.273856,39.340925,863778.613772,33428989.917497,29.273877,39.34098;1196527.581164,35001896.87423,29.355405,40.661667,1196533.504862,35001951.087885,29.355423,40.661714
0;1784363.332412,35418622.050264,28.333148,40.535886,1784363.332412,35418622.050264,28.333148,40.535886;863785.209776,33429149.037736,29.273942,39.341114,863785.209776,33429149.037736,29.273942,39.341114;1196539.87142,35002088.646885,29.355476,40.661826,1196539.87142,35002088.646885,29.355476,40.661826
2;1784365.085455,35418735.593917,28.333197,40.535984,1784397.610862,35420882.862754,28.33414,40.537971;863785.935894,33429184.991201,29.273956,39.341145,863794.408615,33429667.150063,29.274217,39.341647;1196540.703025,35002122.064244,29.355487,40.661854,1196547.962292,35002540.64404,29.355706,40.662283
1;1784414.888297,35421260.208088,28.334305,40.538319,1784428.175481,35421488.501763,28.334293,40.538441;863799.851915,33429765.309185,29.274263,39.341744,863801.733751,33429817.611843,29.27426,39.341773;1196552.973855,35002631.424976,29.355743,40.662366,1196554.420088,35002676.331724,29.355741,40.662391
0;1784434.633571,35421695.430734,28.334397,40.538622,1784434.633571,35421695.430734,28.334397,40.538622;863802.9192,33429871.724033,29.274289,39.341823,863802.9192,33429871.724033,29.274289,39.341823;1196555.457055,35002728.851755,29.355765,40.662437,1196555.457055,35002728.851755,29.355765,40.662437
1;1784439.487902,35421908.355008,28.334457,40.538787,1784455.669058,35422407.681672,28.334647,40.539217;863805.629844,33429937.456348,29.274306,39.341876,863807.999506,33430053.454367,29.274359,39.341987;1196558.237096,35002787.479096,29.355778,40.662482,1196560.287506,35002888.8867,29.355823,40.662577
2;1784456.645965,35422429.040192,28.334652,40.539235,1784467.432385,35422619.492281,28.33466,40.539348;863808.683394,33430060.368337,29.274361,39.341993,863810.501595,33430102.751169,29.274366,39.34202;1196561.097355,35002896.959673,29.355824,40.662583,1196562.642596,35002933.5532,29.355828,40.662606
0;1784489.662058,35424031.926271,28.335369,40.540754,1784489.662058,35424031.926271,28.335369,40.540754;863814.641414,33430388.448506,29.274566,39.342365,863814.641414,33430388.448506,29.274566,39.342365;1196565.608978,35003186.361003,29.355995,40.662902,1196565.608978,35003186.361003,29.355995,40.662902
2;1784490.263417,35424069.462921,28.335378,40.540781,1784495.128722,35424169.105679,28.33539,40.540844;863814.867305,33430400.391286,29.274569,39.342374,863816.971972,33430437.19088,29.27457,39.342396;1196565.862045,35003197.585726,29.355997,40.66291,1196568.072913,35003230.450281,29.355998,40.662929
2;1784495.729454,35424215.11579,28.335401,40.540876,1784511.557391,35425097.25796,28.335771,40.541689;863817.040046,33430452.030558,29.274573,39.342406,863820.083637,33430652.636335,29.274675,39.342613;1196568.104072,35003241.888954,29.356001,40.662937,1196570.938529,35003414.979038,29.356086,40.663113
1;1784512.559254,35425162.807084,28.335788,40.541736,1784528.288117,35425386.270924,28.335783,40.541869;863820.25079,33430669.772173,29.27468,39.342627,863823.105225,33430718.27958,29.274681,39.342659;1196571.039927,35003429.842326,29.35609,40.663124,1196573.638002,35003470.113905,29.356091,40.663151
0;1784533.935915,35425536.532522,28.335872,40.542027,1784533.935915,35425536.532522,28.335872,40.542027;863826.272251,33430776.886661,29.274706,39.342716,863826.272251,33430776.886661,29.274706,39.342716;1196577.31551,35003527.989029,29.356112,40.663202,1196577.31551,35003527.989029,29.356112,40.663202
1;1784534.883491,35425546.355995,28.335875,40.542037,1784568.992258,35426108.231145,28.336052,40.542502;863826.83433,33430781.160851,29.274707,39.342719,863834.725145,33430894.030264,29.274761,39.342832;1196577.94998,35003531.872054,29.356112,40.663206,1196584.713019,35003634.991453,29.356157,40.663304
2;1784572.505997,35426368.473878,28.336126,40.542696,1784577.02163,35426429.553921,28.33614,40.542741;863835.984824,33430970.99344,29.274783,39.342892,863837.254871,33430987.512045,29.274786,39.342905;1196586.23118,35003704.979465,29.356175,40.663356,1196587.238144,35003720.770726,29.356178,40.663368
0;1784581.967079,35427177.4615,28.33661,40.543536,1784581.967079,35427177.4615,28.33661,40.543536;863838.990914,33431155.556443,29.27491,39.343102,863838.990914,33431155.556443,29.27491,39.343102;1196588.909436,35003875.735053,29.356277,40.663537,1196588.909436,35003875.735053,29.356277,40.663537
2;1784584.349044,35427217.697897,28.33662,40.543566,1784610.801281,35428613.665125,28.337092,40.54472;863840.053155,33431167.10956,29.274913,39.343111,863844.722835,33431468.814125,29.27505,39.343397;1196590.042153,35003885.616517,29.35628,40.663545,1196593.577242,35004148.378175,29.356394,40.663788
1;1784616.337076,35428978.85622,28.337269,40.545061,1784626.87243,35429175.216167,28.337298,40.545201;863846.369612,33431560.281627,29.2751,39.343491,863849.665602,33431614.295294,29.275106,39.34353;1196595.318207,35004231.311359,29.356435,40.663869,1196598.210702,35004277.363046,29.35644,40.663902
0;1784635.443394,35429388.273564,28.337378,40.545381,1784635.443394,35429388.273564,28.337378,40.545381;863854.26955,33431690.625205,29.275131,39.343595,863854.26955,33431690.625205,29.275131,39.343595;1196602.773995,35004348.543815,29.35646,40.66396,1196602.773995,35004348.543815,29.35646,40.66396
1;1784635.756933,35429427.33669,28.337391,40.545415,1784641.497238,35429713.325153,28.337572,40.545716;863854.320005,33431705.096061,29.275135,39.343607,863855.554951,33431768.879285,29.275187,39.343686;1196602.922375,35004360.434858,29.356464,40.66397,1196604.072588,35004413.15842,29.356507,40.664036
2;1784641.985354,35429764.958373,28.337583,40.545749,1784784.952575,35430627.294197,28.338399,40.547062;863855.825447,33431787.640608,29.275191,39.343698,863881.529612,33431975.173665,29.275419,39.344028;1196604.245221,35004431.105882,29.35651,40.664046,1196625.893181,35004592.283454,29.356701,40.664327
0;1784923.60353,35431454.399711,28.338349,40.547634,1784923.60353,35431454.399711,28.338349,40.547634;863912.42024,33432164.520548,29.275413,39.344169,863912.42024,33432164.520548,29.275413,39.344169;1196652.173893,35004759.811002,29.356696,40.664447,1196652.173893,35004759.811002,29.356696,40.664447
1;1784924.825904,35431552.880456,28.338385,40.547714,1784951.873953,35432180.124295,28.338591,40.548235;863913.034514,33432196.778134,29.275424,39.344196,863917.277547,33432336.74851,29.275481,39.344325;1196652.571284,35004790.261321,29.356706,40.664471,1196656.413054,35004911.627047,29.356753,40.664581
1;1784952.626848,35432207.560748,28.338604,40.548263,1784971.542778,35432389.450514,28.338662,40.548417;863917.618157,33432342.669191,29.275485,39.344333,863921.295799,33432386.195171,29.275503,39.344373;1196656.903262,35004917.197784,29.356756,40.664587,1196659.960869,35004953.523158,29.356771,40.664621
2;1784974.724759,35432448.132536,28.338674,40.548459,1784984.185661,35432925.812969,28.33866,40.548699;863922.280179,33432407.457461,29.275506,39.344388,863924.842509,33432513.739565,29.2755,39.344445;1196660.848784,35004974.240029,29.356774,40.664635,1196663.161941,35005067.10709,29.356769,40.664682
0;1785003.565223,35435976.296597,28.340143,40.551398,1785003.565223,35435976.296597,28.340143,40.551398;863929.515314,33433198.436693,29.275911,39.345131,863929.515314,33433198.436693,29.275911,39.345131;1196667.449397,35005656.988554,29.357112,40.665265,1196667.449397,35005656.988554,29.357112,40.665265
1;1785005.006928,35436050.591853,28.340163,40.551449,1785034.639184,35436560.786927,28.340129,40.551705;863929.771286,33433217.758957,29.275918,39.345146,863934.294445,33433317.260688,29.275912,39.345199;1196667.61925,35005674.316718,29.357118,40.665279,1196671.290743,35005758.796556,29.357113,40.665321
2;1785035.992752,35436611.80661,28.340141,40.551741,1785046.063172,35438615.066078,28.340857,40.5534;863934.536329,33433331.273178,29.275916,39.345209,863936.18834,33433760.785484,29.276118,39.345617;1196671.445664,35005770.84701,29.357116,40.66533,1196672.897266,35006142.548051,29.357284,40.665676
2;1785052.60573,35438847.224576,28.340998,40.553642,1785071.070294,35439302.283318,28.341061,40.553917;863938.585698,33433820.647869,29.276158,39.345685,863941.186964,33433911.268229,29.276189,39.345754;1196675.113971,35006194.937043,29.357316,40.665732,1196677.313907,35006273.45073,29.357342,40.665791
0;1785088.632867,35441516.882967,28.342081,40.555825,1785088.632867,35441516.882967,28.342081,40.555825;863944.672774,33434378.203932,29.27647,39.34621,863944.672774,33434378.203932,29.27647,39.34621;1196680.572266,35006671.240786,29.357576,40.666173,1196680.572266,35006671.240786,29.357576,40.666173
1;1785088.851728,35441537.252011,28.34209,40.555844,1785112.869136,35442028.698047,28.342287,40.556272;863944.864764,33434386.961872,29.276473,39.346217,863950.034384,33434491.440287,29.276529,39.346321;1196680.7266,35006679.115423,29.357578,40.666179,1196684.725884,35006771.49714,29.357625,40.666268
1;1785113.260978,35442060.637071,28.342302,40.5563,1785137.868966,35442489.739093,28.342399,40.556619;863950.130925,33434501.386757,29.276534,39.346331,863954.585489,33434595.837173,29.276565,39.34641;1196684.741348,35006780.566698,29.357629,40.666277,1196688.714675,35006857.844802,29.357655,40.666342
2;1785144.61849,35442633.193737,28.342476,40.556764,1785144.703461,35442665.830275,28.34249,40.556793;863956.581816,33434635.102884,29.276587,39.346452,863956.69308,33434644.642316,29.276592,39.346461;1196691.090178,35006894.085385,29.357673,40.666378,1196691.203356,35006901.684961,29.357677,40.666385
0;1785171.78769,35445000.992515,28.343505,40.558927,1785171.78769,35445000.992515,28.343505,40.558927;863960.167925,33435123.407009,29.276883,39.346981,863960.167925,33435123.407009,29.276883,39.346981;1196693.805709,35007307.163699,29.357918,40.66682,1196693.805709,35007307.163699,29.357918,40.66682
1;1785174.768954,35445046.432087,28.343512,40.558957,1785184.450023,35445166.200912,28.343511,40.559032;863960.75352,33435139.429194,29.276886,39.346992,863962.370107,33435186.100496,29.276884,39.34702;1196694.306494,35007320.555723,29.357921,40.66683,1196695.807473,35007367.078558,29.357918,40.666855
0;1785189.0624,35445473.481113,28.343624,40.559299,1785189.0624,35445473.481113,28.343624,40.559299;863964.60358,33435280.930002,29.276918,39.347104,863964.60358,33435280.930002,29.276918,39.347104;1196698.168839,35007455.432627,29.357945,40.666929,1196698.168839,35007455.432627,29.357945,40.666929
2;1785192.473084,35445632.790362,28.343666,40.559425,1785221.859202,35446056.417758,28.343635,40.559642;863967.025022,33435341.437226,29.276931,39.347151,863973.002877,33435438.673834,29.276923,39.347203;1196700.718211,35007514.119638,29.357955,40.666972,1196706.385127,35007597.540154,29.357948,40.667015
0;1785314.18177,35446622.835877,28.343728,40.560076,1785314.18177,35446622.835877,28.343728,40.560076;863996.200082,33435591.524225,29.276921,39.347308,863996.200082,33435591.524225,29.276921,39.347308;1196726.594512,35007735.245712,29.357945,40.667105,1196726.594512,35007735.245712,29.357945,40.667105
2;1785314.275753,35446627.707736,28.34373,40.56008,1785351.242506,35448810.768463,28.344207,40.56163;863996.316488,33435595.305281,29.276922,39.34731,864001.098049,33436064.697083,29.277059,39.347685;1196726.699368,35007738.64075,29.357946,40.667107,1196730.134992,35008139.686571,29.358059,40.667421
0;1785362.855204,35449530.133042,28.344567,40.56231,1785362.855204,35449530.133042,28.344567,40.56231;864004.216721,33436232.146101,29.277159,39.347862,864004.216721,33436232.146101,29.277159,39.347862;1196733.257026,35008286.03185,29.358142,40.667571,1196733.257026,35008286.03185,29.358142,40.667571
1;1785363.696654,35449558.858924,28.344575,40.562332,1785366.998827,35450168.749897,28.344737,40.562791;864004.430867,33436243.801307,29.277161,39.347869,864005.576336,33436353.460362,29.277214,39.347975;1196733.526188,35008295.704061,29.358143,40.667577,1196734.444765,35008392.306949,29.358186,40.667667
1;1785367.060667,35450197.067359,28.344749,40.562816,1785367.060667,35450197.067359,28.344749,40.562816;864005.608978,33436361.690603,29.277217,39.347983,864005.608978,33436361.690603,29.277217,39.347983;1196734.504081,35008399.971152,29.358189,40.667674,1196734.504081,35008399.971152,29.358189,40.667674
2;1055782.988971,36683476.139813,28.475803,40.58583,1055786.990289,36683698.967712,28.475829,40.585976;1178310.227715,36870001.317617,28.40579,40.723997,1178311.813134,36870053.004038,28.405799,40.724034;1238759.07999,34715109.021459,29.44537,40.626404,1238760.652486,34715153.945561,29.445375,40.626436
0;1055814.085008,36684645.076786,28.476459,40.587035,1055814.085008,36684645.076786,28.476459,40.587035;1178317.357746,36870257.77226,28.405978,40.724294,1178317.357746,36870257.77226,28.405978,40.724294;1238765.274305,34715330.616795,29.445522,40.62666,1238765.274305,34715330.616795,29.445522,40.62666
2;1055814.22189,36684650.754519,28.476462,40.58704,1055816.355949,36684820.238898,28.47647,40.587132;1178317.439776,36870260.915593,28.40598,40.724296,1178318.132145,36870306.829175,28.405982,40.724322;1238765.3731,34715333.743779,29.445523,40.626663,1238766.07639,34715372.97061,29.445523,40.626685
0;1055822.125595,36685147.23633,28.476614,40.587419,1055822.125595,36685147.23633,28.476614,40.587419;1178321.451645,36870411.025708,28.406024,40.724411,1178321.451645,36870411.025708,28.406024,40.724411;1238769.325559,34715475.434923,29.445554,40.626767,1238769.325559,34715475.434923,29.445554,40.626767
2;1055822.301437,36685194.853362,28.476629,40.587458,1055831.660132,36685393.819791,28.476744,40.587674;1178321.492791,36870424.230085,28.406029,40.724423,1178324.275616,36870466.70345,28.406061,40.724475;1238769.368197,34715485.953118,29.445558,40.626776,1238771.81925,34715521.395422,29.445584,40.626822
1;1055832.398041,36685428.283169,28.476754,40.587702,1055934.17022,36686513.350536,28.476755,40.588381;1178324.443476,36870477.670484,28.406065,40.724484,1178351.471144,36870710.295962,28.406077,40.724642;1238771.91874,34715530.194019,29.445587,40.626829,1238794.436798,34715724.957443,29.445591,40.626963
2;1055935.513936,36686563.586816,28.476768,40.588421,1055936.752319,36686625.462954,28.476784,40.588467;1178351.889043,36870723.665895,28.406082,40.724653,1178352.168492,36870741.597272,28.406088,40.724668;1238794.723202,34715737.893865,29.445596,40.626973,1238794.982643,34715753.55931,29.4456,40.626987
1;1055940.514557,36686751.314396,28.476804,40.58855,1055976.943067,36686897.130302,28.476769,40.588633;1178353.253569,36870768.227714,28.406095,40.724688,1178362.911417,36870802.009562,28.406087,40.724708;1238795.844105,34715773.822535,29.445606,40.627003,1238804.330663,34715803.983864,29.445599,40.627021
1;1055980.529784,36686954.682225,28.476779,40.58868,1055992.202479,36687041.823579,28.476799,40.588755;1178363.978197,36870820.205777,28.40609,40.724722,1178367.616002,36870842.173685,28.406097,40.724743;1238805.162375,34715819.584089,29.445601,40.627033,1238807.88141,34715837.677635,29.445606,40.62705
0;1056006.39258,36687134.657048,28.476811,40.588827,1056006.39258,36687134.657048,28.476811,40.588827;1178370.496907,36870868.332136,28.406102,40.724762,1178370.496907,36870868.332136,28.406102,40.724762;1238810.334932,34715863.413903,29.445608,40.627068,1238810.334932,34715863.413903,29.445608,40.627068
0;1056009.767601,36687541.257747,28.476988,40.589175,1056009.767601,36687541.257747,28.476988,40.589175;1178372.965783,36870995.605814,28.406155,40.72487,1178372.965783,36870995.605814,28.406155,40.72487;1238812.661231,34715975.490352,29.44565,40.627161,1238812.661231,34715975.490352,29.44565,40.627161
2;1056013.329813,36687625.496437,28.477023,40.589258,1056069.877026,36688553.275909,28.477412,40.590067;1178375.111311,36871022.402814,28.406166,40.724896,1178390.490817,36871225.168614,28.406276,40.725092;1238814.749893,34716001.173393,29.445658,40.627185,1238828.751363,34716173.762135,29.445746,40.627355
1;1056110.516491,36688952.587685,28.477561,40.59044,1056123.59536,36689045.163113,28.477558,40.590498;1178400.381297,36871323.265572,28.406321,40.725189,1178402.518856,36871341.062457,28.406322,40.725201;1238837.597955,34716262.273873,29.445781,40.627441,1238839.118782,34716276.951314,29.445782,40.627452
0;1056138.562763,36689145.434128,28.477664,40.590649,1056138.562763,36689145.434128,28.477664,40.590649;1178405.69393,36871369.979998,28.406352,40.725242,1178405.69393,36871369.979998,28.406352,40.725242;1238841.531609,34716306.390885,29.445807,40.627488,1238841.531609,34716306.390885,29.445807,40.627488
1;1056138.668014,36689181.667086,28.477671,40.590674,1056152.006656,36689411.340108,28.477706,40.590842;1178405.756121,36871381.91536,28.406355,40.72525,1178409.214791,36871449.394044,28.406363,40.725296;1238841.587969,34716316.665381,29.445808,40.627495,1238844.963541,34716371.64799,29.445814,40.627535
0;1056157.981994,36689580.248384,28.477777,40.590994,1056157.981994,36689580.248384,28.477777,40.590994;1178412.375922,36871500.971318,28.406386,40.725344,1178412.375922,36871500.971318,28.406386,40.725344;1238848.715606,34716418.274057,29.445832,40.627577,1238848.715606,34716418.274057,29.445832,40.627577
2;1056160.046209,36689663.304073,28.47781,40.591065,1056172.836075,36690139.785256,28.478066,40.591528;1178413.252281,36871526.089259,28.406397,40.725367,1178416.02133,36871630.55256,28.40647,40.72548;1238849.777889,34716441.436647,29.44584,40.627598,1238852.12368,34716532.285367,29.4459,40.627697
2;1056191.560037,36690171.536395,28.47806,40.591561,1056193.742244,36690536.227472,28.478041,40.591718;1178420.946167,36871641.293452,28.406469,40.72549,1178421.23452,36871729.788316,28.406466,40.725528;1238856.205111,34716545.710517,29.445898,40.627707,1238856.491109,34716617.925865,29.445894,40.627739
