Estimulo;C1;C2;C3;C4;C5
0;703457.283934,36506414.214082,28.934109,40.811769;1057233.129032,38368828.444551,28.603675,41.699827;1160810.264215,37173393.583116,28.758922,41.289606;819337.17081,32702668.920006,30.234508,39.783116;1121812.649736,38384748.698664,28.189894,41.315571
0;703457.330465,36506420.863733,28.934125,40.811786;1057233.483998,38368837.681214,28.603681,41.699838;1160810.339641,37173397.820123,28.758925,41.289611;819337.22785,32702672.779394,30.23451,39.78312;1121812.895658,38384753.673418,28.189899,41.315577
0;703457.679784,36506431.64813,28.93413,40.811795;1057233.785351,38368848.1853,28.603685,41.699846;1160810.409319,37173402.173366,28.758927,41.289615;819337.344715,32702676.909997,30.234512,39.783124;1121813.012544,38384759.964441,28.189902,41.315583
0;703458.230142,36506447.57787,28.934133,40.811807;1057234.441781,38368883.962213,28.60369,41.69987;1160810.838791,37173414.572416,28.758929,41.289623;819337.796037,32702689.226225,30.234513,39.783133;1121813.299613,38384783.91677,28.189907,41.315599
0;703458.394318,36506460.384915,28.934153,40.811833;1057234.815487,38368913.694142,28.603723,41.699919;1160810.94181,37173424.040482,28.758939,41.289638;819337.887692,32702699.601191,30.234522,39.783148;1121813.526852,38384807.305898,28.189928,41.315632
0;703458.719867,36506476.040508,28.934173,40.811858;1057235.228345,38368940.384797,28.603758,41.699962;1160811.234137,37173436.742208,28.758949,41.289653;819338.21069,32702712.107178,30.234532,39.783163;1121813.887182,38384829.194834,28.189951,41.315662
0;703485.814613,36506678.681881,28.934203,40.812019;1057278.800765,38369270.893445,28.603791,41.700209;1160821.054649,37173516.094361,28.758958,41.289715;819347.784802,32702784.259441,30.234537,39.783224;1121836.921894,38385025.327477,28.189984,41.315812
0;703487.627814,36506707.793216,28.934204,40.812036;1057280.49986,38369305.911117,28.603793,41.700229;1160823.009887,37173537.40381,28.758958,41.289727;819349.624639,32702806.492595,30.234536,39.783237;1121838.631682,38385050.487576,28.189985,41.315827
0;703489.2827,36506747.594031,28.934234,40.812085;1057281.920301,38369375.772407,28.603847,41.700315;1160824.838487,37173562.319023,28.758974,41.289756;819351.531185,32702831.24424,30.23455,39.783266;1121840.121201,38385100.994767,28.190022,41.315887
0;703489.317269,36506785.880613,28.934239,40.812108;1057282.012662,38369450.012972,28.603858,41.700359;1160824.869673,37173580.293993,28.758978,41.289767;819351.563935,32702846.855653,30.234554,39.783277;1121840.174189,38385138.06093,28.190032,41.315911
0;703490.34899,36506811.897389,28.934256,40.812137;1057283.686638,38369498.895402,28.603886,41.700412;1160825.367466,37173594.306708,28.758987,41.289783;819351.997201,32702859.326382,30.234561,39.783292;1121841.525323,38385172.177554,28.190052,41.315947
0;703490.969033,36506861.845784,28.934266,40.812171;1057284.978825,38369586.020916,28.603907,41.700473;1160825.960849,37173620.185926,28.758992,41.289801;819352.611075,32702882.788566,30.234566,39.783309;1121842.683487,38385229.128952,28.190066,41.315987
