Estimulo;C1;C2;C3;C4;C5
0;1029845.11949,36027123.137829,28.821853,40.540358;854641.888952,36635602.206956,28.786615,40.668891;816233.410496,35196099.490921,29.10914,40.227029;460039.48556,32079168.041477,30.460516,39.491152;1243348.106907,35455102.862075,28.670773,40.20582
0;1029848.367262,36027182.454499,28.821881,40.540416;854649.272145,36635709.749884,28.786665,40.669;816236.471844,35196137.448887,29.109155,40.227065;460043.119812,32079203.008716,30.460529,39.491188;1243354.575835,35455171.02473,28.670808,40.205893
0;1029848.688543,36027186.948352,28.821882,40.54042;854649.490485,36635718.926399,28.786667,40.669008;816236.728773,35196141.260412,29.109155,40.227068;460043.369841,32079206.856212,30.460529,39.49119;1243354.718702,35455176.006946,28.670809,40.205898
0;1029848.766055,36027220.092348,28.821891,40.540443;854649.611356,36635778.727217,28.786685,40.669051;816236.753368,35196161.148801,29.10916,40.227082;460043.387365,32079225.007472,30.460533,39.491204;1243354.836704,35455210.43058,28.670822,40.205925
0;1029849.247169,36027260.629958,28.821908,40.540477;854650.171481,36635868.766095,28.786717,40.669121;816237.1381,35196183.477885,29.109168,40.2271;460043.733229,32079245.846089,30.460541,39.491222;1243355.223931,35455269.112805,28.670843,40.20597
0;1029849.300684,36027279.365419,28.821918,40.540496;854650.190562,36635908.518701,28.786737,40.669161;816237.173952,35196193.922914,29.109174,40.22711;460043.788893,32079256.45678,30.460546,39.491233;1243355.249489,35455294.329797,28.670856,40.205994
0;1029864.725975,36027651.347129,28.821946,40.540749;854665.456479,36636433.214883,28.78677,40.6695;816242.392011,35196304.669958,29.109184,40.227188;460048.956635,32079368.278102,30.460552,39.491313;1243366.513008,35455606.905325,28.670884,40.206207
0;1029866.485017,36027703.559039,28.821971,40.540799;854666.907427,36636537.438326,28.786817,40.6696;816243.584531,35196332.423679,29.109197,40.227216;460050.107981,32079394.61647,30.460564,39.491341;1243367.626457,35455670.681003,28.670915,40.206271
0;1029867.1088,36027723.166871,28.82198,40.540818;854667.379999,36636570.722673,28.786835,40.669634;816243.896978,35196342.268756,29.109202,40.227226;460050.316154,32079407.134087,30.460568,39.491352;1243368.011652,35455692.314525,28.670927,40.206293
0;1029867.52197,36027747.746411,28.821992,40.540841;854667.899109,36636621.979325,28.786857,40.66968;816244.314526,35196356.257309,29.109208,40.227239;460050.726711,32079420.882881,30.460573,39.491365;1243368.487027,35455725.344014,28.670942,40.206323
0;1029868.160827,36027780.764132,28.822011,40.540876;854668.641401,36636699.709651,28.786892,40.669752;816244.902869,35196374.041617,29.109218,40.227258;460051.124247,32079439.029684,30.460582,39.491384;1243369.033938,35455773.853477,28.670965,40.206369
