Start_time;End_time;C1;C2;C3;C4;C5
2025-03-27 15:14:09.419108;2025-03-27 15:14:10.377312;26628923.816804,513010573.036592,26.490555,149.167607;10796816.523756,361337441.308904,27.279194,124.97152;14967847.83705,407632132.366236,27.152364,133.129803;16673778.941834,365650826.310795,26.703615,125.634963;16265586.104568,398189003.661541,26.760056,130.940109
2025-03-27 15:14:10.379307;2025-03-27 15:14:11.084113;26628923.957202,513010578.11993,26.490555,149.167608;10796816.643572,361337446.127308,27.279194,124.971521;14967848.160518,407632136.507733,27.152364,133.129804;16673779.184997,365650830.568803,26.703615,125.634964;16265586.385354,398189008.235345,26.760056,130.94011
2025-03-27 15:14:11.085112;2025-03-27 15:14:11.533669;26628924.440828,513010601.332393,26.490555,149.167611;10796817.181184,361337470.668723,27.279194,124.971525;14967851.649547,407632145.981121,27.152364,133.129806;16673780.063374,365650841.492554,26.703615,125.634967;16265587.267249,398189020.393109,26.760056,130.940112
2025-03-27 15:14:11.535664;2025-03-27 15:14:11.986829;26628924.701916,513010604.38546,26.490555,149.167612;10796817.455529,361337473.620537,27.279194,124.971525;14967852.139968,407632148.258717,27.152364,133.129807;16673780.347036,365650844.675029,26.703616,125.634968;16265587.533654,398189023.696155,26.760056,130.940113
2025-03-27 15:14:11.987824;2025-03-27 15:14:12.399866;26628925.699227,513010614.313625,26.490555,149.167613;10796818.471167,361337483.517688,27.279194,124.971527;14967853.082537,407632157.676308,27.152364,133.129808;16673781.296961,365650853.68,26.703616,125.634969;16265588.474898,398189032.715489,26.760056,130.940115
2025-03-27 15:14:12.399866;2025-03-27 15:14:12.891142;26628926.306621,513010627.981125,26.490555,149.167615;10796818.993999,361337497.000359,27.279194,124.971529;14967853.539763,407632171.817065,27.152364,133.12981;16673781.655308,365650867.931865,26.703615,125.634971;16265588.832572,398189047.016616,26.760056,130.940117
2025-03-27 15:14:12.892132;2025-03-27 15:14:13.619349;26628927.316474,513010647.459964,26.490555,149.167618;10796819.937412,361337515.452135,27.279194,124.971532;14967854.576714,407632188.50815,27.152364,133.129813;16673782.468246,365650880.784103,26.703615,125.634973;16265589.612584,398189059.922006,26.760056,130.940119
2025-03-27 15:14:13.620355;2025-03-27 15:14:14.076652;26628927.463777,513010649.437483,26.490555,149.167619;10796820.087719,361337517.424164,27.279194,124.971533;14967854.748862,407632190.452298,27.152364,133.129814;16673782.646932,365650883.883564,26.703616,125.634974;16265589.812698,398189063.103619,26.760056,130.940119
2025-03-27 15:14:14.077646;2025-03-27 15:14:14.568808;26628927.567748,513010654.321999,26.490555,149.16762;10796820.199798,361337522.636005,27.279194,124.971534;14967854.800865,407632196.394093,27.152364,133.129815;16673782.732104,365650890.650528,26.703616,125.634975;16265589.904853,398189070.174662,26.760056,130.940121
2025-03-27 15:14:14.569806;2025-03-27 15:14:15.628241;26628928.073221,513010660.51048,26.490556,149.167621;10796820.619787,361337528.043162,27.279195,124.971535;14967855.15139,407632201.14857,27.152364,133.129816;16673782.943292,365650896.507638,26.703616,125.634977;16265590.109958,398189076.324375,26.760056,130.940122
2025-03-27 15:14:15.629238;2025-03-27 15:14:16.692518;26628928.274148,513010663.208136,26.490556,149.167622;10796820.777313,361337530.560394,27.279195,124.971536;14967855.286657,407632203.884104,27.152364,133.129817;16673783.078866,365650899.357583,26.703616,125.634978;16265590.242351,398189079.160298,26.760056,130.940123
2025-03-27 15:14:16.693515;2025-03-27 15:14:17.740560;26628928.381434,513010666.330235,26.490556,149.167622;10796820.889258,361337533.463382,27.279195,124.971537;14967855.358968,407632207.167738,27.152364,133.129817;16673783.122268,365650902.817354,26.703616,125.634979;16265590.28345,398189082.726628,26.760057,130.940124
2025-03-27 15:14:17.741590;2025-03-27 15:14:18.868472;26628928.390775,513010669.088147,26.490556,149.167623;10796820.904606,361337535.880266,27.279195,124.971538;14967855.421484,407632210.014451,27.152365,133.129818;16673783.17726,365650904.421389,26.703616,125.634979;16265590.337129,398189084.296089,26.760057,130.940125
2025-03-27 15:14:18.869467;2025-03-27 15:14:20.112018;26628929.080498,513010673.332519,26.490556,149.167624;10796821.670946,361337540.512848,27.279195,124.971539;14967856.301862,407632214.81663,27.152365,133.129819;16673784.021478,365650910.87948,26.703616,125.634981;16265591.169503,398189091.445817,26.760057,130.940126
2025-03-27 15:14:20.113015;2025-03-27 15:14:20.907139;26628929.210441,513010679.751441,26.490556,149.167625;10796821.770676,361337546.420219,27.279195,124.97154;14967856.371441,407632219.84422,27.152365,133.12982;16673784.066348,365650914.769206,26.703617,125.634982;16265591.211394,398189095.109921,26.760057,130.940127
2025-03-27 15:14:20.908276;2025-03-27 15:14:21.984602;26628929.21233,513010680.816997,26.490556,149.167625;10796821.772912,361337547.174462,27.279195,124.97154;14967856.374339,407632220.570189,27.152365,133.12982;16673784.077481,365650915.839522,26.703617,125.634982;16265591.222495,398189096.273111,26.760057,130.940127
2025-03-27 15:14:21.984602;2025-03-27 15:14:23.044893;26628929.225607,513010683.446208,26.490556,149.167626;10796821.792332,361337549.341114,27.279195,124.971541;14967856.381059,407632222.108267,27.152365,133.12982;16673784.09167,365650918.468803,26.703617,125.634982;16265591.240217,398189099.094673,26.760057,130.940128
2025-03-27 15:14:23.045998;2025-03-27 15:14:24.102927;26628929.250178,513010685.149847,26.490556,149.167626;10796821.821004,361337550.876492,27.279195,124.971541;14967856.39759,407632223.89207,27.152365,133.129821;16673784.103317,365650920.209986,26.703617,125.634983;16265591.252195,398189100.89257,26.760057,130.940128
2025-03-27 15:14:24.103926;2025-03-27 15:14:25.141719;26628929.27511,513010689.037982,26.490556,149.167627;10796821.839752,361337553.764686,27.279195,124.971542;14967856.428839,407632225.534848,27.152365,133.129821;16673784.12383,365650922.376205,26.703617,125.634984;16265591.275103,398189103.285686,26.760057,130.940129
2025-03-27 15:14:25.142716;2025-03-27 15:14:26.218419;26628929.956592,513010693.702544,26.490556,149.167628;10796822.448566,361337557.942419,27.279196,124.971543;14967857.061873,407632228.860819,27.152365,133.129822;16673784.550456,365650925.993222,26.703617,125.634985;16265591.70197,398189107.022774,26.760058,130.94013
2025-03-27 15:14:26.219415;2025-03-27 15:14:27.297051;26628930.108879,513010695.483086,26.490557,149.167628;10796822.588122,361337559.358241,27.279196,124.971543;14967857.227745,407632229.852013,27.152365,133.129823;16673784.616956,365650927.527234,26.703617,125.634985;16265591.759873,398189108.662206,26.760058,130.940131
2025-03-27 15:14:27.298048;2025-03-27 15:14:28.328823;26628930.939971,513010704.471885,26.490557,149.167629;10796823.370072,361337567.585024,27.279196,124.971545;14967858.007775,407632237.52753,27.152365,133.129824;16673785.418134,365650933.911081,26.703617,125.634987;16265592.544834,398189115.23336,26.760058,130.940132
2025-03-27 15:14:28.329820;2025-03-27 15:14:29.393966;26628930.96385,513010706.017266,26.490557,149.16763;10796823.384218,361337569.368742,27.279196,124.971545;14967858.016291,407632239.482421,27.152365,133.129824;16673785.436317,365650935.531209,26.703617,125.634987;16265592.560636,398189116.885365,26.760058,130.940132
2025-03-27 15:14:29.394962;2025-03-27 15:14:30.471237;26628931.27591,513010709.399905,26.490557,149.16763;10796823.678741,361337572.622931,27.279196,124.971546;14967858.298661,407632242.699553,27.152365,133.129825;16673785.603795,365650938.609506,26.703618,125.634988;16265592.734798,398189120.052054,26.760058,130.940133
2025-03-27 15:14:30.471237;2025-03-27 15:14:31.531621;26628931.3018,513010712.219028,26.490557,149.167631;10796823.696148,361337575.06504,27.279196,124.971546;14967858.305226,407632244.981519,27.152365,133.129825;16673785.614297,365650941.135448,26.703618,125.634988;16265592.745171,398189122.557824,26.760058,130.940134
2025-03-27 15:14:31.532593;2025-03-27 15:14:32.582895;26628931.428318,513010716.128569,26.490557,149.167631;10796823.80295,361337578.480791,27.279196,124.971547;14967858.387852,407632248.280465,27.152365,133.129826;16673785.668249,365650945.290271,26.703618,125.634989;16265592.79467,398189126.987376,26.760058,130.940134
2025-03-27 15:14:32.583893;2025-03-27 15:14:33.638665;26628932.424771,513010723.793228,26.490557,149.167633;10796824.696619,361337585.775602,27.279196,124.971548;14967859.083087,407632255.08156,27.152365,133.129827;16673786.361492,365650951.435633,26.703618,125.63499;16265593.485382,398189133.081095,26.760058,130.940136
2025-03-27 15:14:33.639663;2025-03-27 15:14:34.695636;26628932.458489,513010725.612679,26.490557,149.167633;10796824.718661,361337587.47731,27.279196,124.971549;14967859.09275,407632256.865519,27.152365,133.129827;16673786.366974,365650953.871288,26.703618,125.634991;16265593.495495,398189135.661398,26.760058,130.940136
2025-03-27 15:14:34.696633;2025-03-27 15:14:35.739264;26628932.483389,513010728.41043,26.490557,149.167634;10796824.736437,361337590.105301,27.279196,124.971549;14967859.108459,407632259.877925,27.152365,133.129828;16673786.383418,365650957.745755,26.703618,125.634992;16265593.511823,398189140.013906,26.760058,130.940137
2025-03-27 15:14:35.740261;2025-03-27 15:14:36.811901;26628932.749828,513010730.776248,26.490557,149.167634;10796824.963542,361337592.464401,27.279196,124.97155;14967859.295776,407632262.582118,27.152365,133.129829;16673786.558119,365650961.261353,26.703618,125.634993;16265593.674043,398189143.819964,26.760059,130.940138
2025-03-27 15:14:36.811901;2025-03-27 15:14:37.879936;26628933.044542,513010732.875006,26.490557,149.167635;10796825.270496,361337594.599548,27.279196,124.971551;14967859.620468,407632265.003237,27.152366,133.12983;16673786.875294,365650965.714151,26.703618,125.634994;16265593.987854,398189148.631788,26.760059,130.940139
2025-03-27 15:14:37.880932;2025-03-27 15:14:38.938289;26628933.08333,513010734.687568,26.490557,149.167635;10796825.311664,361337596.411384,27.279196,124.971551;14967859.645368,407632266.843585,27.152366,133.12983;16673786.892876,365650967.90211,26.703618,125.634994;16265594.006405,398189150.819786,26.760059,130.94014
2025-03-27 15:14:38.938289;2025-03-27 15:14:40.005065;26628933.494672,513010737.014075,26.490557,149.167636;10796825.72372,361337598.69378,27.279196,124.971552;14967860.060327,407632269.37333,27.152366,133.129831;16673787.370772,365650971.306923,26.703619,125.634995;16265594.488129,398189154.525547,26.760059,130.940141
2025-03-27 15:14:40.006059;2025-03-27 15:14:41.053068;26628933.583085,513010740.554348,26.490557,149.167636;10796825.800035,361337601.689291,27.279196,124.971553;14967860.122004,407632271.940552,27.152366,133.129831;16673787.468086,365650974.231256,26.703619,125.634996;16265594.580457,398189157.594329,26.760059,130.940141
2025-03-27 15:14:41.054065;2025-03-27 15:14:42.115870;26628933.972621,513010745.556421,26.490557,149.167637;10796826.167147,361337606.498928,27.279196,124.971553;14967860.493097,407632276.34135,27.152366,133.129832;16673788.013723,365650979.424387,26.703619,125.634997;16265595.15954,398189163.044497,26.760059,130.940142
2025-03-27 15:14:42.116867;2025-03-27 15:14:43.172413;26628934.075727,513010748.171111,26.490557,149.167638;10796826.289122,361337608.996595,27.279196,124.971554;14967860.589302,407632278.557019,27.152366,133.129832;16673788.171239,365650981.734728,26.703619,125.634997;16265595.312936,398189165.466479,26.760059,130.940143
2025-03-27 15:14:43.173411;2025-03-27 15:14:44.242099;26628935.425594,513010753.9845,26.490557,149.167639;10796827.509963,361337615.061126,27.279196,124.971555;14967861.614482,407632283.839853,27.152366,133.129833;16673789.197683,365650986.986064,26.703619,125.634999;16265596.344709,398189170.878268,26.760059,130.940144
2025-03-27 15:14:44.243097;2025-03-27 15:14:45.299343;26628935.429172,513010759.636252,26.490557,149.167639;10796827.515333,361337620.031573,27.279196,124.971556;14967861.652808,407632287.116241,27.152366,133.129834;16673789.32301,365650991.057138,26.703619,125.634999;16265596.471171,398189175.748686,26.760059,130.940145
2025-03-27 15:14:45.300340;2025-03-27 15:14:46.352366;26628937.069749,513010766.241674,26.490557,149.16764;10796829.146945,361337626.157452,27.279196,124.971557;14967863.382717,407632293.016302,27.152366,133.129835;16673791.038639,365650997.477559,26.703619,125.635001;16265598.17284,398189182.287756,26.760059,130.940146
2025-03-27 15:14:46.352366;2025-03-27 15:14:47.419631;26628938.085676,513010772.214596,26.490557,149.167642;10796830.26485,361337632.483189,27.279196,124.971558;14967864.346639,407632299.099596,27.152366,133.129836;16673791.958221,365651006.005891,26.703619,125.635002;16265599.129629,398189191.986382,26.760059,130.940148
2025-03-27 15:14:47.420630;2025-03-27 15:14:48.506907;26628938.164727,513010776.164586,26.490557,149.167642;10796830.315457,361337636.506655,27.279196,124.971559;14967864.544859,407632302.347327,27.152366,133.129837;16673792.019862,365651010.414129,26.703619,125.635003;16265599.186079,398189196.680943,26.760059,130.940149
