Estimulo;C2;C3;C4
1;831232.24384,35192150.962015,29.795664,40.858785,831237.235349,35192489.201641,29.795649,40.858951;412107.343792,24503254.499811,33.008932,36.513622,412114.483608,24503692.985269,33.00886,36.51386;935048.25388,33587154.89998,30.686619,40.860789,935057.441506,33587708.692384,30.68658,40.86106
1;831237.58208,35192575.615283,29.795663,40.859016,831238.007684,35192721.758161,29.795746,40.859175;412114.913566,24503800.908061,33.008865,36.513954,412115.799459,24503993.797229,33.008938,36.514171;935057.797195,33587844.68817,30.686598,40.861165,935059.312465,33588078.379679,30.686713,40.861415
0;831239.493221,35192847.286322,29.795775,40.85926,831239.493221,35192847.286322,29.795775,40.85926;412117.989216,24504157.046665,33.008955,36.514289,412117.989216,24504157.046665,33.008955,36.514289;935061.514192,33588279.990767,30.68675,40.861549,935061.514192,33588279.990767,30.68675,40.861549
2;831240.807135,35193109.311049,29.795851,40.859484,831246.837058,35193292.715417,29.795871,40.859617;412119.635652,24504509.27972,33.009003,36.514605,412126.321551,24504735.660669,33.008999,36.514786;935063.189943,33588714.514376,30.686849,40.861911,935070.047137,33588985.035333,30.686878,40.862114
2;831252.685233,35193814.193094,29.796024,40.860045,831257.4305,35194009.09486,29.796038,40.860164;412132.698638,24505420.246869,33.009102,36.515379,412138.893791,24505666.831256,33.00909,36.515545;935078.386886,33589859.312629,30.687083,40.862811,935086.040889,33590176.612132,30.687099,40.863007
0;831259.361654,35194122.275758,29.796057,40.860246,831259.361654,35194122.275758,29.796057,40.860246;412140.650296,24505811.108069,33.009095,36.515657,412140.650296,24505811.108069,33.009095,36.515657;935088.042152,33590382.294082,30.687119,40.863147,935088.042152,33590382.294082,30.687119,40.863147
1;831260.046915,35194249.079111,29.796079,40.860342,831260.753114,35194386.742248,29.796123,40.860455;412141.533362,24505988.962943,33.009097,36.515796,412142.084934,24506162.894442,33.009133,36.515952;935088.893318,33590618.090163,30.687145,40.863316,935089.646611,33590843.822896,30.687212,40.863502
2;831261.605675,35194464.337104,29.796156,40.860535,831262.514746,35194506.398449,29.79618,40.860586;412143.159206,24506259.386537,33.009161,36.516061,412144.143057,24506307.867563,33.009185,36.516128;935091.146149,33590971.449451,30.687261,40.863637,935092.899736,33591033.850983,30.687297,40.863718
1;831263.149557,35194575.40552,29.796209,40.860656,831266.169646,35194648.924558,29.796256,40.860739;412144.830845,24506396.280439,33.009208,36.516224,412148.368559,24506494.139569,33.009251,36.516338;935094.495991,33591147.242655,30.68734,40.863836,935099.004266,33591273.767019,30.687408,40.863975
0;831266.649771,35194786.127337,29.79628,40.860849,831266.649771,35194786.127337,29.79628,40.860849;412149.022651,24506671.968179,33.009257,36.516489,412149.022651,24506671.968179,33.009257,36.516489;935099.607686,33591511.416569,30.687438,40.86416,935099.607686,33591511.416569,30.687438,40.86416
2;831272.339791,35195261.206666,29.796394,40.861225,831274.267847,35195396.430299,29.796398,40.861299;412156.934153,24507303.512857,33.009318,36.51702,412159.779154,24507469.390642,33.009305,36.517121;935110.05651,33592361.049253,30.687597,40.864818,935114.325826,33592582.123594,30.687598,40.864943
0;831281.440119,35195723.914881,29.796491,40.861581,831281.440119,35195723.914881,29.796491,40.861581;412168.668308,24507907.671778,33.009361,36.517516,412168.668308,24507907.671778,33.009361,36.517516;935126.820711,33593190.623789,30.687726,40.865443,935126.820711,33593190.623789,30.687726,40.865443
2;831287.86682,35196226.001949,29.796571,40.861931,831288.252928,35196286.765117,29.796581,40.861979;412176.377048,24508567.371689,33.009377,36.518005,412177.059627,24508647.530052,33.009378,36.518073;935137.713924,33594110.409829,30.687835,40.866072,935138.402592,33594213.958726,30.687851,40.866157
0;831289.39003,35196396.644842,29.796606,40.862064,831289.39003,35196396.644842,29.796606,40.862064;412178.947094,24508780.047406,33.009394,36.518188,412178.947094,24508780.047406,33.009394,36.518188;935140.901931,33594415.843473,30.687891,40.866314,935140.901931,33594415.843473,30.687891,40.866314
2;831291.639507,35196814.397927,29.796672,40.86236,831293.740708,35196912.877883,29.796672,40.862419;412182.482809,24509323.830258,33.009409,36.518608,412185.606416,24509457.767737,33.00939,36.518695;935146.005458,33595195.77467,30.68798,40.866859,935149.633376,33595387.947579,30.687972,40.866971
1;831294.072753,35197131.728439,29.796703,40.862567,831296.052775,35197214.687441,29.796803,40.862699;412186.031814,24509743.870992,33.009395,36.518905,412188.773365,24509854.775203,33.009504,36.519084;935150.197744,33595803.442449,30.688017,40.867252,935153.449231,33595973.272691,30.688187,40.867504
0;831312.103275,35197756.073717,29.796907,40.863111,831312.103275,35197756.073717,29.796907,40.863111;412210.652388,24510578.795062,33.009535,36.519668,412210.652388,24510578.795062,33.009535,36.519668;935182.801484,33597023.31532,30.688343,40.868289,935182.801484,33597023.31532,30.688343,40.868289
1;831312.706642,35197824.75749,29.796943,40.863192,831317.41607,35197873.192194,29.796963,40.863243;412211.394738,24510670.602336,33.009567,36.519782,412217.467312,24510741.537914,33.00958,36.519857;935183.741256,33597162.548024,30.688402,40.868445,935193.83609,33597264.195688,30.688432,40.868548
2;831318.025266,35197992.876996,29.796989,40.863333,831327.317901,35198080.238376,29.797011,40.863418;412218.320535,24510899.125075,33.009592,36.519983,412228.053472,24511015.602697,33.009601,36.5201;935194.770285,33597493.6774,30.688471,40.868719,935210.320043,33597678.623425,30.688502,40.868884
0;831338.74716,35198735.420066,29.797108,40.86387,831338.74716,35198735.420066,29.797108,40.86387;412244.023048,24511870.958399,33.009614,36.52074,412244.023048,24511870.958399,33.009614,36.52074;935235.248097,33598961.20483,30.688637,40.86976,935235.248097,33598961.20483,30.688637,40.86976
1;831343.760927,35199308.629045,29.797249,40.864307,831344.432891,35199366.318206,29.797282,40.864366;412250.384808,24512626.669424,33.009698,36.521353,412251.114192,24512702.713872,33.009732,36.521436;935244.355852,33600123.541733,30.688864,40.870631,935245.620486,33600237.766378,30.688924,40.87075
2;831411.547764,35203808.45297,29.798453,40.868078,831414.624276,35203973.660808,29.798532,40.86826;412332.788972,24518448.616839,33.010424,36.526585,412337.543206,24518649.50438,33.010492,36.526824;935365.694758,33609246.863244,30.690946,40.878314,935373.33881,33609589.940474,30.691092,40.878687
2;831416.394917,35204182.614365,29.798606,40.868465,831417.163245,35204394.161799,29.798638,40.868607;412339.548946,24518909.403472,33.010546,36.527101,412340.738721,24519184.790938,33.010551,36.527299;935378.425557,33610030.515123,30.69122,40.879116,935380.925949,33610497.532157,30.691264,40.879419
1;831419.046588,35204530.243649,29.798685,40.868736,831421.503707,35204611.419011,29.798705,40.868801;412343.11623,24519353.730982,33.010585,36.527472,412345.959211,24519459.72095,33.010594,36.527561;935384.203949,33610799.918116,30.691341,40.879687,935388.887805,33610994.431531,30.69137,40.87983
0;831429.960194,35204760.380305,29.798743,40.868915,831429.960194,35204760.380305,29.798743,40.868915;412356.675948,24519649.858157,33.010619,36.527719,412356.675948,24519649.858157,33.010619,36.527719;935404.458907,33611312.224823,30.69144,40.880073,935404.458907,33611312.224823,30.69144,40.880073
1;831430.218525,35204882.440414,29.798804,40.869031,831433.843521,35205130.824891,29.798871,40.869221;412357.043705,24519810.07334,33.010674,36.527876,412361.288538,24520117.279864,33.010716,36.528129;935404.96909,33611581.872864,30.691549,40.880317,935410.83421,33612055.59377,30.691677,40.880696
0;831438.894699,35205743.509504,29.799061,40.869744,831438.894699,35205743.509504,29.799061,40.869744;412368.477206,24520893.05518,33.010856,36.528845,412368.477206,24520893.05518,33.010856,36.528845;935421.141133,33613346.737749,30.692018,40.881792,935421.141133,33613346.737749,30.692018,40.881792
2;831447.414192,35206013.932561,29.799138,40.869973,831451.024683,35206173.382909,29.799173,40.870111;412379.160917,24521254.579675,33.010902,36.529163,412383.055776,24521464.415181,33.010915,36.529355;935438.826856,33613953.628476,30.692143,40.88228,935443.70935,33614305.221533,30.692199,40.882576
1;831451.785855,35206292.721068,29.799194,40.87019,831454.194131,35206390.252587,29.799252,40.870298;412384.071076,24521617.7951,33.010924,36.529465,412387.117667,24521739.851707,33.010981,36.529608;935445.430946,33614570.543652,30.692234,40.882747,935450.296262,33614783.354414,30.692341,40.882972
0;831457.37964,35206698.758046,29.799329,40.870541,831457.37964,35206698.758046,29.799329,40.870541;412390.809914,24522128.606654,33.011029,36.529942,412390.809914,24522128.606654,33.011029,36.529942;935456.694169,33615431.572155,30.692473,40.883481,935456.694169,33615431.572155,30.692473,40.883481
1;831462.088146,35206973.064045,29.799404,40.870773,831468.291074,35207189.231414,29.799455,40.870934;412395.578688,24522488.480401,33.011075,36.530264,412402.798509,24522766.891154,33.011104,36.530485;935464.812019,33616027.820433,30.692603,40.883973,935474.682678,33616488.866613,30.692688,40.884309
0;831473.571423,35207755.049498,29.799577,40.871355,831473.571423,35207755.049498,29.799577,40.871355;412409.103413,24523497.287909,33.011166,36.53107,412409.103413,24523497.287909,33.011166,36.53107;935483.064628,33617698.174041,30.692886,40.885192,935483.064628,33617698.174041,30.692886,40.885192
2;831479.238336,35208312.781481,29.799746,40.871843,831481.664009,35208366.391727,29.799753,40.871882;412415.905135,24524210.063025,33.011284,36.531741,412419.210719,24524284.330921,33.011283,36.531798;935492.794933,33618850.880381,30.693184,40.886197,935498.052923,33618985.224924,30.693192,40.886287
1;831485.329116,35208464.54476,29.79978,40.871974,831489.412489,35208670.630261,29.799826,40.872124;412423.201138,24524408.21279,33.0113,36.531924,412428.013339,24524667.829052,33.011327,36.53213;935504.749508,33619194.455582,30.693241,40.886482,935513.519524,33619619.626902,30.693322,40.886792
0;831490.828137,35208789.615019,29.799857,40.872211,831490.828137,35208789.615019,29.799857,40.872211;412429.3957,24524818.637612,33.011346,36.532248,412429.3957,24524818.637612,33.011346,36.532248;935515.979476,33619887.751883,30.693369,40.886978,935515.979476,33619887.751883,30.693369,40.886978
2;831494.594451,35209034.895126,29.799949,40.87244,831498.196194,35209241.091617,29.799978,40.872583;412433.926459,24525137.919561,33.01142,36.532565,412438.519619,24525408.786469,33.011422,36.532764;935523.395164,33620428.235377,30.693528,40.887463,935530.304784,33620863.311987,30.693574,40.887759
1;831499.728039,35209375.719891,29.799999,40.872668,831501.326465,35209494.267079,29.800004,40.872742;412440.813766,24525574.79999,33.011432,36.532883,412442.898799,24525735.53905,33.011416,36.532991;935534.248524,33621131.709065,30.693608,40.88793,935539.261058,33621378.232232,30.693611,40.888087
0;831501.598973,35209598.7356,29.800041,40.872835,831501.598973,35209598.7356,29.800041,40.872835;412443.268022,24525873.356692,33.011443,36.533121,412443.268022,24525873.356692,33.011443,36.533121;935541.137044,33621604.621668,30.693672,40.888284,935541.137044,33621604.621668,30.693672,40.888284
1;831502.422184,35209775.67452,29.800078,40.872962,831503.943786,35209851.599398,29.800113,40.873035;412444.010341,24526096.884978,33.011464,36.533294,412445.505465,24526200.120428,33.011495,36.533398;935542.457712,33621962.491197,30.693734,40.888537,935546.643876,33622118.215481,30.693796,40.888687
0;831508.105077,35210495.576565,29.800278,40.873559,831508.105077,35210495.576565,29.800278,40.873559;412450.283998,24527039.72112,33.011594,36.53413,412450.283998,24527039.72112,33.011594,36.53413;935555.374015,33623459.017158,30.694065,40.889755,935555.374015,33623459.017158,30.694065,40.889755
2;831508.311557,35210576.720764,29.800302,40.873632,831509.199555,35210709.287473,29.800353,40.873752;412450.548545,24527146.472509,33.011611,36.534233,412451.952069,24527313.098613,33.011651,36.534396;935555.964369,33623638.689685,30.694102,40.889906,935559.365164,33623900.083904,30.694183,40.890137
1;831511.775391,35210916.149163,29.800428,40.87396,831515.296962,35211009.571855,29.800457,40.874053;412455.202978,24527570.909671,33.011707,36.534678,412459.752954,24527697.901289,33.011725,36.53481;935564.00045,33624287.159998,30.694307,40.890532,935570.00599,33624472.086448,30.694356,40.890717
0;831516.746307,35211191.213236,29.800505,40.874194,831516.746307,35211191.213236,29.800505,40.874194;412461.527158,24527944.00578,33.011753,36.535012,412461.527158,24527944.00578,33.011753,36.535012;935573.143982,33624862.968004,30.694426,40.891006,935573.143982,33624862.968004,30.694426,40.891006
1;831520.239171,35211545.277031,29.800563,40.874437,831522.179662,35211686.390858,29.800614,40.87456;412465.779693,24528396.102772,33.011775,36.53535,412468.381852,24528570.679013,33.011816,36.535516;935578.838901,33625547.536762,30.694521,40.891481,935584.784543,33625812.899768,30.694606,40.891719
1;831523.463249,35212203.068515,29.800743,40.874965,831524.525171,35212256.654124,29.800759,40.875015;412470.160875,24529247.447192,33.011892,36.536084,412471.692399,24529320.582884,33.011901,36.536155;935587.37319,33626876.632678,30.694809,40.892534,935591.135554,33626989.18773,30.694835,40.892638
0;831524.83664,35212370.296091,29.800825,40.875136,831524.83664,35212370.296091,29.800825,40.875136;412472.061357,24529466.03827,33.011964,36.536318,412472.061357,24529466.03827,33.011964,36.536318;935591.685885,33627229.618283,30.694947,40.89288,935591.685885,33627229.618283,30.694947,40.89288
2;831525.806724,35212520.29322,29.800844,40.875235,831529.747736,35212658.904462,29.800855,40.875336;412473.299402,24529663.498924,33.011964,36.536459,412478.18843,24529845.50617,33.011951,36.536602;935593.73855,33627530.923659,30.694974,40.893078,935602.733378,33627827.211145,30.694985,40.893291
1;831530.521506,35212751.567937,29.800859,40.875398,831531.329626,35212836.439938,29.800914,40.875503;412478.998568,24529972.640951,33.011938,36.536693,412479.798197,24530081.19179,33.011989,36.536834;935603.841234,33628016.699926,30.694986,40.893417,935605.071378,33628186.638813,30.69508,40.893625
0;831535.641536,35213375.152182,29.800993,40.875876,831535.641536,35213375.152182,29.800993,40.875876;412485.751046,24530779.809413,33.012003,36.53736,412485.751046,24530779.809413,33.012003,36.53736;935613.670243,33629278.060507,30.695195,40.89437,935613.670243,33629278.060507,30.695195,40.89437
2;831535.928218,35213515.112308,29.801043,40.876015,831536.00985,35213613.140683,29.801062,40.876089;412486.470611,24530967.113684,33.012037,36.537555,412486.670428,24531086.831926,33.012047,36.537655;935614.843511,33629574.234807,30.695277,40.894654,935615.892956,33629760.924279,30.695308,40.894798
1;831537.132648,35213705.89983,29.801073,40.876152,831537.886823,35213775.264318,29.80111,40.876224;412488.238409,24531213.522076,33.012042,36.537746,412489.122452,24531303.538835,33.012075,36.537845;935618.665915,33629964.211605,30.695318,40.894931,935620.054014,33630115.350463,30.69538,40.895077
1;831540.982756,35213828.846212,29.801158,40.876304,831542.534195,35213994.444246,29.801181,40.876422;412493.239564,24531379.441028,33.012121,36.537955,412495.325652,24531590.672238,33.012123,36.538121;935626.410777,33630240.499393,30.695462,40.895239,935629.722616,33630566.386752,30.6955,40.895475
0;831543.341943,35214232.48405,29.801246,40.87661,831543.341943,35214232.48405,29.801246,40.87661;412496.418158,24531902.321218,33.012169,36.538385,412496.418158,24531902.321218,33.012169,36.538385;935631.161802,33631065.665736,30.695609,40.895855,935631.161802,33631065.665736,30.695609,40.895855
2;831544.720187,35214335.793767,29.801278,40.876695,831548.316847,35214535.669329,29.801299,40.876824;412497.919575,24532039.240611,33.012193,36.538505,412501.668238,24532305.037972,33.012186,36.538688;935633.908074,33631282.80519,30.695661,40.896027,935639.565812,33631700.661556,30.695686,40.89629
2;831549.393571,35214602.850404,29.801305,40.876869,831554.526706,35214687.381799,29.801329,40.876952;412503.015014,24532403.266048,33.012179,36.538755,412509.449516,24532526.212236,33.012188,36.538877;935641.023024,33631843.110657,30.695693,40.896383,935653.49702,33632072.424476,30.695718,40.896576
1;831557.36991,35214989.812138,29.80142,40.87721,831558.219965,35215082.809736,29.801479,40.877321;412512.314986,24532921.502858,33.012252,36.539238,412512.964967,24533037.125681,33.01231,36.539389;935657.130816,33632676.592539,30.695868,40.897087,935657.755664,33632843.426055,30.695974,40.897298
0;831558.551633,35215221.428845,29.801487,40.877402,831558.551633,35215221.428845,29.801487,40.877402;412513.524029,24533219.302994,33.012296,36.539503,412513.524029,24533219.302994,33.012296,36.539503;935658.863592,33633105.071826,30.69598,40.897451,935658.863592,33633105.071826,30.69598,40.897451
2;831560.130679,35215477.387447,29.801541,40.877604,831565.204039,35215671.884398,29.801562,40.877746;412515.103896,24533539.719857,33.012322,36.539779,412520.873118,24533787.648009,33.012316,36.539976;935660.536845,33633579.144297,30.696066,40.89783,935669.507711,33633925.230658,30.696093,40.898086
1;831568.070832,35215771.49873,29.801578,40.877818,831568.741275,35215984.910206,29.801643,40.877989;412524.427064,24533928.078548,33.012317,36.540083,412524.941952,24534213.445696,33.012367,36.540327;935677.057368,33634129.781075,30.696112,40.898231,935678.138625,33634559.707524,30.696214,40.898567
2;831576.261471,35216281.973408,29.801708,40.878226,831576.507336,35216376.708963,29.801744,40.878316;412534.998023,24534607.222952,33.012396,36.540665,412535.638586,24534736.896445,33.012423,36.540793;935689.831004,33635105.979978,30.696311,40.899004,935690.892366,33635288.531745,30.696363,40.899169
0;831577.149909,35216536.565686,29.801754,40.878406,831577.149909,35216536.565686,29.801754,40.878406;412537.01994,24534953.057957,33.012407,36.540924,412537.01994,24534953.057957,33.012407,36.540924;935693.077061,33635594.501783,30.696367,40.899337,935693.077061,33635594.501783,30.696367,40.899337
2;831581.815643,35217073.747794,29.801847,40.878795,831582.481934,35217174.261096,29.801867,40.878869;412543.431067,24535650.416421,33.01243,36.541464,412544.074559,24535777.444731,33.012442,36.541567;935700.868716,33636511.814669,30.696481,40.899986,935702.259192,33636673.210082,30.696513,40.900108
0;831586.930759,35217527.239715,29.801949,40.879136,831586.930759,35217527.239715,29.801949,40.879136;412548.748612,24536221.85082,33.012492,36.541933,412548.748612,24536221.85082,33.012492,36.541933;935707.606792,33637280.404472,30.696625,40.900563,935707.606792,33637280.404472,30.696625,40.900563
2;831587.414893,35217648.191587,29.801954,40.879205,831588.840005,35217793.834122,29.801957,40.87929;412549.374634,24536376.907805,33.01248,36.54203,412551.964912,24536549.37398,33.012464,36.542143;935708.616887,33637495.507228,30.696626,40.900683,935712.1578,33637756.884645,30.696621,40.90083
2;831597.837972,35218086.856945,29.801995,40.879484,831597.837972,35218086.856945,29.801995,40.879484;412563.669591,24536940.732767,33.012465,36.542425,412563.669591,24536940.732767,33.012465,36.542425;935729.750708,33638299.005531,30.696666,40.901186,935729.750708,33638299.005531,30.696666,40.901186
1;832813.613852,35246555.991176,29.804609,40.899197,832813.889929,35246652.952536,29.804643,40.899271;414325.504214,24599769.227711,33.012653,36.590907,414326.500455,24599965.424586,33.012705,36.591073;949097.806035,33960958.64123,30.688487,41.089675,949100.064214,33961309.314792,30.688601,41.089948
0;832823.011618,35246771.24946,29.804664,40.899372,832823.011618,35246771.24946,29.804664,40.899372;414345.769579,24600248.457384,33.012701,36.591322,414345.769579,24600248.457384,33.012701,36.591322;949127.687542,33961807.544526,30.68866,41.090352,949127.687542,33961807.544526,30.68866,41.090352
1;832823.662511,35246809.400216,29.804672,40.899405,832824.765261,35246870.928415,29.804709,40.899472;414346.359199,24600344.999526,33.012703,36.591403,414351.252486,24600480.896766,33.012761,36.591564;949128.469765,33961981.597659,30.688681,41.090485,949138.930894,33962269.951675,30.688799,41.090772
1;832826.361244,35247074.827978,29.804793,40.899666,832826.793903,35247117.104053,29.804819,40.899708;414354.621062,24600967.729819,33.012871,36.59204,414355.479945,24601066.152736,33.012911,36.592138;949145.632849,33963200.637673,30.689078,41.091606,949146.924106,33963404.62624,30.689159,41.091783
0;832827.289201,35247207.170379,29.804839,40.899771,832827.289201,35247207.170379,29.804839,40.899771;414355.898425,24601258.018351,33.012932,36.592286,414355.898425,24601258.018351,33.012932,36.592286;949147.265051,33963778.178432,30.689225,41.092043,949147.265051,33963778.178432,30.689225,41.092043
1;832828.461874,35247261.906581,29.804862,40.89983,832830.281748,35247343.804717,29.804891,40.899895;414359.574993,24601394.746632,33.012955,36.592431,414362.046638,24601611.692509,33.012984,36.592597;949153.874327,33964050.14688,30.689294,41.092302,949157.223511,33964504.106555,30.68937,41.092605
2;832830.850861,35247389.3463,29.804909,40.89994,832833.182217,35247444.236347,29.804922,40.899984;414364.505292,24601714.801449,33.013004,36.592706,414368.147688,24601841.163447,33.013015,36.59281;949161.259679,33964697.246212,30.689427,41.092795,949168.904936,33964998.806314,30.689459,41.092999
0;832841.967911,35247882.167472,29.805028,40.900335,832841.967911,35247882.167472,29.805028,40.900335;414384.593567,24602800.397642,33.013105,36.593631,414384.593567,24602800.397642,33.013105,36.593631;949199.465544,33966821.338268,30.68978,41.094416,949199.465544,33966821.338268,30.68978,41.094416
2;832843.049851,35248107.268701,29.805074,40.90051,832846.799823,35248224.599359,29.805086,40.900583;414386.837065,24603319.510237,33.01313,36.594052,414394.426794,24603567.304088,33.013122,36.594214;949203.716627,33967838.102268,30.689912,41.095156,949220.60247,33968309.064143,30.689937,41.095436
1;832853.136248,35248410.86562,29.805136,40.900736,832854.040015,35248483.477552,29.805156,40.900791;414407.99639,24603980.489586,33.013172,36.594576,414409.762278,24604170.291714,33.013184,36.594715;949245.621295,33969124.555805,30.690097,41.096081,949251.624647,33969531.670506,30.690135,41.096342
0;832854.375499,35248580.504468,29.805167,40.900855,832854.375499,35248580.504468,29.805167,40.900855;414410.845155,24604381.203252,33.013181,36.594867,414410.845155,24604381.203252,33.013181,36.594867;949256.346878,33969965.507096,30.690157,41.09662,949256.346878,33969965.507096,30.690157,41.09662
1;832856.381194,35248611.081616,29.805169,40.900876,832857.493767,35248654.36279,29.805201,40.900928;414415.511727,24604453.52208,33.013174,36.59492,414418.328943,24604557.671069,33.013231,36.595046;949265.932678,33970114.38318,30.690156,41.096718,949270.972026,33970331.548368,30.690276,41.096951
2;832861.172977,35248846.518501,29.80526,40.901096,832863.309979,35248887.783087,29.805268,40.90113;414425.049301,24605000.908068,33.013292,36.595445,414430.616506,24605098.688693,33.013296,36.595529;949282.869728,33971189.143478,30.690459,41.097657,949294.4553,33971385.826772,30.690481,41.097803
1;832864.329054,35248965.812012,29.805287,40.901192,832865.742489,35249131.482302,29.805333,40.901318;414432.698874,24605287.803001,33.01331,36.595682,414436.502422,24605664.604984,33.01336,36.595983;949298.056956,33971766.376082,30.69054,41.09808,949304.623631,33972539.415082,30.690691,41.098641
0;832868.145451,35249320.077853,29.805363,40.901451,832868.145451,35249320.077853,29.805363,40.901451;414438.627258,24606065.352003,33.013379,36.596291,414438.627258,24606065.352003,33.013379,36.596291;949307.659333,33973325.588876,30.690798,41.099195,949307.659333,33973325.588876,30.690798,41.099195
2;832873.276063,35249530.811091,29.805413,40.901618,832876.209429,35249617.221888,29.80543,40.901678;414447.972652,24606512.787594,33.013421,36.596672,414455.156943,24606700.841541,33.013431,36.596811;949324.382714,33974211.5078,30.690946,41.099872,949341.575246,33974675.728505,30.690978,41.100159
2;832876.435978,35249681.012366,29.80545,40.901733,832879.051916,35249773.820786,29.805475,40.901807;414456.144147,24606850.50764,33.01345,36.59694,414461.349996,24607101.692424,33.013459,36.597129;949343.23752,33975002.557551,30.691032,41.100405,949353.34179,33975524.995061,30.691081,41.100752
0;832883.009993,35250003.595801,29.80553,40.901984,832883.009993,35250003.595801,29.80553,40.901984;414469.915646,24607619.396882,33.01351,36.597552,414469.915646,24607619.396882,33.01351,36.597552;949367.952835,33976590.061363,30.691257,41.101529,949367.952835,33976590.061363,30.691257,41.101529
2;832883.960391,35250034.161831,29.805554,40.902029,832885.044562,35250140.326316,29.805574,40.902107;414472.265136,24607691.038297,33.013545,36.597654,414474.344454,24607924.792564,33.013554,36.597835;949373.21684,33976731.699829,30.691336,41.101713,949377.501984,33977192.328383,30.691394,41.102038
0;832892.576519,35250606.396417,29.805678,40.902461,832892.576519,35250606.396417,29.805678,40.902461;414487.52941,24608953.868645,33.013628,36.598666,414487.52941,24608953.868645,33.013628,36.598666;949401.251493,33979269.610467,30.691691,41.103549,949401.251493,33979269.610467,30.691691,41.103549
2;832893.554571,35250666.794668,29.805693,40.902507,832894.829574,35250739.364907,29.805701,40.902554;414488.955852,24609087.295744,33.013641,36.598771,414490.750343,24609242.620606,33.01364,36.598879;949404.6245,33979529.814613,30.691739,41.103739,949407.639966,33979863.559733,30.691762,41.103949
2;832899.426511,35251076.160638,29.805786,40.902821,832899.750832,35251143.075241,29.805788,40.902864;414500.610183,24609992.697465,33.013712,36.599495,414501.545897,24610126.863326,33.0137,36.599592;949425.307983,33981349.181251,30.692014,41.105045,949428.551836,33981616.047757,30.692019,41.105221
2;832900.100731,35251205.474089,29.805825,40.902934,832900.2733,35251296.451262,29.805843,40.903;414502.954995,24610267.602054,33.013754,36.599755,414503.249769,24610454.636429,33.013764,36.599901;949431.628351,33981934.293768,30.692137,41.105533,949432.303765,33982311.683903,30.692189,41.105801
0;832900.578034,35251346.819302,29.805859,40.903043,832900.578034,35251346.819302,29.805859,40.903043;414503.64986,24610560.644064,33.013786,36.599997,414503.64986,24610560.644064,33.013786,36.599997;949432.986743,33982527.507641,30.692243,41.105975,949432.986743,33982527.507641,30.692243,41.105975
1;832902.117557,35251706.470511,29.805932,40.903309,832902.389322,35251755.792013,29.805952,40.903352;414508.583134,24611346.062748,33.013826,36.600606,414508.805173,24611424.365876,33.01386,36.600691;949446.006578,33984146.290403,30.692438,41.107097,949446.535227,33984307.889743,30.692517,41.107256
2;832903.151372,35251825.132241,29.805971,40.903404,832904.374256,35251932.30007,29.805987,40.903479;414510.576529,24611544.741253,33.013891,36.600797,414514.487406,24611762.083837,33.013898,36.600962;949450.362255,33984578.23407,30.692588,41.10746,949458.616961,33984987.273793,30.69264,41.107748
0;832904.763079,35252017.896958,29.805996,40.903537,832904.763079,35252017.896958,29.805996,40.903537;414514.781675,24611934.333755,33.013894,36.601095,414514.781675,24611934.333755,33.013894,36.601095;949460.126997,33985310.846256,30.692666,41.107982,949460.126997,33985310.846256,30.692666,41.107982
1;832906.811604,35252173.023801,29.806036,40.903666,832907.810037,35252249.683498,29.806072,40.903751;414518.624915,24612264.115589,33.013932,36.601384,414521.102225,24612442.08919,33.013971,36.601583;949468.746927,33985947.45714,30.692787,41.108489,949474.079185,33986344.687295,30.692897,41.10888
1;832908.355603,35252325.809311,29.806088,40.903803,832909.332821,35252377.415571,29.806102,40.903848;414521.896079,24612634.543637,33.01398,36.601714,414523.637942,24612754.37116,33.013987,36.601818;949475.540861,33986747.837,30.692941,41.109124,949478.913905,33987008.245648,30.69297,41.109324
0;832914.287216,35252563.887238,29.806164,40.90401,832914.287216,35252563.887238,29.806164,40.90401;414533.464115,24613159.300333,33.014053,36.602181,414533.464115,24613159.300333,33.014053,36.602181;949496.517788,33987829.598652,30.69316,41.109988,949496.517788,33987829.598652,30.69316,41.109988
2;832915.017668,35252618.246416,29.806171,40.904049,832917.259065,35252714.430366,29.806182,40.904124;414535.345763,24613278.928358,33.014049,36.602275,414540.665526,24613462.120218,33.014042,36.602427;949500.119508,33988058.739502,30.693173,41.110151,949510.541121,33988438.807923,30.693195,41.110428
1;832921.868172,35252927.831021,29.80623,40.904303,832922.156585,35252970.654748,29.80625,40.904343;414551.190843,24613908.462357,33.014073,36.602826,414551.603578,24614002.394907,33.014098,36.602914;949532.792283,33989353.985065,30.69333,41.111164,949534.111523,33989531.797677,30.693395,41.111319
0;832922.423451,35253022.283437,29.806266,40.904387,832922.423451,35253022.283437,29.806266,40.904387;414552.042144,24614103.69044,33.014117,36.603007,414552.042144,24614103.69044,33.014117,36.603007;949534.28823,33989754.448412,30.693444,41.111498,949534.28823,33989754.448412,30.693444,41.111498
2;832926.968141,35253398.0118,29.806327,40.904657,832928.659778,35253451.856261,29.80635,40.904717;414559.957842,24614870.586928,33.014142,36.603606,414564.495508,24614980.866272,33.014168,36.603734;949551.916883,33991302.090993,30.693616,41.112588,949562.078718,33991531.277966,30.693687,41.112831
